datetime,dew,humidity,precip,precipprob,windspeed_x,cloudcover,visibility,solarenergy,river_discharge,weathercode,apparent_temperature_mean,rain_sum,precipitation_hours,windspeed_y,et0_fao_evapotranspiration
2018-12-11,0.4098360655737705,0.5688073394495412,0.0,0.0,0.180672268907563,0.08695652173913043,0.7179487179487178,0.4493392070484581,0.020231213872832388,0.046153846153846156,0.31249999999999983,0.0,0.0,0.21787709497206706,0.3681318681318681
2018-12-12,0.4426229508196722,0.6116207951070334,0.0,0.0,0.13865546218487396,0.005175983436853002,0.4358974358974359,0.42731277533039647,0.020231213872832388,0.046153846153846156,0.3198529411764706,0.0,0.0,0.1731843575418995,0.3736263736263736
2018-12-13,0.4385245901639344,0.6131498470948011,0.0,0.0,0.22689075630252098,0.0,0.3846153846153846,0.4493392070484581,0.014450867052023128,0.015384615384615385,0.33455882352941174,0.0,0.0,0.26256983240223464,0.42124542124542125
2018-12-14,0.44672131147540983,0.6406727828746177,0.0,0.0,0.42436974789915966,0.053830227743271224,0.3846153846153846,0.4229074889867841,0.014450867052023128,0.015384615384615385,0.29044117647058826,0.0,0.0,0.3910614525139665,0.47069597069597063
2018-12-15,0.3073770491803278,0.49694189602446465,0.0,0.0,0.42436974789915966,0.09316770186335403,0.3846153846153846,0.4361233480176211,0.014450867052023128,0.046153846153846156,0.2830882352941177,0.0,0.0,0.3240223463687151,0.5183150183150182
2018-12-16,0.47540983606557374,0.6697247706422016,0.0,0.0,0.36554621848739494,0.36335403726708076,0.3846153846153846,0.3436123348017621,0.014450867052023128,0.046153846153846156,0.3272058823529412,0.0,0.0,0.2960893854748603,0.1465201465201465
2018-12-17,0.4877049180327869,0.7339449541284402,0.21383647798742136,1.0,0.4831932773109244,0.8385093167701864,0.3846153846153846,0.10132158590308371,0.020231213872832388,0.8153846153846154,0.3198529411764706,0.1625,0.4782608695652174,0.19553072625698328,0.0
2018-12-19,0.35655737704918034,0.6972477064220182,0.0,0.0,0.680672268907563,0.06314699792960662,0.3846153846153846,0.4493392070484581,0.052023121387283267,0.015384615384615385,0.16544117647058815,0.0,0.0,0.5083798882681565,0.3553113553113553
2018-12-20,0.36475409836065575,0.7140672782874615,0.0,0.0,0.3949579831932773,0.055900621118012424,0.3846153846153846,0.42731277533039647,0.037572254335260125,0.03076923076923077,0.24999999999999994,0.0,0.0,0.21787709497206706,0.3571428571428571
2018-12-21,0.34426229508196726,0.6529051987767582,0.0,0.0,0.319327731092437,0.030020703933747412,0.3846153846153846,0.4096916299559471,0.0346820809248555,0.046153846153846156,0.24264705882352938,0.0,0.0,0.21787709497206706,0.25091575091575086
2018-12-22,0.319672131147541,0.6070336391437308,0.0,0.0,0.2899159663865546,0.12215320910973085,0.3846153846153846,0.3612334801762115,0.028901734104046256,0.03076923076923077,0.22794117647058826,0.0,0.0,0.34636871508379885,0.36446886446886445
2018-12-23,0.35245901639344257,0.6406727828746177,0.0,0.0,0.36554621848739494,0.32919254658385094,0.3846153846153846,0.42731277533039647,0.02312138728323701,0.0,0.24632352941176466,0.0,0.0,0.35754189944134074,0.39926739926739924
2018-12-24,0.35655737704918034,0.6238532110091741,0.0,0.0,0.3025210084033613,0.0,0.3846153846153846,0.41850220264317173,0.02312138728323701,0.0,0.23529411764705882,0.0,0.0,0.26256983240223464,0.4047619047619047
