datetime,tempmax_x,tempmin_x,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,windspeed_x,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,river_discharge,tempmax_y,tempmin_y,apparent_temperature_mean,precipitation_sum,rain_sum,precipitation_hours,windspeed_y,et0_fao_evapotranspiration
2015-02-07,27.0,12.1,19.9,26.7,12.1,19.8,6.2,47.0,0.0,0.0,0.0,12.2,338.4,1016.2,69.3,4.5,158.7,13.6,6.0,0.41,25.4,13.7,19.0,0.0,0.0,0.0,9.4,3.77
2016-02-07,32.4,14.2,22.5,30.1,14.2,22.0,9.9,51.9,0.0,0.0,0.0,3.6,276.7,1014.7,3.1,4.0,192.0,16.6,7.0,0.42,27.3,14.7,22.1,0.0,0.0,0.0,8.3,3.71
2017-02-07,32.2,15.3,22.7,30.3,15.3,22.3,13.1,61.3,0.0,0.0,0.0,10.1,297.2,1011.9,6.4,3.7,208.4,18.0,8.0,0.47,29.1,16.3,23.3,0.0,0.0,0.0,10.7,4.14
2018-02-07,30.7,15.5,22.4,29.5,15.5,22.2,15.3,69.4,0.0,0.0,0.0,8.6,258.1,1011.7,41.1,4.0,213.2,18.3,8.0,0.56,29.4,16.6,25.0,0.0,0.0,0.0,8.0,4.03
2019-02-07,32.7,16.9,23.7,30.6,16.9,23.1,7.4,37.7,0.0,0.0,0.0,9.7,60.7,0.0,75.7,0.0,203.5,17.6,8.0,0.5,29.2,17.1,23.1,0.0,0.0,0.0,9.7,4.08
2015-03-07,31.9,14.0,22.8,29.8,14.0,22.2,8.2,44.5,0.0,0.0,0.0,15.1,320.9,0.0,0.0,0.0,276.2,24.0,9.0,0.41,28.2,15.9,23.9,0.0,0.0,0.0,8.6,4.61
2016-03-07,35.3,20.7,27.3,36.0,20.7,27.6,18.5,63.7,0.0,0.0,0.0,11.9,275.6,1011.2,10.7,5.6,248.4,21.5,9.0,1.23,32.8,22.0,30.5,0.0,0.0,0.0,9.8,4.93
2017-03-07,35.4,20.9,26.8,33.2,20.9,26.5,16.1,60.3,0.5,100.0,20.83,8.6,336.3,1009.5,3.9,5.3,253.1,21.8,9.0,1.16,29.5,22.2,29.2,0.5,0.5,1.0,8.5,3.7
2018-03-07,36.8,21.1,27.3,34.4,21.1,26.6,11.7,45.3,0.0,0.0,0.0,12.2,333.5,1011.2,2.0,6.5,264.5,22.7,9.0,0.53,31.8,19.1,25.7,0.0,0.0,0.0,10.4,5.41
2019-03-07,29.5,20.1,24.7,30.2,20.1,25.0,18.4,70.4,0.0,0.0,0.0,9.0,345.1,0.0,14.0,0.0,237.8,20.4,8.0,42.95,27.1,17.7,24.8,0.0,0.0,0.0,12.7,3.49
2015-04-07,34.2,20.6,27.8,38.6,20.6,29.9,23.0,77.9,16.1,100.0,95.83,10.1,206.3,1008.3,26.5,6.6,252.7,21.9,9.0,12.09,30.0,22.3,31.2,17.2,17.2,5.0,10.1,2.74
2016-04-07,40.8,25.4,31.7,44.3,25.4,35.5,23.1,67.0,0.0,0.0,0.0,18.7,186.2,1006.4,16.0,6.6,289.9,25.0,10.0,58.02,35.5,26.5,36.2,0.0,0.0,0.0,17.7,5.8
2017-04-07,36.1,24.7,29.7,41.7,24.7,33.0,24.3,76.1,1.1,100.0,33.33,13.7,195.6,1007.8,75.4,6.3,234.1,20.2,8.0,18.95,33.6,25.9,33.9,0.1,0.1,1.0,13.9,4.39
2018-04-07,32.8,24.1,27.6,38.0,24.1,29.2,23.0,77.9,8.4,100.0,100.0,8.3,182.1,1009.4,71.6,5.8,115.8,10.0,4.0,7.22,31.1,22.7,30.9,5.1,5.1,6.0,15.5,3.14
2019-04-07,33.6,23.5,27.2,34.6,23.5,27.8,21.1,72.7,19.8,100.0,37.5,16.2,182.9,0.0,43.8,0.0,202.9,17.5,8.0,38.54,31.1,22.4,30.5,4.5,4.5,5.0,14.5,4.18
2015-05-07,37.8,25.6,30.6,46.1,25.6,35.0,24.1,72.0,0.0,0.0,0.0,18.0,181.1,1006.0,39.2,7.0,262.9,22.7,9.0,100.39,33.8,26.1,33.9,9.9,9.9,4.0,19.8,4.59
2017-05-07,36.2,25.2,30.3,42.7,25.2,34.8,24.6,74.1,0.0,0.0,0.0,11.9,178.3,1008.4,29.7,6.9,263.1,22.7,8.0,97.17,35.2,26.6,35.9,0.1,0.1,1.0,14.6,5.19
2018-05-07,35.7,26.4,30.3,42.3,26.4,36.1,25.5,77.6,0.0,0.0,0.0,21.6,193.0,1005.6,37.2,6.1,242.6,21.0,7.0,170.0,33.1,27.2,34.3,0.0,0.0,0.0,22.4,4.68
2019-05-07,38.7,25.1,31.1,42.6,25.1,34.3,23.5,69.2,0.0,0.0,0.0,18.4,207.2,0.0,43.1,0.0,308.1,26.7,10.0,119.23,35.2,26.6,35.7,0.0,0.0,0.0,18.2,6.01
2015-06-07,35.4,27.7,31.1,47.2,32.8,38.1,25.5,73.6,0.0,0.0,0.0,18.7,193.9,1003.0,69.8,7.0,142.3,12.3,5.0,87.51,35.3,28.2,35.8,0.5,0.5,1.0,20.3,5.89
2017-06-07,36.1,26.3,30.9,46.7,26.3,37.7,25.9,76.5,0.8,100.0,33.33,10.8,185.5,1003.2,72.7,6.8,269.0,23.2,8.0,152.82,34.2,27.4,37.4,0.2,0.2,2.0,8.7,5.21
2018-06-07,35.1,26.7,30.1,45.4,26.7,37.0,26.3,81.7,7.6,100.0,100.0,9.0,179.4,1002.2,66.8,6.4,204.8,17.8,7.0,215.77,32.9,26.3,36.1,0.3,0.3,1.0,10.8,4.85
2019-06-07,30.7,26.4,28.0,41.8,26.4,32.6,26.1,89.6,6.3,100.0,100.0,14.0,140.8,1004.2,79.8,4.2,114.9,9.9,4.0,265.69,28.9,25.7,32.1,11.1,11.1,19.0,14.7,2.22
2015-07-07,37.3,26.8,29.7,50.0,30.8,37.4,26.8,85.6,29.7,100.0,100.0,9.7,141.6,998.1,93.0,6.6,152.1,13.0,6.0,340.19,31.7,26.4,34.8,4.4,4.4,13.0,13.1,3.83
2017-07-07,32.1,26.5,28.7,41.9,26.5,34.3,26.6,89.1,29.6,100.0,100.0,13.3,194.2,1001.1,85.6,4.0,279.3,24.0,9.0,298.23,31.3,26.2,33.9,12.7,12.7,17.0,11.4,2.8
2018-07-07,33.4,26.6,29.4,43.9,26.6,36.2,26.6,85.4,0.3,100.0,12.5,16.6,129.9,998.3,58.9,6.2,253.7,22.0,8.0,275.06,31.7,26.2,33.7,1.2,1.2,6.0,17.3,4.06
2019-07-07,32.3,26.5,29.1,41.4,26.5,35.2,26.5,86.5,31.9,100.0,100.0,29.9,211.9,995.8,86.0,4.5,254.8,21.9,8.0,185.64,31.4,26.6,33.5,7.9,7.9,13.0,18.5,2.93
2015-08-07,32.2,26.3,29.0,40.9,26.3,34.5,26.2,85.9,0.7,100.0,29.17,7.9,209.4,1001.7,82.8,6.5,221.3,19.1,8.0,542.25,31.8,26.4,35.0,0.9,0.9,4.0,9.9,3.73
2017-08-07,31.3,26.5,28.5,41.3,26.5,34.5,26.8,90.7,30.6,100.0,100.0,16.2,159.8,1003.5,72.6,5.8,253.0,22.0,8.0,345.74,29.6,26.1,32.6,5.3,5.3,9.0,18.4,2.2
2018-08-07,31.3,26.2,28.3,40.7,26.2,33.4,26.3,89.6,1.8,100.0,45.83,21.2,124.5,998.3,82.9,5.7,190.8,16.5,7.0,348.14,30.7,25.6,32.0,1.3,1.3,4.0,25.7,3.6
2019-08-07,31.4,26.4,28.5,40.2,26.4,34.3,26.5,89.4,40.2,100.0,100.0,33.5,133.2,992.7,80.1,4.7,214.8,18.7,7.0,183.08,29.2,26.0,30.9,9.4,9.4,18.0,31.6,2.32
2014-09-07,32.0,25.9,27.9,40.7,25.9,32.2,26.1,90.0,5.5,100.0,75.0,19.8,134.0,1003.6,86.7,6.5,129.6,11.2,4.0,229.67,30.5,25.2,32.0,4.2,4.2,12.0,18.4,3.32
2015-09-07,33.9,26.2,29.4,48.0,26.2,35.3,26.2,84.0,4.8,100.0,95.83,6.5,214.6,1005.9,68.8,6.9,193.1,16.6,6.0,388.05,32.4,26.8,35.8,0.3,0.3,2.0,10.9,3.25
2017-09-07,35.0,26.0,28.8,45.1,26.0,34.5,26.5,87.9,2.6,100.0,70.83,10.1,201.0,1006.0,74.4,6.8,131.9,11.5,4.0,300.3,32.5,26.7,35.7,1.3,1.3,3.0,12.4,4.28
2018-09-07,32.0,25.5,28.1,42.4,25.5,32.7,25.9,88.6,15.9,100.0,87.5,18.7,145.8,1004.1,56.9,6.0,229.7,20.0,8.0,217.27,30.2,25.3,32.0,0.7,0.7,3.0,21.7,3.49
2019-09-07,31.7,26.7,28.7,41.8,26.7,35.1,26.4,88.6,21.3,100.0,100.0,24.1,137.3,999.8,78.7,5.0,214.8,18.6,8.0,200.84,31.0,26.1,32.8,4.8,4.8,10.0,16.8,2.75
2014-10-07,34.4,24.8,28.4,44.0,24.8,32.0,25.0,83.0,5.0,100.0,62.5,7.2,245.2,1008.8,25.6,5.8,195.2,16.8,6.0,160.06,31.9,24.4,34.3,3.4,3.4,9.0,7.9,4.01
2015-10-07,33.7,25.9,28.0,41.8,25.9,32.0,25.7,87.9,12.6,100.0,100.0,10.8,97.3,1007.5,73.0,6.2,101.4,8.8,3.0,263.24,29.8,24.9,31.6,5.5,5.5,11.0,14.5,2.24
2017-10-07,29.9,25.5,27.4,36.2,25.5,30.8,25.6,89.8,11.1,100.0,100.0,7.9,169.2,1007.2,80.5,6.1,138.0,11.9,5.0,289.4,29.8,24.7,31.4,11.3,11.3,16.0,16.1,2.21
2018-10-07,35.3,24.5,28.9,41.1,24.5,31.6,22.8,71.0,0.0,0.0,0.0,6.5,334.8,1009.7,25.3,6.2,250.1,21.6,9.0,141.89,31.9,25.3,33.8,0.2,0.2,1.0,5.8,4.14
2019-10-07,31.2,24.9,27.1,38.0,24.9,29.5,24.8,87.6,5.7,100.0,83.33,11.2,187.6,1010.1,68.9,3.9,150.8,13.1,6.0,189.11,30.6,24.7,32.5,10.9,10.9,11.0,9.5,2.94
2014-11-07,32.8,19.0,25.4,36.0,19.0,26.3,20.2,74.9,0.0,0.0,0.0,9.4,348.4,1009.7,70.5,5.7,220.8,19.2,8.0,91.47,30.8,22.0,29.4,0.0,0.0,0.0,10.2,3.87
2015-11-07,31.8,20.0,25.0,34.0,20.0,25.7,19.9,75.2,0.0,0.0,0.0,7.9,4.1,1013.2,0.1,4.9,205.1,17.9,8.0,150.01,29.6,19.8,27.8,0.0,0.0,0.0,8.2,3.62
2017-11-07,31.5,19.2,24.2,33.1,19.2,24.9,21.0,83.9,0.0,0.0,0.0,10.1,356.0,1012.1,1.0,5.8,225.3,19.5,8.0,217.78,30.3,20.0,27.1,0.0,0.0,0.0,10.5,3.92
2018-11-07,29.9,23.5,26.0,32.8,23.5,27.0,21.8,78.3,1.7,100.0,66.67,5.8,31.9,1013.7,33.4,5.0,168.8,14.5,6.0,98.77,28.8,21.5,29.5,0.0,0.0,0.0,6.9,2.58
2019-11-07,29.7,18.2,23.9,33.7,18.2,24.4,19.4,77.1,0.0,0.0,0.0,11.2,10.5,1009.0,63.0,4.6,186.3,16.1,7.0,141.56,29.4,19.8,27.9,0.2,0.2,1.0,12.1,3.88
2014-12-07,27.8,13.9,19.8,27.1,13.9,19.7,14.2,73.3,0.0,0.0,0.0,9.7,333.7,1013.1,0.0,4.4,161.9,14.0,6.0,72.96,26.0,17.1,22.8,0.0,0.0,0.0,8.7,2.7
2015-12-07,28.0,18.4,22.9,29.7,18.4,23.0,18.1,76.5,0.0,0.0,0.0,7.9,294.1,1014.4,10.7,4.8,140.8,12.1,6.0,81.04,26.2,18.1,25.1,0.3,0.3,3.0,6.5,2.36
2017-12-07,26.9,14.8,20.9,27.3,14.8,20.9,17.2,81.0,0.0,0.0,0.0,8.6,351.3,1011.8,70.0,4.6,156.0,13.5,6.0,118.67,26.4,15.7,23.0,0.0,0.0,0.0,10.2,2.9
2018-12-07,28.1,13.4,19.6,27.1,13.4,19.5,12.1,66.9,0.0,0.0,0.0,12.2,334.5,1012.8,10.6,4.6,171.4,14.7,7.0,78.98,26.7,15.3,21.2,0.0,0.0,0.0,10.2,3.52
2019-12-07,29.2,17.2,22.6,29.3,17.2,22.7,17.6,75.2,0.0,0.0,0.0,6.5,27.4,1016.7,33.3,5.4,189.6,16.4,7.0,101.57,27.8,17.8,24.2,0.0,0.0,0.0,8.3,3.21
2015-01-08,25.7,11.9,17.6,25.7,11.9,17.6,11.3,70.0,0.0,0.0,0.0,12.6,309.7,1014.1,0.0,3.6,159.3,13.7,6.0,28.72,23.4,12.5,17.4,0.0,0.0,0.0,13.5,2.94
2016-01-08,28.3,14.4,20.6,27.8,14.4,20.4,12.7,64.7,0.0,0.0,0.0,8.6,255.5,1015.5,61.4,3.3,150.8,12.9,6.0,25.36,26.3,15.3,22.6,0.0,0.0,0.0,10.7,2.92
2017-01-08,27.2,12.2,18.8,26.5,12.2,18.7,10.8,64.0,0.0,0.0,0.0,12.2,2.0,1012.0,0.0,4.4,189.4,16.3,7.0,26.93,25.8,13.1,19.6,0.0,0.0,0.0,12.6,3.38
2018-01-08,21.2,8.1,13.5,21.2,6.8,13.2,6.3,64.0,0.0,0.0,0.0,12.2,354.8,0.0,12.7,0.0,175.2,15.2,7.0,36.33,21.1,9.8,13.9,0.0,0.0,0.0,16.2,3.14
2019-01-08,28.5,12.1,19.1,27.3,12.1,18.9,10.5,62.6,0.0,0.0,0.0,12.2,327.0,1013.6,0.0,4.4,184.1,15.8,7.0,29.06,25.9,12.6,18.2,0.0,0.0,0.0,13.9,3.54
2015-02-08,28.1,13.7,20.7,27.0,13.7,20.6,6.5,45.8,0.0,0.0,0.0,9.0,304.0,1015.7,58.9,3.8,136.1,11.6,5.0,0.37,27.1,13.9,21.3,0.0,0.0,0.0,9.0,3.91
2016-02-08,31.7,15.7,23.1,30.0,15.7,22.8,13.7,60.5,0.3,100.0,8.33,10.1,223.3,1013.8,3.2,4.0,188.7,16.2,7.0,0.42,27.9,15.7,24.1,0.7,0.7,4.0,13.1,3.84
2017-02-08,32.0,14.2,22.0,29.8,14.2,21.6,9.5,51.7,0.0,0.0,0.0,11.5,340.0,1013.2,0.0,5.0,235.7,20.4,8.0,0.47,28.1,14.5,20.5,0.0,0.0,0.0,12.2,4.41
2018-02-08,30.4,18.0,22.8,28.8,18.0,22.5,13.5,60.9,0.0,0.0,0.0,10.1,280.7,1011.7,56.3,4.9,180.0,15.4,7.0,0.59,28.2,19.1,24.1,0.0,0.0,0.0,9.5,3.2
2019-02-08,33.1,16.8,24.3,31.1,16.8,23.8,12.5,55.2,0.0,0.0,0.0,8.3,232.4,0.0,69.5,0.0,189.8,16.4,7.0,0.5,29.9,17.9,24.7,0.0,0.0,0.0,14.8,4.08
2015-03-08,33.2,15.2,24.2,31.1,15.2,23.6,10.2,45.8,0.0,0.0,0.0,13.3,329.2,0.0,0.0,0.0,274.2,23.6,9.0,0.37,29.7,16.4,24.0,0.0,0.0,0.0,11.4,5.1
2016-03-08,35.7,20.9,27.2,35.0,20.9,27.4,18.9,65.9,0.0,0.0,0.0,12.6,264.1,1009.9,8.0,5.0,245.6,21.4,9.0,0.58,32.9,23.4,31.3,0.0,0.0,0.0,12.2,4.91
2017-03-08,34.0,21.4,25.6,32.2,21.4,25.4,18.0,69.3,9.1,100.0,50.0,13.7,234.5,1009.3,51.3,5.0,196.2,17.0,7.0,1.94,27.6,20.0,27.0,9.5,9.5,11.0,11.1,2.14
2018-03-08,36.0,17.0,25.6,33.2,17.0,24.9,8.0,40.8,0.0,0.0,0.0,14.0,355.1,1012.3,1.3,5.0,288.3,25.0,10.0,0.53,31.5,18.1,24.7,0.0,0.0,0.0,11.9,5.87
2019-03-08,29.2,16.8,22.9,28.3,16.8,22.7,13.5,58.3,0.0,0.0,0.0,10.8,297.2,0.0,0.0,0.0,259.2,22.2,9.0,39.27,28.0,17.3,23.9,0.0,0.0,0.0,9.0,4.5
2015-04-08,33.8,21.9,27.4,36.7,21.9,29.0,22.4,76.8,4.8,100.0,50.0,8.3,238.3,1010.2,23.1,6.7,263.9,22.7,9.0,23.83,30.4,23.9,32.4,0.0,0.0,0.0,8.2,3.84
2016-04-08,39.7,26.0,31.3,43.5,26.0,35.2,23.3,67.8,0.0,0.0,0.0,17.6,188.4,1007.6,21.8,6.2,251.2,21.6,9.0,56.28,35.1,26.4,35.6,0.5,0.5,2.0,14.2,5.12
2017-04-08,36.9,25.2,30.0,41.6,25.2,33.8,24.1,74.1,0.0,0.0,0.0,15.1,200.9,1007.3,45.8,6.0,239.3,20.5,8.0,18.19,33.6,26.0,34.4,0.1,0.1,1.0,15.5,3.53
2018-04-08,32.6,22.1,26.5,35.5,22.1,27.3,21.9,78.5,10.3,100.0,66.67,8.6,204.1,1011.4,64.9,6.0,146.0,12.6,7.0,11.71,32.3,22.8,31.4,0.2,0.2,1.0,10.9,4.36
2019-04-08,34.6,23.3,28.3,37.0,23.3,29.4,21.6,71.1,0.0,0.0,0.0,21.2,203.0,1003.3,14.9,2.0,239.4,20.6,8.0,46.42,31.3,23.1,31.2,17.0,17.0,10.0,15.6,4.17
2015-05-08,37.9,25.1,30.4,44.0,25.1,33.8,23.4,70.2,0.0,0.0,0.0,12.6,168.8,1006.1,19.2,6.2,283.4,24.6,9.0,102.28,33.1,26.0,34.2,0.0,0.0,0.0,17.6,5.0
2017-05-08,35.8,25.6,30.1,43.1,25.6,34.4,24.4,73.9,0.0,0.0,0.0,13.3,177.1,1008.1,56.3,6.6,214.1,18.3,7.0,97.86,34.8,26.9,35.2,0.0,0.0,0.0,16.2,5.46
2018-05-08,37.5,26.6,31.1,46.3,26.6,37.4,25.2,73.2,0.0,0.0,0.0,20.5,201.3,1004.1,34.3,5.8,281.8,24.3,9.0,158.22,33.2,27.3,34.4,0.0,0.0,0.0,22.1,4.49
2019-05-08,39.5,25.6,31.5,44.3,25.6,35.6,24.3,71.0,1.9,100.0,29.17,16.9,207.0,0.0,27.0,0.0,296.9,25.7,9.0,111.2,36.1,26.7,36.4,0.0,0.0,0.0,17.3,6.23
2015-06-08,37.5,27.9,31.7,49.8,33.4,39.1,25.7,72.3,0.0,0.0,0.0,19.8,197.6,1002.6,70.9,7.0,163.8,14.1,5.0,85.5,36.3,28.3,36.6,0.0,0.0,0.0,19.6,6.27
2017-06-08,35.5,27.2,29.9,49.5,31.7,37.5,26.6,83.2,1.1,100.0,45.83,13.6,165.0,1002.1,82.7,6.1,161.9,14.0,6.0,143.88,33.5,27.0,36.1,8.4,8.4,12.0,10.3,4.52
2018-06-08,35.5,27.3,29.7,47.4,32.1,37.6,26.9,85.4,4.5,100.0,66.67,9.7,106.8,998.8,79.3,6.1,117.0,10.1,3.0,208.89,32.1,26.4,35.3,10.4,10.4,16.0,11.6,4.18
2019-06-08,33.8,25.9,28.6,44.9,25.9,33.5,25.9,86.1,6.7,100.0,100.0,13.7,139.6,1003.5,71.7,5.1,167.7,14.4,5.0,249.61,28.3,25.9,32.7,7.6,7.6,16.0,14.0,1.66
2015-07-08,30.6,26.0,27.7,39.8,26.0,32.3,26.6,94.2,41.6,100.0,100.0,11.9,246.7,998.2,94.2,5.9,125.7,10.7,5.0,341.77,29.0,26.4,32.7,39.2,39.2,24.0,15.9,1.36
2017-07-08,31.7,26.2,28.4,41.3,26.2,33.7,26.5,89.6,6.2,100.0,87.5,19.8,173.5,1001.7,66.8,4.0,209.1,18.1,7.0,292.76,31.2,26.2,33.6,1.0,1.0,4.0,16.9,3.65
2018-07-08,32.6,27.0,29.0,43.3,31.3,36.0,26.7,87.7,2.7,100.0,100.0,19.4,158.9,998.0,75.2,5.6,226.8,19.5,8.0,262.63,31.3,26.7,33.2,2.1,2.1,5.0,21.4,4.1
2019-07-08,31.9,27.3,29.0,43.8,32.1,36.7,27.1,89.6,42.1,100.0,100.0,23.4,199.4,998.8,88.0,4.3,197.0,17.0,6.0,196.7,30.8,26.5,33.4,31.1,31.1,15.0,22.4,2.91
2015-08-08,33.2,25.7,29.4,41.4,25.7,35.1,25.9,82.8,0.0,0.0,0.0,9.4,172.7,1002.0,76.8,6.9,279.6,24.2,9.0,531.11,31.7,26.3,34.5,0.1,0.1,1.0,9.0,4.18
2017-08-08,33.9,26.5,29.0,45.1,26.5,35.7,26.9,88.6,19.7,100.0,100.0,17.3,172.8,1003.7,72.1,6.5,211.0,18.2,7.0,336.29,30.8,26.0,33.2,3.4,3.4,13.0,15.8,3.72
2018-08-08,33.4,25.9,28.7,42.8,25.9,33.7,26.1,86.4,4.3,100.0,91.67,16.9,141.3,1000.7,70.2,6.0,260.5,22.4,8.0,334.74,31.3,25.7,33.0,1.0,1.0,3.0,18.1,4.15
2019-08-08,30.3,26.3,27.8,39.9,26.3,32.4,26.4,92.5,38.8,100.0,100.0,22.3,160.8,995.9,62.2,3.9,224.2,19.2,7.0,187.36,29.3,25.6,31.8,19.7,19.7,19.0,20.9,1.79
2014-09-08,30.6,25.8,27.8,37.5,25.8,31.6,25.8,89.4,8.5,100.0,79.17,15.8,168.1,1004.8,77.8,6.3,191.8,16.6,6.0,225.99,30.6,25.1,32.6,2.5,2.5,6.0,15.7,3.66
2015-09-08,35.6,25.7,29.7,44.3,25.7,35.5,25.7,80.4,2.4,100.0,50.0,7.0,235.5,1005.3,73.3,6.5,229.5,19.7,8.0,375.7,33.2,26.9,36.0,0.6,0.6,3.0,9.0,4.3
2017-09-08,33.2,25.8,28.8,42.7,25.8,34.7,26.4,87.7,8.7,100.0,91.67,11.2,200.5,1006.5,77.2,6.2,212.9,18.3,8.0,292.09,32.1,26.5,34.1,3.8,3.8,10.0,14.2,3.47
2018-09-08,33.6,25.2,28.5,43.0,25.2,33.5,25.9,86.4,2.5,100.0,75.0,13.0,168.6,1006.0,64.7,6.0,276.5,23.8,9.0,213.29,31.4,25.7,33.7,0.4,0.4,3.0,12.4,4.29
2019-09-08,31.3,26.2,28.3,41.9,26.2,34.4,26.8,91.5,33.5,100.0,100.0,19.1,161.5,1001.6,71.6,4.2,239.2,20.8,8.0,198.53,30.3,25.7,33.1,10.0,10.0,16.0,16.7,3.04
2014-10-08,34.1,24.5,28.7,42.1,24.5,32.5,24.7,80.2,4.7,100.0,50.0,6.8,279.8,1008.7,11.5,6.0,231.6,20.1,8.0,156.4,31.7,24.3,34.9,0.4,0.4,1.0,5.7,3.91
2015-10-08,28.8,25.4,27.0,36.2,25.4,29.6,25.9,93.9,18.7,100.0,100.0,15.5,34.4,1005.6,82.8,6.4,75.7,6.6,3.0,265.07,26.0,23.9,29.1,30.6,30.6,13.0,15.9,0.75
2017-10-08,29.5,25.0,26.8,35.3,25.0,28.9,25.0,90.1,58.5,100.0,100.0,18.2,120.7,1005.1,79.8,6.1,158.5,13.6,6.0,292.09,26.6,24.7,29.3,26.8,26.8,24.0,25.6,1.33
2018-10-08,34.5,25.3,28.6,42.5,25.3,30.9,22.8,72.2,0.0,0.0,0.0,7.6,194.4,1010.0,57.5,5.9,238.6,20.5,8.0,138.64,32.6,24.5,33.4,0.0,0.0,0.0,10.8,4.38
2019-10-08,32.6,24.9,27.4,40.1,24.9,30.0,24.8,86.2,11.1,100.0,100.0,11.2,162.8,1010.8,67.0,4.5,173.2,14.9,6.0,193.09,30.3,24.4,32.4,2.9,2.9,10.0,11.2,2.86
2014-11-08,32.8,20.0,26.7,38.2,20.0,28.3,21.6,75.6,0.0,0.0,0.0,10.8,35.7,1011.5,63.7,5.8,212.0,18.4,8.0,89.78,30.2,23.5,30.4,1.3,1.3,6.0,11.8,2.84
2015-11-08,30.6,19.3,24.5,31.2,19.3,24.9,19.0,72.8,0.0,0.0,0.0,10.8,357.3,1014.3,2.1,4.3,202.5,17.6,7.0,145.55,29.6,18.3,25.9,0.0,0.0,0.0,12.3,3.91
2017-11-08,31.2,19.4,24.5,33.9,19.4,25.3,21.2,83.1,0.0,0.0,0.0,10.4,337.4,1012.1,3.5,5.6,216.5,18.8,8.0,212.8,29.9,19.8,27.2,0.0,0.0,0.0,9.0,3.76
2018-11-08,31.0,20.3,24.8,32.5,20.3,25.2,20.1,77.3,0.0,0.0,0.0,8.3,6.4,1013.0,17.8,5.3,187.1,16.2,7.0,97.17,28.6,20.7,28.1,0.0,0.0,0.0,6.6,3.15
2019-11-08,26.9,20.3,23.3,29.0,20.3,23.4,21.7,91.2,13.0,100.0,87.5,13.7,55.0,1010.4,88.2,2.4,75.4,6.5,3.0,141.23,27.1,23.3,28.3,25.5,25.5,20.0,18.9,1.38
2014-12-08,27.9,12.4,19.1,26.9,12.4,19.0,12.6,70.8,0.0,0.0,0.0,9.0,325.9,1013.7,1.7,4.5,176.5,15.4,7.0,72.79,25.2,15.4,20.9,0.0,0.0,0.0,12.5,3.06
2015-12-08,28.7,18.0,22.7,28.5,18.0,22.7,17.0,72.5,0.0,0.0,0.0,8.6,337.6,1014.7,19.1,4.7,163.3,14.2,6.0,80.28,26.9,17.5,23.5,0.0,0.0,0.0,9.8,2.78
2017-12-08,23.7,18.3,20.5,23.7,18.3,20.5,18.9,91.0,12.4,100.0,58.33,8.3,28.3,1013.1,94.9,5.0,49.7,4.3,2.0,119.23,22.4,18.4,21.6,31.2,31.2,22.0,13.0,0.9
2018-12-08,27.1,12.6,18.6,26.5,12.6,18.6,10.6,64.6,0.0,0.0,0.0,12.6,339.8,1014.1,0.0,4.0,163.5,14.2,6.0,78.8,25.9,15.8,19.7,0.0,0.0,0.0,11.5,3.65
2019-12-08,28.8,19.2,23.0,29.1,19.2,23.1,18.3,76.5,0.0,0.0,0.0,6.5,280.3,1016.5,38.5,5.4,158.2,13.6,7.0,99.69,27.2,19.5,25.4,0.0,0.0,0.0,5.4,2.63
2015-01-09,25.5,11.3,17.4,25.5,11.3,17.4,11.3,70.5,0.0,0.0,0.0,13.0,318.1,1014.5,5.1,4.0,165.5,14.2,7.0,23.55,22.8,11.9,16.9,0.0,0.0,0.0,14.3,2.8
2016-01-09,29.8,15.3,21.7,29.3,15.3,21.6,14.6,69.5,0.0,0.0,0.0,11.5,253.9,1012.9,41.4,4.0,171.4,14.8,7.0,20.13,27.1,17.4,23.5,0.3,0.3,1.0,8.4,2.92
2017-01-09,27.4,13.3,19.4,27.0,13.3,19.4,12.4,67.1,0.0,0.0,0.0,10.4,4.1,1011.7,0.0,4.5,182.6,15.8,7.0,21.7,26.5,13.2,20.0,0.0,0.0,0.0,10.5,3.41
2018-01-09,20.8,6.6,13.1,20.8,4.7,12.7,6.5,66.4,0.0,0.0,0.0,11.5,347.4,0.0,56.2,0.0,178.3,15.4,7.0,31.14,21.8,10.1,14.6,0.0,0.0,0.0,12.7,3.12
2019-01-09,27.9,13.1,19.0,26.9,13.1,18.9,11.1,64.7,0.0,0.0,0.0,9.4,330.5,1015.2,0.0,4.5,171.4,14.7,7.0,24.0,25.9,13.1,19.1,0.0,0.0,0.0,9.7,3.31
2015-02-09,29.9,15.1,21.5,28.3,15.1,21.3,11.1,55.4,0.0,0.0,0.0,12.2,333.9,1016.6,46.6,4.4,160.2,13.7,7.0,0.37,28.1,15.9,22.1,0.0,0.0,0.0,12.9,4.15
2016-02-09,30.9,19.6,24.0,31.0,19.6,24.0,17.8,71.6,2.5,100.0,37.5,12.2,209.7,1012.9,27.4,4.7,182.7,15.7,7.0,0.44,27.3,17.6,24.9,1.6,1.6,8.0,9.2,3.09
2017-02-09,32.5,13.4,22.0,30.1,13.4,21.4,7.3,46.6,0.0,0.0,0.0,10.8,302.2,1013.0,0.0,4.5,236.7,20.4,8.0,0.47,28.1,14.0,22.0,0.0,0.0,0.0,10.3,4.09
