Date,LST_Day_1km_Dhaka,LST_Night_1km_Dhaka,LST_Day_1km_Rajshahi,LST_Night_1km_Rajshahi,LST_Day_1km_Chattogram,LST_Night_1km_Chattogram,LST_Day_1km_Sylhet,LST_Night_1km_Sylhet,LST_Day_1km_Khulna,LST_Night_1km_Khulna,LST_Day_1km_Barishal,LST_Night_1km_Barishal,LST_Day_1km_Rangpur,LST_Night_1km_Rangpur,LST_Day_1km_Mymensingh,LST_Night_1km_Mymensingh,LST_Day_1km_Bagerhat,LST_Night_1km_Bagerhat,LST_Day_1km_Bandarban,LST_Night_1km_Bandarban,LST_Day_1km_Barguna,LST_Night_1km_Barguna,LST_Day_1km_Bhola,LST_Night_1km_Bhola,LST_Day_1km_Bogura,LST_Night_1km_Bogura,LST_Day_1km_Brahmanbaria,LST_Night_1km_Brahmanbaria,LST_Day_1km_Chapainababganj,LST_Night_1km_Chapainababganj,LST_Day_1km_Chuadanga,LST_Night_1km_Chuadanga,LST_Day_1km_Cumilla,LST_Night_1km_Cumilla,LST_Day_1km_Dinajpur,LST_Night_1km_Dinajpur,LST_Day_1km_Faridpur,LST_Night_1km_Faridpur,LST_Day_1km_Gazipur,LST_Night_1km_Gazipur,LST_Day_1km_Gopalganj,LST_Night_1km_Gopalganj,LST_Day_1km_Habiganj,LST_Night_1km_Habiganj,LST_Day_1km_Jamalpur,LST_Night_1km_Jamalpur,LST_Day_1km_Jashore,LST_Night_1km_Jashore,LST_Day_1km_Jhalokati,LST_Night_1km_Jhalokati,LST_Day_1km_Jhenaidah,LST_Night_1km_Jhenaidah,LST_Day_1km_Khagrachhari,LST_Night_1km_Khagrachhari,LST_Day_1km_Kishoreganj,LST_Night_1km_Kishoreganj,LST_Day_1km_Kurigram,LST_Night_1km_Kurigram,LST_Day_1km_Kushtia,LST_Night_1km_Kushtia,LST_Day_1km_Lakshmipur,LST_Night_1km_Lakshmipur,LST_Day_1km_Lalmonirhat,LST_Night_1km_Lalmonirhat,LST_Day_1km_Madaripur,LST_Night_1km_Madaripur,LST_Day_1km_Magura,LST_Night_1km_Magura,LST_Day_1km_Manikganj,LST_Night_1km_Manikganj,LST_Day_1km_Meherpur,LST_Night_1km_Meherpur,LST_Day_1km_Moulvibazar,LST_Night_1km_Moulvibazar,LST_Day_1km_Munshiganj,LST_Night_1km_Munshiganj,LST_Day_1km_Naogaon,LST_Night_1km_Naogaon,LST_Day_1km_Narail,LST_Night_1km_Narail,LST_Day_1km_Narayanganj,LST_Night_1km_Narayanganj,LST_Day_1km_Narsingdi,LST_Night_1km_Narsingdi,LST_Day_1km_Natore,LST_Night_1km_Natore,LST_Day_1km_Netrakona,LST_Night_1km_Netrakona,LST_Day_1km_Nilphamari,LST_Night_1km_Nilphamari,LST_Day_1km_Noakhali,LST_Night_1km_Noakhali,LST_Day_1km_Pabna,LST_Night_1km_Pabna,LST_Day_1km_Panchagarh,LST_Night_1km_Panchagarh,LST_Day_1km_Patuakhali,LST_Night_1km_Patuakhali,LST_Day_1km_Pirojpur,LST_Night_1km_Pirojpur,LST_Day_1km_Rajbari,LST_Night_1km_Rajbari,LST_Day_1km_Rangamati,LST_Night_1km_Rangamati,LST_Day_1km_Satkhira,LST_Night_1km_Satkhira,LST_Day_1km_Sherpur,LST_Night_1km_Sherpur,LST_Day_1km_Sirajganj,LST_Night_1km_Sirajganj,LST_Day_1km_Sunamgan,LST_Night_1km_Sunamgan,LST_Day_1km_Tangail,LST_Night_1km_Tangail,LST_Day_1km_Thakurgaon,LST_Night_1km_Thakurgaon
"Apr 6, 2012",26.208,19.02,26.658,19.489,27.462,18.356,24.949,18.2,28.281,22.571,25.658,21.221,24.782,18.622,23.025,18.578,27.273,22.137,29.242,17.904,29.175,22.328,26.413,21.693,23.983,19.07,25.07,18.97,27.094,19.592,29.576,19.982,26.018,19.499,24.167,18.978,26.033,20.046,25.917,18.426,25.917,18.426,23.939,18.281,24.292,18.779,27.413,20.759,27.684,21.864,28.549,20.569,26.974,17.401,22.91,18.272,24.901,19.247,28.531,19.758,25.742,20.245,25.602,18.354,25.083,20.049,27.573,20.327,25.166,19.006,29.373,19.994,23.724,18.198,25.781,19.598,25.555,19.394,27.899,20.627,26.282,19.56,24.953,19.029,26.271,19.234,22.316,18.003,25.822,17.909,26.988,19.363,27.142,19.249,27.602,19.234,28.526,21.999,26.867,21.919,27.087,19.908,26.793,17.284,28.205,23.042,22.525,19,25.04,19.097,22.928,17.645,25.196,18.576,25.109,20.407
"Apr 14, 2012",30.41,22.264,31.682,24.008,29.801,23.898,27.397,24.167,30.676,24.19,28.712,25.074,27.258,22.257,27.041,22.785,29.972,24.732,31.566,22.878,30.56,24.206,27.537,24.905,28.708,22.626,28.837,23.11,31.514,23.68,33.879,24.907,29.552,23.214,28.407,21.697,33.478,23.806,29.551,22.424,29.551,22.424,28.597,23.873,28.062,22.093,31.637,24.89,29.334,25.156,32.992,24.697,31.372,22.332,27.437,22.853,26.819,22.35,34.086,24.824,28.271,24.518,26.896,22.154,30.705,24.342,33.474,24.608,30.563,22.711,34.172,25.069,28.323,24.767,29.686,22.648,29.81,22.83,32.632,24.742,29.702,22.299,28.025,22.783,33.249,23.833,26.319,22.454,26.998,21.429,29.334,24.165,33.434,24.1,27.901,21.279,29.518,24.75,29.73,25.061,34.007,24.098,30.394,22.794,30.604,24.745,26.647,22.08,29.777,22.831,26.516,22.495,28.897,22.825,28.79,21.365
"Apr 22, 2012",31.467,24.41,33.984,24.409,29.902,24.248,24.87,22.414,31.633,24.504,31.022,24.709,29.984,22.803,29.206,24.045,31.785,24.809,33.082,23.022,32.637,24.965,28.956,24.636,29.502,23.89,29.08,24.2,35.044,23.499,35.158,24.235,29.877,24.466,30.353,22.253,35.847,25.314,30.868,24.572,30.868,24.572,28.484,24.294,28.731,23.291,33.442,25.021,31.318,24.668,34.567,25.107,30.261,23.338,28.477,24.475,29.295,22.691,36.049,25.045,29.436,24.671,29.492,22.155,33.206,24.536,35.339,25.226,32.646,24.36,35.294,24.211,27.012,23.997,30.258,24.272,32.115,23.28,35.686,25.964,29.802,24.574,29.324,24.381,34.992,24.92,27.309,23.785,29.359,21.99,30.065,24.808,35.593,24.621,30.064,22.324,31.308,24.646,32.123,24.734,35.784,24.574,29.876,23.332,31.74,24.534,27.766,23.117,30.806,24.236,26.41,22.954,30.779,24.091,31.864,21.905
"Apr 30, 2012",30.523,23.14,32.424,22.521,30.301,23.576,29.877,24.619,30.477,24.604,30.002,24.746,29.926,21.016,30.106,22.748,30.214,25.005,30.477,21.783,30.575,25.564,28.98,25.054,29.454,22.138,30.196,24.153,32.909,22.454,31.374,23.34,30.112,24.365,29.485,21.277,30.051,23.784,31.468,23.795,31.468,23.795,31.315,24.524,30.916,21.642,31.384,23.677,29.871,25.604,30.412,23.742,30.214,22.509,29.364,24.425,29.645,21.412,32.747,23.264,29.788,24.774,29.559,21.11,30.094,24.066,30.659,23.882,29.461,23.033,32.561,23.281,31.024,24.368,30.281,23.82,31.73,22.117,31.084,24.508,30.968,23.522,29.931,23.479,32.715,22.646,29.543,23.595,29.006,20.635,30.413,24.389,31.851,23.37,30.012,21.293,30.117,24.747,30.485,25.439,30.555,23.908,29.09,22.392,30.583,24.876,30.878,21.788,29.564,22.351,30.124,24.788,29.448,22.226,30.559,22.032
"May 8, 2012",32.412,25.26,34.471,25.724,30.683,24.049,31.134,25.639,30.445,25.065,29.722,24.917,29.466,24.787,31.081,25.542,30.085,24.769,28.94,22.207,31.364,24.614,29.314,25.056,31.289,25.439,31.297,24.941,35.651,25.131,35.035,25.021,31.938,25.728,29.858,24.815,30.991,24.191,32.065,25.489,32.065,25.489,30.582,25.6,30.55,25.191,33.668,25.111,29.862,24.82,33.97,24.83,29.909,22.852,29.963,25.428,30.557,25.329,34.612,25.683,30.729,25.086,29.498,23.929,30.745,23.932,32.734,25.116,30.968,25.089,35.47,26.946,31.014,25.902,30.467,24.48,33.915,25.006,31.582,24.838,31.095,25.744,31.602,24.687,33.893,25.499,30.423,25.637,29.053,23.476,31.831,24.877,32.8,25.659,31.498,24.6,30.566,24.873,30.314,24.511,31.738,25.411,28.587,22.734,31.125,25.295,31.195,25.743,31.467,25.416,30.044,25.824,31.918,25.288,30.826,24.362
"May 16, 2012",31.279,23.142,33.097,26.718,27.233,22.867,26.218,24.595,29.974,22.921,28.808,23.465,28.076,21.621,27.207,21.765,28.963,23.027,27.788,21.047,29.906,23.132,27.438,24.037,28.36,25.526,27.432,23.067,34.74,26.831,33.058,23.281,30.654,22.716,28.262,21.973,29.366,23.592,31.451,22.253,31.451,22.253,25.419,23.977,27.365,22.409,33.406,23.282,29.038,24.005,32.711,23.406,27.401,21.426,26.012,22.027,27.9,23.231,32.502,23.997,29.614,23.153,27.932,22.142,29.7,23.222,32.075,23.034,29.312,23.091,33.937,23.826,25.863,24.731,29.623,23.546,32.099,26.042,32.229,23.39,28.937,23.08,29.427,21.673,31.915,25.732,26.302,21.224,27.811,21.462,28.536,23.353,31.117,24.141,28.179,21.928,28.293,23.941,28.808,23.03,29.92,23.543,26.969,21.761,30.489,23.047,27.697,22.091,29.136,24.377,26.209,23.789,29.337,23.708,27.787,22.428
"May 24, 2012",31.35,24.761,35.78,26.243,29.801,24.478,29.637,23.856,30.274,24.569,30.301,24.789,29.039,25.052,29.021,23.219,29.789,24.62,28.665,23.263,31.226,24.978,28.57,24.418,30.891,23.347,30.368,23.086,36.825,26.975,34.71,23.642,31.731,23.797,30.325,25.368,29.574,24.179,30.2,24.452,30.2,24.452,28.95,21.948,29.435,23.274,32.744,24.595,29.736,25.059,33.981,24.178,30.319,24.128,26.67,22.74,29.49,23.65,34.687,24.07,30.306,24.635,29.497,24.427,30.486,24.081,32.426,24.357,29.792,23.828,34.828,23.985,27.13,23.091,30.682,24.177,35.676,24.587,31.255,24.341,30.817,24.967,30.316,24.26,34.41,22.995,26.436,22.278,29.713,25.533,30.118,24.635,33.641,24.663,29.936,25.382,30.729,24.424,30.254,24.952,30.832,24.329,28.73,23.932,30.387,24.485,29.899,23.642,31.113,23.665,26.619,22.713,29.332,23.854,31.75,25.661
"Jun 1, 2012",26.528,23.29,33.817,,28.363,22.264,,24.107,31.798,22.88,28.154,22.163,25.19,21.332,23.444,23.125,30.776,21.984,29.437,20.745,29.764,22.451,26.359,22.567,27.452,,23.055,23.866,36.568,25.185,35.74,22.096,26.89,22.91,27.194,21.686,28.651,21.942,,,,,19.541,23.417,26.634,22.28,34.684,22.087,29.158,22.421,35.077,21.75,27.418,21.673,21.697,23.962,23.158,20.791,31.635,22.564,24.785,22.851,25.032,20.148,25.288,22.913,32.965,21.969,27.446,22.278,35.217,23.494,,23.61,25.562,23.9,34.743,,33.59,23.264,22.389,23.779,27.027,23.765,32.958,,21.869,23.505,24.605,20.209,27.918,22.454,31.66,22.445,,16.739,27.922,22.236,29.646,21.709,29.909,22.892,27.84,21.679,32.326,22.584,24.42,21.447,27.994,,20.84,23.981,25.849,,28.291,21.982
"Jun 9, 2012",31.863,24.47,31.271,24.125,27.516,22.741,28.099,22.908,30.875,24.167,29.038,23.435,27.466,22.821,28.918,24.332,29.226,23.592,27.321,22.469,29.935,23.645,28.484,23.631,30.375,24.496,29.374,23.306,32.722,23.876,33.802,23.332,30.882,23.619,29.377,23.148,29.823,23.853,30.138,22.643,30.138,22.643,29.091,22.806,28.335,23.781,33.418,24.402,29.407,23.296,33.39,24.29,27.268,22.278,27.815,22.738,24.617,22.735,31.202,23.756,29.383,23.559,,23.353,30.978,22.844,31.909,24.42,28.788,,33.113,24.087,28.802,22.29,29.676,22.758,32.407,24.917,33.182,24.45,29.5,24.574,30.243,21.039,31.415,24.637,26.644,21.456,26.433,22.873,29.459,23.485,26.567,24.276,26.869,22.782,30.743,23.538,28.922,23.061,28.579,23.241,28.152,22.17,31.043,24.439,28.175,23.768,28.441,24.009,26.245,21.036,28.841,,30.245,22.792
"Jun 17, 2012",26.11,,24.735,,26.807,,27.051,,,,,,18.265,,,,,,26.602,,22.764,,26.457,,25.612,,,,34.664,,29.446,,23.252,,,,28.733,,27.116,,27.116,,26.554,,23.22,,,,,,30.63,,26.416,,21.942,,27.167,,26.487,,27.635,,27.321,,,,29.933,,27.415,,28.887,,27.989,,,,,,28.354,,,,27.544,,27.322,,20.951,,,,23.807,,27.369,,30.593,,28.041,,,,28.871,,25.614,,,,,,24.869,,,,26.221,,,
"Jun 25, 2012",28.149,23.95,30.338,22.303,28.401,24.551,28.891,21.209,27.663,25.639,26.877,24.545,29.056,22.153,28.435,21.33,26.641,26.104,27.963,21.242,26.789,25.569,27.142,24.483,28.841,21.457,27.674,24.002,27.024,22.901,29.914,24.737,28.717,24.689,30.95,23.581,27.613,22.718,28.212,22.477,28.212,22.477,27.786,23.881,27.101,22.134,29.796,24.493,27.01,25.837,27.297,24.663,27.928,23.88,25.692,22.863,25.442,17.861,28.41,24.655,27.834,24.491,27.478,21.17,27.335,23.902,23.04,24.136,24.933,22.873,,24.857,29.37,19.848,27.309,23.294,30.311,21.934,27.276,24.278,28.034,23.138,27.81,22.822,30.538,22.574,25.83,19.064,28.567,11.502,28.963,24.692,27.137,24.234,29.07,,27.098,25.227,27.03,25.646,26.264,22.681,27.646,24.786,28.053,25.535,29.272,19.39,25.905,22.662,26.581,,28.002,22.976,23.979,23.793
"Jul 3, 2012",28.203,,25.494,,27.092,,20.607,,21.929,,26.036,,6.023,,27.858,,22.05,,27.29,21.215,27.528,,26.599,,26.243,,26.054,,26.486,,27.21,,26.988,,10.458,,26.619,,28.2,,28.2,,26.835,,25.504,,27.26,,27.73,,18.97,,26.783,,24.486,,22.165,,26.222,,26.833,,23.994,,25.888,,25.828,,26.019,,26.957,,23.622,,26.466,,-0.03,,25.224,,27.34,,27.114,,25.441,,24.231,,25.06,,26.371,,24.975,,,,27.063,,26.188,,24.484,,26.244,19.813,27.834,,25.774,,25.72,,23.944,,,,,
"Jul 11, 2012",26.58,,30.82,,,,25.607,,28.499,,27.806,,,,24.163,,,,24.246,,,,,,26.692,,25.08,,,,30.131,,23.226,,,,27.89,,27.108,,27.108,,24.627,,26.999,,28.474,,,,30.702,,,,23.008,,,,28.848,,,,,,26.209,,28.605,,27.203,,29.615,,27.833,,26.019,,,,27.893,,26.514,,26.215,,,,23.065,,,20.07,,,28.178,,,,,,,,27.77,,25.765,17.411,28.592,,,,26.983,,24.458,,26.811,,-10.876,
"Jul 19, 2012",25.77,25.83,28.365,,28.107,25.06,28.361,,26.137,,26.111,25.563,,,27.736,,25.064,25.253,26.73,,28.13,,21.671,25.161,23.746,,26.826,26.903,28.257,,28.984,,,26.525,,,25.788,,29.728,25.809,29.728,25.809,26.747,26.088,24.041,,28.65,,26.886,,29.187,25.342,28.589,23.603,22.169,26.74,24.043,,25.901,25.099,25.018,25.329,24.624,,26.01,25.643,26.029,,25.005,25.343,27.65,,26.522,,,26.218,26.061,,25.861,,26.21,26.343,26.346,26.097,27.791,,22.117,26.717,7.931,,27.967,25.53,26.228,25.868,,,27.167,,26.011,24.957,25.81,25.124,25.23,24.783,26.671,25.77,,,23.927,,21.251,27.018,26.312,26.103,,
"Jul 27, 2012",26.11,15.61,25.62,25.27,20.036,,26.647,,26.135,,26.473,,31.934,26.121,29.224,,25.069,,26.516,,24.187,,25.973,,25.947,26.605,23.32,,28.751,24.964,27.753,,,,,26.36,26.292,,27.485,,27.485,,23.848,,24.854,26.978,27.32,,24.175,,26.284,,17.24,,22.511,,27.299,26.659,27.974,,25.843,,28.551,25.198,25.882,,27.766,,27.827,,26.768,,25.452,,26.743,,25.67,25.303,26.378,,23.196,,27.378,,28.678,,26.025,,29.039,25.08,26.785,,27.592,,31.182,25.531,24.73,,23.847,,27.643,,22.819,13.931,25.999,25.567,28.823,26.414,26,27.03,26.145,,26.211,,,25.463
"Aug 4, 2012",26.988,,28.128,,27.014,,30.696,,25.884,,24.89,,28.573,,29.015,,26.25,,28.063,,,,26.816,,27.373,,26.962,,25.958,,28.813,,26.523,,,,27.236,,28.289,,28.289,,28.78,,27.775,,28.779,,23.097,,28.651,,27.047,,26.724,,28.343,,27.755,,27.484,,29.041,,27.012,,27.561,,26.017,,27.049,,29.544,,27.407,,28.479,25.999,28.031,,26.913,,27.275,,27.816,,27.711,,30.981,,27.984,,27.334,,,24.891,,,23.093,,26.467,,26.207,,26.61,,28.74,,26.287,,27.861,,27.077,,,
"Aug 12, 2012",29.135,,28.762,,29.671,,29.148,,28.379,25.252,27.085,25.682,29.706,26.614,26.904,,28.035,24.964,28.471,22.317,28.603,24.64,28.364,25.346,28.242,,27.394,25.39,28.477,,27.555,24.98,28.703,26.56,30.162,26.592,28.051,,28.059,,28.059,,25.929,,27.236,,28.598,24.676,27.797,25.397,28.048,25.318,29.597,24.79,25.28,,28.059,26.343,27.547,25.32,27.516,25.653,27.421,26.317,28.435,,28.097,25.129,27.504,,29.063,,28.623,,28.902,,28.859,,28.404,,28.022,,27.479,26.072,28.257,,25.353,,29.275,26.077,27.99,25.71,27.904,,30.6,26.396,29.595,25.3,27.574,24.678,27.081,25.373,28.323,24.353,28.649,25.477,28.511,,28.424,,25.609,,27.915,,29.519,26.941
"Aug 20, 2012",19.83,25.79,28.432,25.679,27.384,24.949,30.768,25.417,26.62,25.113,23.228,,29.948,,,25.59,24.789,24.282,27.292,22.497,23.292,24.333,25.549,24.058,28.604,25.757,24.974,,28.351,,,25.183,,26.12,29.489,,27.261,25.703,27.237,25.608,27.237,25.608,29.758,25.681,28.273,25.589,25.837,,,25.096,27.405,25.184,28.127,,19.452,25.671,28.479,25.995,26.688,25.319,23.131,,29.307,,,25.08,27.008,25.055,20.501,25.55,26.808,25.103,30.711,25.985,,25.5,28.397,25.902,27.052,25.288,26.62,24.978,26.616,,27.681,25.965,12.192,25.606,29.311,,26.368,25.208,25.653,26.034,29.081,,26.188,24.764,18.619,24.855,,25.813,27.378,,26.797,25.733,28.385,25.707,26.419,25.733,27.931,25.903,22.05,25.275,28.958,
"Aug 28, 2012",27.75,,28.65,25.945,27.899,25.817,26.809,,26.919,25.167,26.888,,26.815,25.804,28.259,,26.156,25.105,26.298,20.041,24.148,25.157,25.512,25.689,24.089,25.353,25.499,26.53,26.936,26.181,27.805,,28.09,,26.374,26.146,28.961,25.595,25.475,,25.475,,28.269,26.368,23.532,25.243,27.145,26.028,27.957,,26.673,,27.837,,24.704,,26.103,25.096,29.554,25.852,28.604,26.241,24.348,25.6,27.725,,29.723,25.63,26.196,25.469,27.984,,29.131,25.545,27.945,,28.431,25.934,28.269,26.45,28.086,,27.026,,28.342,26.718,23.708,,26.155,25.8,27.869,26.294,24.461,25.9,28.624,26.477,26.37,25.493,29.344,,30.021,25.75,25.685,,26.246,25.677,29.57,,28.853,26.099,24.816,,29.701,,27.084,25.994
"Sep 5, 2012",26.812,26.301,31.983,26.103,26.29,,32.648,27.109,24.725,25.4,26.236,,32.668,24.8,32.611,26.988,24.156,25.484,27.084,20.255,25.998,,26.867,,32.578,26.629,28.125,27.047,31.168,26.195,31.715,25.586,26.619,26.821,32.395,26.958,27.089,25.51,31.007,26.352,31.007,26.352,32.453,26.627,33.115,26.477,25.563,25.717,26.128,,31.481,25.925,27.243,,30.175,27.355,31.331,21.818,32.843,26.315,26.122,,31.975,25.23,27.79,25.817,31.807,26.12,28.581,25.91,32.775,25.724,32.818,26.166,26.631,26.253,31.76,26.519,27.075,26.077,26.371,26.872,26.815,26.764,32.603,26.379,32.447,27.359,32.28,22.49,26.419,,32.31,26.72,32.573,25.94,26.242,,25.296,,31.837,26.157,27.89,19.194,25.147,25.427,32.777,26.046,31.898,26.991,30.473,27.339,32.949,26.402,32.022,26.697
"Sep 13, 2012",22.57,24.77,24.624,,28.238,24.406,27.592,,26.682,24.273,26.068,24.867,27.057,,27.564,,25.007,24.324,26.341,,26.788,25.236,25.897,25.02,26.334,,24.999,24.865,26.582,,26.995,24.544,24.768,24.811,28.345,,27.379,,25.919,,25.919,,26.508,,24.778,,26.867,,27.774,25.2,26.632,25.544,27.463,22.87,24.458,25.665,20.442,,25.686,25.027,26.064,24.942,,,26.465,,25.905,,25.04,,27.348,24.712,27.337,26.344,21.306,24.743,26.565,,27.533,,23.409,,24.164,,26.113,,24.872,,25.273,,26.493,25.067,26.307,24.902,,,26.938,24.961,26.176,24.858,24.545,,26.439,23.236,27.722,24.776,,,25.823,24.735,23.717,,25.852,,,
"Sep 21, 2012",27.638,25.27,29.264,25.734,29.882,24.237,29.7,,28.922,25.744,26.964,25.527,28.356,24.122,27.699,25.379,28.023,25.484,28.164,19.25,28.619,25.389,26.728,25.247,28.569,25.578,29.267,25.976,29.209,25.667,31.037,24.881,29.786,25.601,28.021,24.936,28.593,25.393,27.805,25.057,27.805,25.057,30.159,26.53,27.636,25.658,29.166,25.475,27.376,25.39,29.786,25.092,29.465,23.564,25.664,26.593,26.324,23.508,29.467,25.222,27.256,25.386,28.07,24.645,28.677,25.563,29.402,25.314,27.147,25.094,31.538,24.959,29.951,25.208,27.947,25.717,28.58,26.394,29.433,26.102,28.13,25.772,27.934,25.477,30.475,24.993,27.267,26.707,28.138,24.278,27.97,25.239,29.294,25.443,28.431,24.883,27.999,25.694,27.755,25.378,28.69,24.896,28.368,23.346,29.217,25.909,28.847,26.08,28.518,26.202,27.298,27.216,27.686,25.632,28.099,24.943
"Sep 29, 2012",28.411,25.73,29.646,24.73,28.009,24.409,25.236,25.79,28.691,24.785,27.339,25.656,28.549,25.045,27.857,24.648,27.612,25.011,26.388,22.85,27.259,25.911,27.717,25.342,28.774,24.434,26.938,26.287,30.227,25.656,30.472,23.81,28.01,25.672,27.773,24.46,28.705,26.658,28.217,25.391,28.217,25.391,25.772,25.368,28.126,24.879,29.643,24.388,27.536,25.476,29.668,24.042,26.423,23.223,25.054,25.983,25.724,25.307,29.071,23.545,28.652,25.217,28.509,24.503,28.994,26.122,31.147,25.051,27.914,25.838,31.573,23.519,25.073,24.885,28.601,25.818,28.927,24.966,28.27,26.702,29.439,26.048,28.527,25.456,29.089,24.289,26.663,25.595,27.735,24.399,27.683,25.14,28.985,24.747,28.309,24.767,27.229,25.83,28.148,25.103,29.43,25.554,25.823,23.29,29.039,25.899,28.604,24.655,27.204,25.025,24.778,26.171,27.483,24.586,26.927,24.524
"Oct 7, 2012",30.275,24.476,29.06,23.679,28.322,22.851,27.996,24.331,27.278,24.46,27.019,24.784,28.618,23.203,29.173,23.846,26.238,23.72,27.4,21.131,27.238,24.561,26.004,23.798,27.765,24.562,27.797,24.548,27.836,23.758,29.087,22.654,28.008,23.463,28.203,23.554,28.937,24.623,29.27,23.706,29.27,23.706,28.522,23.402,28.709,24.449,27.983,23.703,26.69,24.089,27.87,23.722,27.856,20.367,27.303,24.354,27.527,23.568,28.68,23.489,26.751,23.046,28.161,23.513,29.393,25.011,28.693,24.327,27.714,24.558,29.933,22.574,28.369,22.671,28.553,24.517,27.688,23.509,28.428,24.871,28.997,24.588,28.593,23.766,29.137,23.802,28.29,23.656,28.354,23.427,27.326,23.05,28.601,24.855,28.471,23.784,26.11,24.013,26.305,23.896,28.747,24.754,27.495,20.677,27.694,24.82,28.191,23.652,28.685,24.674,27.648,24.114,28.835,23.984,28.567,23.53
"Oct 15, 2012",30.029,23.978,29.28,22.926,28.634,24.689,28.502,24.748,27.87,23.813,27.846,24.567,28.602,22.349,28.287,23.507,27.908,23.726,28.407,23.254,27.866,24.534,27.802,24.739,28.687,22.672,28.972,25.576,29.631,22.533,31.109,22.182,29.191,25.096,28.466,22.118,29.207,23.847,28.958,23.76,28.958,23.76,29.143,24.867,29.33,23.253,28.698,23.208,28.064,24.242,29.314,22.547,28.015,23.403,27.751,25.622,27.918,23.09,29.085,22.856,28.046,24.444,28.735,22.264,29.964,24.083,29.092,23.285,28.956,23.671,30.954,22.116,28.269,24.373,28.95,24.364,28.616,22.968,28.846,24.212,29.821,24.702,29.112,24.469,29.321,23.293,28.002,24.946,28.735,22.054,28.519,25.028,28.872,24.169,28.791,22.176,27.774,24.714,27.996,23.995,28.974,23.611,27.521,23.776,28.251,23.898,28.752,23.259,28.736,23.687,27.847,25.979,28.754,23.4,29.199,21.904
"Oct 23, 2012",30.087,22.017,29.017,20.634,28.975,21.682,29.166,23.072,27.379,22.997,27.595,22.611,28.154,20.432,28.482,21.793,27.054,22.619,28.286,20.59,27.298,22.362,27.166,22.878,28.593,20.91,29.005,23.438,28.633,19.92,30.951,19.965,28.873,22.584,28.521,19.69,29.296,21.608,29.08,22.018,29.08,22.018,29.209,22.784,29.357,21.807,28.399,21.381,27.596,21.952,29.412,20.19,28.216,20.778,28.152,24.222,27.923,21.595,28.882,20.662,27.711,22.561,28.352,20.348,29.265,22.079,29.509,20.89,29.295,21.764,31.057,19.67,28.896,22.578,28.977,22.544,28.195,20.376,28.625,22.817,30.119,22.954,29.114,22.45,29.158,21.194,28.496,23.324,28.4,19.826,28.228,22.459,29.114,22.115,28.393,19.847,27.22,22.748,27.342,22.068,29.264,21.455,27.663,21.683,27.787,22.828,28.816,21.535,29.006,21.8,28.082,24.631,28.859,21.593,29.032,19.129
"Oct 31, 2012",30.151,22.33,29.741,20.593,28.064,23.051,28.59,22.991,26.329,23.352,25.499,23.213,27.452,19.362,28.517,21.544,26.523,22.847,27.845,22.413,27.472,23.093,26.485,23.2,29.05,20.224,28.706,22.537,29.076,19.664,30.616,20.175,29.394,23.211,27.824,18.777,29.762,21.902,29.348,21.482,29.348,21.482,29.208,22.241,29.38,20.748,24.6,21.697,25.735,22.739,27.206,21.349,27.502,22.24,28.81,22.835,27.351,20.132,30.021,19.985,26.964,23.125,27.486,19.272,27.934,23.069,28.683,22.29,30.227,21.987,32.763,19.473,28.397,22.459,28.857,22.39,28.697,20.167,26.891,21.615,30.015,22.227,28.505,21.454,30.101,21.197,27.969,23.367,27.304,18.954,27.788,23.309,29.477,21.766,27.998,18.573,26.874,23.36,25.634,22.524,30.038,22.352,26.657,22.582,27.027,23.747,28.522,20.326,29.153,21.74,27.359,24.495,29.052,22.18,28.279,17.765
"Nov 8, 2012",27.261,19.05,26.43,18.197,26.356,18.634,26.709,19.84,25.739,20.876,25.711,19.846,26.853,16.729,26.216,18.4,25.238,20.359,25.245,18.164,25.398,19.766,25.343,20.03,26.689,17.682,27.31,19.434,25.867,17.278,27.072,17.598,26.632,19.154,27.252,16.185,26.977,18.873,26.324,19.13,26.324,19.13,27.094,19.601,27.083,18.257,26.73,18.711,25.387,19.418,27.031,17.802,24.636,17.849,26.325,20.252,26.381,17.761,26.542,18.076,25.376,19.67,27.336,16.442,27.241,19.266,26.998,18.339,26.912,18.719,26.96,17.434,26.283,19.375,27.177,19.585,26.802,17.249,27.004,19.863,27.428,19.81,26.496,18.964,26.722,18.268,26.396,19.674,27.06,16.05,25.922,19.294,26.8,18.976,27.665,16.075,25.283,20.088,25.326,19.57,26.613,18.781,24.521,18.954,26.244,20.89,26.751,17.924,26.599,18.711,25.808,21.441,26.448,18.452,28.028,15.724
