datetime,Unnamed: 0.1,name,tempmax_x,tempmin_x,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed_x,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,Unnamed: 0,weathercode,tempmax_y,tempmin_y,temperature_2m_mean,apparent_temperature_mean,precipitation_sum,rain_sum,precipitation_hours,windspeed_y,et0_fao_evapotranspiration,river_discharge
26-02-2018,1882,Naryanganj ,91.7,63.9,74.9,87.8,63.9,74.1,50.6,46.5,0.004,100,4.17,rain,,,,9.2,354.0,1015.3,1.5,3.1,257.5,22.2,9,,2018-02-26T06:33:13,2018-02-26T18:10:57,0.37,Rain,Clear conditions throughout the day with early morning rain.,rain,"42675099999,42776099999,VAJB,remote",2978,61,29.0,19.0,23.9,26.5,4.7,4.7,4.0,10.5,3.38,149.66
26-02-2019,2247,Naryanganj ,89.0,60.3,72.4,85.1,60.3,71.6,39.3,31.9,0.0,0,0.0,,,,,15.0,261.2,1010.3,25.6,3.0,243.7,21.0,9,,2019-02-26T06:33:25,2019-02-26T18:10:50,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42675099999,42776099999,VAJB,remote",3343,61,25.0,18.4,21.7,24.3,7.5,7.5,10.0,12.0,1.42,149.66
26-02-2020,2612,Naryanganj ,82.4,54.4,67.0,81.2,54.4,66.8,49.9,56.5,0.0,0,0.0,,,,,11.4,7.5,1016.2,14.6,2.7,258.6,22.3,9,,2020-02-26T06:33:37,2020-02-26T18:10:44,0.09,Clear,Clear conditions throughout the day.,clear-day,"42675099999,42776099999,VAJB,remote",3708,63,25.4,16.5,20.0,21.8,8.6,8.6,7.0,9.0,2.83,150.01
26-02-2021,3005,Naryanganj,94.0,60.0,75.2,89.3,60.0,74.2,41.0,32.8,0.0,0,0.0,,,,,12.8,300.0,1011.9,0.0,3.5,275.2,23.8,9,,2021-02-26T06:33:01,2021-02-26T18:11:06,0.47,Clear,Clear conditions throughout the day.,clear-day,"42675099999,42776099999,VAJB,remote",4074,2,32.2,19.9,25.6,27.9,0.0,0.0,0.0,11.4,4.58,138.96
26-02-2022,3370,Naryanganj,89.6,60.5,74.2,87.8,60.5,73.6,46.0,39.4,0.0,0,0.0,,0.0,0.0,13.2,13.9,165.7,1015.3,16.3,7.6,241.6,20.7,9,10.0,2022-02-26T06:33:13,2022-02-26T18:11:00,0.84,Clear,Clear conditions throughout the day.,clear-day,"42675099999,42776099999,VAJB,remote",4439,0,29.2,17.2,23.2,25.2,0.0,0.0,0.0,10.8,4.2,153.17
26-02-2023,3735,Naryanganj,89.6,59.6,74.5,86.7,59.6,73.8,45.5,38.1,0.0,0,0.0,,0.0,0.0,8.1,8.1,20.8,1017.7,0.2,7.0,268.7,23.4,9,10.0,2023-02-26T06:33:26,2023-02-26T18:10:53,0.2,Clear,Clear conditions throughout the day.,clear-day,"42675099999,42776099999,VAJB,remote",4804,0,31.0,18.8,24.6,25.7,0.0,0.0,0.0,10.7,4.83,136.72
26-03-2013,84,Naryanganj ,98.9,66.3,82.1,94.9,66.3,80.5,46.7,31.2,0.0,0,0.0,,,,,11.4,353.7,1007.7,53.0,2.5,254.8,22.1,9,,2013-03-26T06:07:21,2013-03-26T18:22:19,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42675099999,remote",1180,1,35.4,24.5,29.4,32.7,0.0,0.0,0.0,15.0,6.03,138.32
26-03-2014,449,Naryanganj ,99.4,68.8,84.0,96.3,68.8,82.8,56.0,43.6,0.0,0,0.0,,,,,9.2,238.7,1008.5,13.0,2.5,287.8,24.9,10,,2014-03-26T06:07:35,2014-03-26T18:22:14,0.84,Clear,Clear conditions throughout the day.,clear-day,"42675099999,remote",1545,51,31.1,21.6,26.7,31.4,0.2,0.2,1.0,9.8,4.19,153.53
26-03-2015,814,Naryanganj ,100.8,63.4,80.9,95.7,63.4,79.3,46.4,35.5,0.0,0,0.0,,,,,8.9,15.9,1012.3,26.5,2.5,311.1,26.8,10,,2015-03-26T06:07:50,2015-03-26T18:22:09,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42675099999,remote",1910,2,32.6,23.6,28.2,32.1,0.0,0.0,0.0,7.0,4.78,132.66
26-03-2016,1180,Naryanganj ,105.3,68.1,85.0,101.0,68.1,83.1,44.1,28.2,0.0,0,0.0,,,,,7.4,74.3,1011.1,38.2,3.6,291.0,25.1,10,,2016-03-26T06:07:05,2016-03-26T18:22:25,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42675099999,42776099999,remote",2276,51,32.4,22.5,28.2,32.1,0.1,0.1,1.0,8.7,4.36,146.91
26-03-2017,1545,Naryanganj ,103.9,69.9,85.7,98.3,69.9,83.5,41.6,24.9,0.0,0,0.0,,,,,9.8,6.8,1012.0,0.0,3.6,302.2,26.1,10,,2017-03-26T06:07:19,2017-03-26T18:22:19,0.94,Clear,Clear conditions throughout the day.,clear-day,"42675099999,42776099999,remote",2641,61,29.8,22.6,26.2,30.4,4.0,4.0,6.0,8.1,3.46,156.04
26-03-2018,1910,Naryanganj ,100.1,64.4,82.0,94.4,64.4,80.0,32.1,19.6,0.0,0,0.0,,,,,9.8,334.6,1013.6,27.5,3.1,307.0,26.5,10,,2018-03-26T06:07:33,2018-03-26T18:22:14,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42675099999,42776099999,VAJB,remote",3006,53,32.5,23.2,27.6,32.4,5.1,5.1,10.0,8.7,4.42,156.04
26-03-2019,2275,Naryanganj ,99.1,68.1,81.4,94.3,68.1,80.2,46.5,31.1,0.0,0,0.0,,,,,9.2,346.4,1013.2,3.4,2.9,296.0,25.4,10,,2019-03-26T06:07:48,2019-03-26T18:22:10,0.67,Clear,Clear conditions throughout the day.,clear-day,"42675099999,42776099999,VAJB,remote",3371,51,34.3,21.5,27.4,29.2,0.4,0.4,1.0,19.8,5.79,147.25
26-03-2020,2641,Naryanganj ,92.2,68.1,77.4,92.3,68.1,77.3,59.0,55.4,0.0,0,0.0,,,,,11.4,224.7,1013.0,35.8,3.0,261.0,22.5,9,,2020-03-26T06:07:04,2020-03-26T18:22:27,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42675099999,42776099999,VAJB,remote",3737,1,33.2,22.0,27.9,31.1,0.0,0.0,0.0,8.3,4.61,151.05
26-03-2021,3033,Naryanganj,95.0,66.3,79.3,91.1,66.3,77.9,38.1,24.0,0.0,0,0.0,,,,,16.1,357.9,1013.4,6.2,3.3,300.9,25.7,10,,2021-03-26T06:07:19,2021-03-26T18:22:22,0.42,Clear,Clear conditions throughout the day.,clear-day,"42675099999,42776099999,VAJB,remote",4102,1,35.0,21.6,28.8,30.7,0.0,0.0,0.0,8.5,5.52,142.22
26-03-2022,3398,Naryanganj,99.6,75.8,87.3,96.1,75.8,85.1,45.6,25.0,0.0,0,0.0,,0.0,0.0,19.2,13.9,321.1,1009.7,19.0,6.2,305.8,26.4,10,10.0,2022-03-26T06:07:33,2022-03-26T18:22:17,0.79,Clear,Clear conditions throughout the day.,clear-day,"42675099999,42776099999,VAJB,remote",4467,51,32.6,25.5,28.4,31.9,0.8,0.8,7.0,22.7,4.52,141.89
26-03-2023,3763,Naryanganj,93.8,72.8,81.8,92.1,72.8,81.1,54.6,40.9,0.004,100,4.17,rain,0.0,0.0,25.3,10.3,176.3,1009.5,51.8,6.5,272.6,23.7,10,10.0,2023-03-26T06:07:48,2023-03-26T18:22:13,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42675099999,42776099999,VAJB,remote",4832,51,31.9,22.1,27.0,31.3,0.7,0.7,3.0,13.0,4.8,165.72
26-04-2013,115,Naryanganj ,102.8,74.0,88.6,103.2,74.0,89.6,63.7,47.2,0.0,0,0.0,,,,,13.2,220.1,1007.7,39.8,2.5,270.8,23.3,10,,2013-04-26T05:39:51,2013-04-26T18:34:05,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42675099999,remote",1211,2,32.8,24.3,29.1,34.8,0.0,0.0,0.0,8.4,5.12,186.93
26-04-2014,480,Naryanganj ,108.2,73.5,90.8,102.7,73.5,88.0,44.5,23.3,0.0,0,0.0,,,,,4.5,118.6,1005.8,23.2,2.5,305.8,26.3,10,,2014-04-26T05:40:03,2014-04-26T18:33:59,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42675099999,remote",1576,65,36.2,26.8,30.0,35.8,17.1,17.1,3.0,15.3,5.14,175.2
26-04-2015,845,Naryanganj ,101.7,73.8,87.4,99.1,73.8,86.5,54.8,35.0,0.028,100,20.83,rain,,,,19.0,163.7,1006.6,33.5,2.5,298.0,25.7,10,,2015-04-26T05:40:14,2015-04-26T18:33:53,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42675099999,remote",1941,61,28.3,22.0,25.1,29.5,3.8,3.8,7.0,6.2,3.37,330.13
26-04-2016,1211,Naryanganj ,106.4,75.3,91.7,102.1,75.3,89.0,46.0,23.1,0.0,0,0.0,,,,,9.4,300.7,1008.7,53.2,3.9,286.0,24.7,9,,2016-04-26T05:39:40,2016-04-26T18:34:12,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42675099999,42776099999,remote",2307,51,34.8,27.1,30.4,35.1,0.2,0.2,1.0,19.6,5.57,266.3
26-04-2017,1576,Naryanganj ,104.5,77.8,90.3,99.9,77.8,87.4,43.2,21.4,0.0,0,0.0,,,,,11.9,295.5,1007.9,30.2,3.7,294.2,25.5,9,,2017-04-26T05:39:50,2017-04-26T18:34:05,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42675099999,42776099999,remote",2672,51,33.2,26.6,29.2,34.1,0.2,0.2,1.0,23.5,5.06,566.54
26-04-2018,1941,Naryanganj ,108.2,74.4,91.0,100.6,74.4,87.5,30.7,14.0,0.0,0,0.0,,,,,9.2,297.5,1004.6,6.3,3.7,336.8,29.0,10,,2018-04-26T05:40:01,2018-04-26T18:33:59,0.36,Clear,Clear conditions throughout the day.,clear-day,"42675099999,42776099999,VAJB,remote",3037,65,31.2,23.9,26.8,31.5,13.2,13.2,4.0,9.4,3.88,256.63
26-04-2019,2306,Naryanganj ,110.6,80.5,94.6,110.6,79.4,91.8,46.7,20.9,0.0,0,0.0,,,,,9.8,329.1,1006.8,5.0,3.2,320.8,27.7,10,,2019-04-26T05:40:13,2019-04-26T18:33:54,0.72,Clear,Clear conditions throughout the day.,clear-day,"42675099999,42776099999,VAJB,remote",3402,51,33.5,25.5,29.9,35.7,0.2,0.2,1.0,10.8,5.66,196.7
26-04-2020,2672,Naryanganj ,104.6,74.7,89.3,100.6,74.7,87.1,46.7,25.0,0.0,0,0.0,,,,,11.2,278.1,1007.5,8.6,3.4,325.6,28.1,10,,2020-04-26T05:39:39,2020-04-26T18:34:14,0.11,Clear,Clear conditions throughout the day.,clear-day,"42675099999,42776099999,VAJB,remote",3768,63,27.2,21.5,24.2,28.0,18.1,18.1,6.0,10.4,2.41,290.07
26-04-2021,3064,Naryanganj,103.0,72.2,86.2,96.6,72.2,83.8,30.5,14.6,0.0,0,0.0,,,,,11.4,357.7,1010.2,53.9,3.3,324.8,28.1,10,,2021-04-26T05:39:51,2021-04-26T18:34:08,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42675099999,42776099999,VAJB,remote",4133,0,37.9,25.8,31.8,34.8,0.0,0.0,0.0,13.2,6.98,178.47
26-04-2022,3429,Naryanganj,107.0,77.1,92.5,101.7,77.1,89.4,42.7,19.4,0.0,0,0.0,,0.0,0.0,14.8,11.4,267.7,1006.3,23.2,6.3,335.5,29.1,10,10.0,2022-04-26T05:40:02,2022-04-26T18:34:03,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42675099999,42776099999,VAJB,remote",4498,3,34.9,26.3,30.2,35.4,0.0,0.0,0.0,18.1,5.16,230.21
26-04-2023,3794,Naryanganj,96.8,68.6,83.1,97.4,68.6,83.3,61.1,50.4,0.016,100,4.17,rain,0.0,0.0,23.0,15.0,195.3,1009.6,44.3,6.0,289.3,24.9,8,10.0,2023-04-26T05:40:13,2023-04-26T18:33:57,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42675099999,42776099999,VAJB,remote",4863,51,35.5,25.3,30.5,34.1,0.1,0.1,1.0,9.1,5.91,179.3
26-05-2013,145,Naryanganj ,110.9,88.4,99.7,110.9,87.4,98.5,55.1,23.6,0.0,0,0.0,,,,,22.8,319.6,999.4,57.6,2.5,299.3,25.8,10,,2013-05-26T05:24:40,2013-05-26T18:47:37,0.54,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42675099999,remote",1241,53,29.9,24.8,27.3,32.4,1.1,1.1,3.0,15.1,3.24,526.23
26-05-2014,510,Naryanganj ,105.9,79.1,91.8,105.2,79.1,92.2,61.4,40.5,0.004,100,4.17,rain,,,,16.8,50.8,1004.7,26.0,2.5,327.3,28.4,10,,2014-05-26T05:24:44,2014-05-26T18:47:30,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42675099999,remote",1606,61,32.9,25.8,28.7,35.0,1.9,1.9,3.0,12.3,4.28,166.49
26-05-2015,875,Naryanganj ,111.5,86.1,97.0,115.3,86.3,97.3,58.3,30.0,0.0,0,0.0,,,,,23.3,287.5,1001.7,36.6,2.5,302.4,26.1,10,,2015-05-26T05:24:48,2015-05-26T18:47:24,0.26,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"42675099999,remote",1971,53,32.5,27.6,29.8,35.8,2.4,2.4,9.0,17.4,4.25,386.26
26-05-2016,1241,Naryanganj ,105.0,75.3,90.8,108.4,75.3,93.8,65.2,45.3,0.112,100,37.5,rain,,,,15.0,271.9,1004.2,42.1,3.8,321.6,27.9,10,,2016-05-26T05:24:37,2016-05-26T18:47:44,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42675099999,42776099999,remote",2337,61,33.0,24.7,28.8,34.9,4.1,4.1,5.0,12.2,4.16,586.49
26-05-2017,1606,Naryanganj ,112.7,87.9,99.8,112.7,87.2,98.9,55.6,24.4,0.0,0,0.0,,,,,9.2,273.2,1000.7,35.2,3.6,294.2,25.6,10,,2017-05-26T05:24:40,2017-05-26T18:47:37,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42675099999,42776099999,remote",2702,51,32.8,27.1,30.1,36.4,1.1,1.1,6.0,10.9,4.42,625.61
26-05-2018,1971,Naryanganj ,108.6,85.4,96.8,109.9,85.5,97.9,61.0,31.9,0.068,100,37.5,rain,,,28.9,17.2,202.9,1002.4,32.0,2.8,312.1,27.0,10,,2018-05-26T05:24:44,2018-05-26T18:47:31,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42675099999,42776099999,VAJB,remote",3067,53,32.3,26.5,29.2,34.4,1.9,1.9,5.0,18.6,3.86,529.88
26-05-2019,2336,Naryanganj ,110.2,83.4,96.8,110.2,81.9,94.9,51.9,23.4,0.0,0,0.0,,,,23.0,9.2,3.2,1005.5,15.2,3.3,329.3,28.5,10,,2019-05-26T05:24:48,2019-05-26T18:47:26,0.75,Clear,Clear conditions throughout the day.,clear-day,"42675099999,42776099999,VAJB,remote",3432,53,33.5,27.4,30.1,36.2,2.7,2.7,10.0,17.9,4.45,464.59
26-05-2020,2702,Naryanganj ,111.2,80.3,95.3,111.2,80.5,94.1,53.4,27.4,0.0,0,0.0,,,,20.8,13.4,268.1,1004.4,35.0,3.2,341.6,29.6,10,,2020-05-26T05:24:38,2020-05-26T18:47:47,0.13,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42675099999,42776099999,VAJB,remote",3798,3,31.7,27.0,28.9,31.9,0.0,0.0,0.0,32.2,4.45,362.92
26-05-2021,3094,Naryanganj,101.0,70.2,85.1,114.5,70.2,84.8,55.9,39.6,0.0,0,0.0,,,,23.0,22.6,358.7,1002.3,66.0,2.8,298.8,25.8,9,,2021-05-26T05:24:42,2021-05-26T18:47:41,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42675099999,42776099999,VAJB,remote",4163,61,29.0,26.8,27.7,30.0,4.6,4.6,10.0,28.6,3.35,275.06
26-05-2022,3459,Naryanganj,103.2,76.4,89.2,101.5,76.4,89.0,58.5,37.8,0.004,100,4.17,rain,0.0,0.0,25.3,13.9,239.6,1004.3,32.3,7.7,264.3,22.7,10,10.0,2022-05-26T05:24:46,2022-05-26T18:47:35,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42675099999,42776099999,VAJB,remote",4528,63,32.0,25.2,27.7,33.4,17.3,17.3,14.0,12.8,3.77,375.7
26-05-2023,3824,Naryanganj,100.4,83.4,90.7,100.6,83.1,91.1,60.9,37.7,0.028,100,8.33,rain,0.0,0.0,27.7,17.2,303.9,1007.1,24.6,6.0,289.3,25.1,10,10.0,2023-05-26T05:24:50,2023-05-26T18:47:29,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42675099999,42776099999,VAJB,remote",4893,65,31.9,25.6,27.7,33.7,35.6,35.6,10.0,11.9,3.08,378.31
26-06-2013,176,Naryanganj ,82.8,75.5,78.4,92.2,75.5,80.5,76.5,94.0,2.729,100,100.0,rain,,,,14.1,304.4,998.8,92.7,2.5,114.5,10.0,4,,2013-06-26T05:25:55,2013-06-26T18:57:45,0.59,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42675099999,remote",1272,61,30.1,26.0,27.7,32.0,8.2,8.2,15.0,23.8,3.34,415.87
26-06-2014,541,Naryanganj ,96.9,76.4,86.3,108.1,76.4,91.3,71.4,63.3,0.032,100,25.0,rain,,,,19.2,291.9,1002.5,45.5,2.5,268.1,23.0,9,,2014-06-26T05:25:52,2014-06-26T18:57:43,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42675099999,remote",1637,61,29.7,26.0,27.5,33.0,11.3,11.3,12.0,15.4,2.5,495.59
26-06-2015,906,Naryanganj ,90.6,72.6,81.3,98.2,72.6,84.6,71.2,73.0,0.008,100,8.33,rain,,,,18.8,277.0,998.3,50.2,2.5,273.5,23.7,9,,2015-06-26T05:25:49,2015-06-26T18:57:42,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42675099999,remote",2002,65,27.1,25.5,26.3,30.9,38.9,38.9,19.0,27.9,1.25,635.8
26-06-2016,1272,Naryanganj ,95.1,78.3,86.0,105.4,78.3,93.3,74.6,70.6,0.493,100,70.83,rain,,,,11.4,261.3,1003.5,66.8,3.9,234.4,20.2,7,,2016-06-26T05:26:01,2016-06-26T18:57:47,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42675099999,42776099999,remote",2368,51,32.0,26.1,29.1,35.1,0.3,0.3,2.0,9.6,3.94,483.17
26-06-2017,1637,Naryanganj ,93.3,78.3,82.9,103.7,78.3,88.4,74.8,77.5,0.62,100,100.0,rain,,,,9.2,216.6,1000.7,77.5,3.4,199.5,17.2,7,,2017-06-26T05:25:56,2017-06-26T18:57:45,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42675099999,42776099999,remote",2733,51,31.6,26.5,28.7,33.7,0.2,0.2,1.0,19.3,4.44,757.58
26-06-2018,2002,Naryanganj ,93.2,77.1,82.9,102.9,77.1,86.2,72.7,72.9,0.1,100,62.5,rain,,,,13.6,233.3,1000.0,73.3,3.6,181.4,15.7,6,,2018-06-26T05:25:53,2018-06-26T18:57:44,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42675099999,42776099999,VAJB,remote",3098,53,30.9,25.6,28.1,33.1,1.5,1.5,6.0,16.0,4.07,578.43
26-06-2019,2367,Naryanganj ,101.0,84.2,90.6,111.4,89.6,97.5,71.4,54.4,0.212,100,62.5,rain,,,20.8,12.3,229.1,1002.4,46.9,3.1,239.9,20.7,8,,2019-06-26T05:25:49,2019-06-26T18:57:43,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42675099999,42776099999,VAJB,remote",3463,61,33.7,28.0,30.4,35.5,1.4,1.4,2.0,22.9,4.93,468.89
26-06-2020,2733,Naryanganj ,89.9,75.8,80.0,94.2,75.8,82.8,73.5,82.1,0.341,100,100.0,rain,,,34.4,18.3,211.3,1005.2,85.8,2.6,134.8,11.5,4,,2020-06-26T05:26:03,2020-06-26T18:57:49,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42675099999,42776099999,VAJB,remote",3829,63,32.2,27.1,28.9,34.0,12.9,12.9,11.0,19.6,3.52,523.81
26-06-2021,3125,Naryanganj,93.2,74.0,81.8,107.8,74.0,86.4,73.9,78.6,0.124,100,50.0,rain,,,,9.2,303.0,1004.0,67.1,2.2,182.1,15.7,6,,2021-06-26T05:25:59,2021-06-26T18:57:48,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42675099999,42776099999,VAJB,remote",4194,51,31.6,26.2,28.5,33.9,1.5,1.5,8.0,17.9,3.99,420.7
26-06-2022,3490,Naryanganj,94.0,76.6,83.2,105.5,76.6,88.2,73.8,74.7,0.58,100,62.5,rain,0.0,0.0,13.9,9.2,164.0,1001.1,78.4,6.3,297.6,25.5,10,30.0,2022-06-26T05:25:56,2022-06-26T18:57:47,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42675099999,42776099999,VAJB,remote",4559,53,31.1,26.0,28.3,33.6,1.5,1.5,8.0,16.2,4.03,581.1
26-06-2023,3855,Naryanganj,77.1,73.8,75.6,77.1,73.8,75.6,74.3,95.7,0.525,100,75.0,rain,0.0,0.0,26.6,13.9,282.4,1001.4,99.6,4.0,30.0,2.7,1,10.0,2023-06-26T05:25:53,2023-06-26T18:57:46,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42675099999,42776099999,VAJB,remote",4924,63,30.1,25.8,27.6,31.9,11.5,11.5,21.0,24.5,3.49,379.19
26-07-2013,206,Naryanganj ,83.0,73.5,77.7,91.1,73.5,79.6,75.2,92.4,1.055,100,100.0,rain,,,,15.4,256.4,996.2,94.5,2.5,162.4,14.0,6,,2013-07-26T05:37:28,2013-07-26T18:53:23,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42675099999,remote",1302,63,28.6,25.6,26.6,30.8,15.7,15.7,20.0,25.5,2.16,308.03
26-07-2014,571,Naryanganj ,86.1,72.2,77.1,93.2,72.2,78.5,72.5,86.6,0.1,100,87.5,rain,,,,12.5,276.0,1004.4,81.0,2.2,247.1,21.4,8,,2014-07-26T05:37:22,2014-07-26T18:53:29,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42675099999,remote",1667,53,31.8,26.4,28.8,35.1,2.6,2.6,8.0,12.0,4.1,409.2
26-07-2015,936,Naryanganj ,84.8,73.1,77.5,90.9,73.1,78.5,73.0,86.3,0.068,100,50.0,rain,,,,13.4,221.1,1002.5,87.5,2.5,121.9,10.5,4,,2015-07-26T05:37:15,2015-07-26T18:53:35,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42675099999,remote",2032,63,28.4,23.6,25.0,27.7,25.5,25.5,19.0,24.9,1.85,932.25
26-07-2016,1302,Naryanganj ,86.1,74.4,80.1,95.4,74.4,84.4,75.0,85.4,0.208,100,100.0,rain,,,,11.2,189.9,1005.0,92.9,3.5,178.7,15.3,5,,2016-07-26T05:37:35,2016-07-26T18:53:16,0.73,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42675099999,remote",2398,61,28.6,24.4,26.1,31.4,6.1,6.1,12.0,13.2,1.65,563.94
26-07-2017,1667,Naryanganj ,82.8,72.6,76.7,88.5,72.6,78.2,72.3,86.6,0.144,100,91.67,rain,,,,18.6,260.4,1000.8,91.1,2.9,226.4,19.7,7,,2017-07-26T05:37:29,2017-07-26T18:53:22,0.09,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42675099999,42776099999,remote",2763,53,29.4,24.5,27.1,32.7,2.3,2.3,7.0,13.3,2.48,1080.43
26-07-2018,2032,Naryanganj ,76.4,72.9,74.5,76.4,72.9,74.5,72.8,94.3,0.426,100,100.0,rain,,,20.8,15.9,247.5,1002.6,97.7,1.9,79.9,7.0,2,,2018-07-26T05:37:23,2018-07-26T18:53:29,0.45,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42675099999,42776099999,VAJB,remote",3128,63,27.6,25.2,26.5,31.9,15.5,15.5,19.0,15.3,1.84,469.98
26-07-2019,2397,Naryanganj ,84.5,75.1,78.5,94.2,75.1,80.7,74.5,88.2,0.897,100,100.0,rain,,,,16.1,249.8,1000.5,85.4,2.4,151.4,13.1,5,,2019-07-26T05:37:17,2019-07-26T18:53:36,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42675099999,42776099999,VAJB,remote",3493,63,29.9,25.9,27.5,32.4,12.6,12.6,18.0,17.7,2.6,655.15
26-07-2020,2763,Naryanganj ,89.6,71.1,79.5,98.2,71.1,83.2,73.2,82.4,0.0,0,0.0,,,,,9.2,213.0,1006.2,48.3,3.2,300.5,26.0,10,,2020-07-26T05:37:37,2020-07-26T18:53:17,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42675099999,42776099999,VAJB,remote",3859,51,32.9,27.0,29.9,36.8,0.3,0.3,3.0,9.7,4.51,718.45
26-07-2021,3155,Naryanganj,80.3,72.8,76.7,85.4,72.8,77.0,74.5,92.9,0.144,100,83.33,rain,,,26.4,16.2,230.6,1001.0,93.6,1.9,218.0,18.9,6,,2021-07-26T05:37:32,2021-07-26T18:53:24,0.57,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42675099999,42776099999,VAJB,remote",4224,61,32.2,26.5,28.6,35.4,5.6,5.6,11.0,9.2,3.41,489.91
26-07-2022,3520,Naryanganj,84.2,73.7,78.5,92.5,73.7,81.4,74.6,88.1,0.508,100,70.83,rain,0.0,0.0,11.2,9.2,235.9,1006.8,91.2,6.2,176.3,15.3,7,30.0,2022-07-26T05:37:26,2022-07-26T18:53:31,0.92,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42675099999,42776099999,VAJB,remote",4589,63,28.2,25.0,26.3,32.0,19.3,19.3,21.0,8.4,1.95,415.87
26-07-2023,3885,Naryanganj,95.1,77.6,86.6,110.6,77.6,96.8,76.5,73.1,0.044,100,33.33,rain,0.0,0.0,18.3,11.4,1.7,1002.7,54.0,5.6,268.4,23.0,10,60.0,2023-07-26T05:37:21,2023-07-26T18:53:38,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42675099999,42776099999,VAJB,remote",4954,63,31.6,27.0,28.7,33.8,7.7,7.7,11.0,19.5,4.08,381.82
