datetime,Unnamed: 0_x,name,tempmax_x,tempmin_x,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed_x,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,Unnamed: 0_y,river_discharge,Unnamed: 0,weathercode,tempmax_y,tempmin_y,temperature_2m_mean,apparent_temperature_mean,precipitation_sum,rain_sum,precipitation_hours,windspeed_y,et0_fao_evapotranspiration
2019-03-27,2245,Bogra,34.0,21.3,27.1,35.6,21.3,26.9,14.3,48.6,2.6,100,25.0,rain,,,,16.6,281.8,1002.8,21.6,4.0,226.5,19.5,8,,2019-03-27T05:59:55,2019-03-27T18:16:32,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42506099999,remote",3737,0.44,3372,51,31.1,18.8,24.9,26.6,0.1,0.1,1.0,13.0,4.59
2019-03-28,2246,Bogra,35.3,21.0,28.2,34.0,21.0,27.9,14.7,47.7,0.0,0,0.0,,,,,11.9,207.0,1002.1,0.0,4.0,276.3,23.7,9,,2019-03-28T05:58:54,2019-03-28T18:16:57,0.75,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote",3738,0.44,3373,2,31.8,19.0,26.3,28.3,0.0,0.0,0.0,8.3,4.78
2019-03-29,2247,Bogra,36.4,21.3,29.1,36.0,21.3,29.2,16.3,49.5,0.0,0,0.0,,,,,14.0,203.5,1002.1,38.8,4.0,262.5,22.8,9,,2019-03-29T05:57:52,2019-03-29T18:17:23,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote",3739,0.44,3374,53,31.8,21.4,27.2,30.0,0.8,0.8,3.0,9.0,4.53
2019-03-30,2248,Bogra,35.9,23.0,29.3,36.4,23.0,30.0,18.8,56.6,0.0,0,0.0,,,,,14.0,182.8,1002.7,14.6,4.0,239.3,20.8,8,,2019-03-30T05:56:50,2019-03-30T18:17:49,0.8,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote",3740,0.53,3375,63,31.9,21.4,26.1,29.6,7.8,7.8,11.0,13.5,4.28
2019-03-31,2249,Bogra,38.2,23.2,30.2,38.3,23.2,30.9,18.8,55.7,0.4,100,12.5,rain,,,,24.8,191.8,1002.5,10.8,4.0,248.8,21.6,8,,2019-03-31T05:55:49,2019-03-31T18:18:14,0.83,Rain,Clear conditions throughout the day with rain.,rain,"42506099999,remote",3741,1.31,3376,65,27.6,20.3,23.2,25.5,26.4,26.4,7.0,18.9,2.5
2019-04-01,2250,Bogra,34.1,25.0,28.8,36.5,25.0,30.1,21.6,67.7,9.4,100,50.0,rain,,,,24.1,146.5,1002.5,17.8,4.0,249.2,21.5,8,,2019-04-01T05:54:48,2019-04-01T18:18:40,0.87,Rain,Clear conditions throughout the day with rain clearing later.,rain,"42506099999,remote",3742,1.12,3377,63,27.5,19.7,22.6,25.1,5.4,5.4,7.0,17.3,2.13
2019-04-02,2251,Bogra,35.3,23.5,28.8,35.8,23.5,29.2,19.2,60.7,1.0,100,25.0,rain,,,,15.1,140.2,1002.9,12.8,4.0,248.1,21.4,9,,2019-04-02T05:53:47,2019-04-02T18:19:05,0.9,Rain,Clear conditions throughout the day with afternoon rain.,rain,"42506099999,remote",3743,0.91,3378,55,26.4,19.6,22.2,24.4,3.6,3.6,11.0,18.0,2.7
2019-04-03,2252,Bogra,36.0,20.5,28.1,35.7,20.5,28.4,18.3,60.8,0.1,100,4.17,rain,,,,19.1,117.1,1003.0,1.1,4.0,283.9,24.7,9,,2019-04-03T05:52:46,2019-04-03T18:19:31,0.93,Rain,Clear conditions throughout the day with morning rain.,rain,"42506099999,remote",3744,0.72,3379,3,27.6,19.3,23.2,25.7,0.0,0.0,0.0,18.0,2.79
2019-04-04,2253,Bogra,36.7,22.8,29.3,37.5,22.8,30.2,19.9,62.0,0.3,100,12.5,rain,,,,16.9,127.8,1002.4,11.7,4.0,265.3,22.8,9,,2019-04-04T05:51:45,2019-04-04T18:19:56,0.96,Rain,Clear conditions throughout the day with afternoon rain.,rain,"42506099999,remote",3745,0.91,3380,63,27.5,20.0,23.5,26.8,11.6,11.6,11.0,13.4,2.74
2019-04-05,2254,Bogra,36.0,23.9,29.6,37.4,23.9,30.7,20.6,62.4,2.3,100,29.17,rain,,,,16.9,105.8,1003.2,6.7,4.0,266.6,23.0,9,,2019-04-05T05:50:45,2019-04-05T18:20:22,0.0,Rain,Clear conditions throughout the day with rain clearing later.,rain,"42506099999,remote",3746,1.06,3381,61,25.1,20.0,22.1,24.6,9.5,9.5,12.0,18.9,1.4
2019-04-06,2255,Bogra,35.0,25.1,29.1,37.1,25.1,30.4,21.4,66.1,5.0,100,54.17,rain,,,,19.4,122.2,1003.1,22.7,4.0,212.1,18.3,7,,2019-04-06T05:49:45,2019-04-06T18:20:48,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42506099999,remote",3747,1.31,3382,65,28.0,20.0,24.0,27.9,17.0,17.0,7.0,10.5,3.46
2019-04-07,2256,Bogra,33.7,23.8,28.2,33.9,23.8,28.6,19.6,63.5,4.3,100,37.5,rain,,,,12.6,172.4,1003.6,31.9,4.0,207.6,18.0,7,,2019-04-07T05:48:45,2019-04-07T18:21:14,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42506099999,remote",3748,1.81,3383,65,28.5,20.3,23.3,27.0,25.9,25.9,10.0,9.8,3.93
2019-04-08,2257,Bogra,36.2,23.1,29.6,37.1,23.1,30.5,19.4,57.6,0.1,100,4.17,rain,,,,15.8,180.6,1004.3,18.3,4.0,249.3,21.6,8,,2019-04-08T05:47:46,2019-04-08T18:21:39,0.1,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"42506099999,remote",3749,2.18,3384,65,29.1,19.8,23.4,26.3,23.5,23.5,14.0,18.9,2.8
2019-04-09,2258,Bogra,34.8,24.3,28.8,36.1,24.3,29.5,20.2,63.3,4.8,100,100.0,rain,,,,16.9,100.5,1002.4,20.4,4.0,262.2,22.5,9,,2019-04-09T05:46:47,2019-04-09T18:22:05,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42506099999,remote",3750,1.62,3385,63,27.6,19.9,23.0,25.7,14.1,14.1,11.0,14.6,2.51
2019-04-10,2259,Bogra,35.3,23.2,28.9,36.1,23.2,29.7,20.1,63.6,2.7,100,50.0,rain,,,,12.6,141.0,1002.6,3.7,4.0,276.6,24.0,9,,2019-04-10T05:45:48,2019-04-10T18:22:31,0.17,Rain,Clear conditions throughout the day with rain clearing later.,rain,"42506099999,remote",3751,1.06,3386,51,27.2,20.6,23.4,26.6,0.4,0.4,2.0,12.7,2.91
2019-04-11,2260,Bogra,36.8,23.5,30.1,37.4,23.5,31.0,19.8,58.8,0.0,0,0.0,,,,,13.0,154.4,1002.5,9.3,4.0,274.3,23.7,9,,2019-04-11T05:44:50,2019-04-11T18:22:58,0.21,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote",3752,0.85,3387,61,29.4,20.7,24.9,29.1,2.4,2.4,6.0,9.3,4.14
2019-04-12,2261,Bogra,35.6,24.9,30.2,37.3,24.9,31.7,20.8,60.6,1.8,100,25.0,rain,,,,13.0,127.8,1003.0,20.6,4.0,244.2,21.1,8,,2019-04-12T05:43:52,2019-04-12T18:23:24,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42506099999,remote",3753,0.69,3388,53,30.6,21.6,26.1,31.3,1.0,1.0,3.0,7.3,4.15
2019-04-13,2262,Bogra,37.6,24.6,30.7,39.3,24.6,32.3,20.6,58.9,5.8,100,29.17,rain,,,,12.2,137.9,1001.7,3.0,4.0,270.7,23.4,9,,2019-04-13T05:42:55,2019-04-13T18:23:50,0.25,Rain,Clear conditions throughout the day with rain.,rain,"42506099999,remote",3754,0.69,3389,55,31.5,23.1,26.9,32.7,3.4,3.4,8.0,8.0,4.53
2019-04-14,2263,Bogra,39.4,24.3,31.2,40.0,24.3,32.3,19.7,55.9,0.1,100,4.17,rain,,,,19.1,175.0,1002.1,0.1,4.0,289.8,25.2,9,,2019-04-14T05:41:58,2019-04-14T18:24:17,0.31,Rain,Clear conditions throughout the day with morning rain.,rain,"42506099999,remote",3755,0.66,3390,53,30.4,23.6,26.8,32.1,2.7,2.7,7.0,10.3,4.02
2019-04-15,2264,Bogra,39.5,24.9,31.7,41.1,24.9,33.6,20.8,57.6,0.6,100,25.0,rain,,,,18.4,151.2,1002.5,4.5,4.0,277.2,24.0,9,,2019-04-15T05:41:02,2019-04-15T18:24:44,0.35,Rain,Clear conditions throughout the day with morning rain.,rain,"42506099999,remote",3756,0.87,3391,63,29.5,23.1,25.9,30.2,10.1,10.1,6.0,16.2,3.12
2019-04-16,2265,Bogra,39.1,25.7,31.8,41.3,25.7,34.2,21.5,59.1,4.8,100,79.17,rain,,,,15.1,130.8,1002.5,15.9,4.0,276.6,24.0,9,,2019-04-16T05:40:06,2019-04-16T18:25:11,0.39,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"42506099999,remote",3757,0.75,3392,51,30.0,22.7,26.7,31.5,0.9,0.9,4.0,18.7,3.25
2019-04-17,2266,Bogra,38.2,25.9,30.9,39.7,25.9,32.7,21.0,60.7,11.1,100,50.0,rain,,,,15.8,250.4,1003.0,1.1,4.0,274.1,23.7,9,,2019-04-17T05:39:11,2019-04-17T18:25:38,0.42,Rain,Clear conditions throughout the day with rain clearing later.,rain,"42506099999,remote",3758,0.75,3393,63,31.6,21.5,25.8,30.2,3.7,3.7,2.0,13.3,4.08
2019-04-18,2267,Bogra,37.6,23.1,30.5,37.4,23.1,30.7,16.2,45.3,0.0,0,0.0,,,,,22.0,297.2,1002.9,0.2,4.0,293.2,25.3,9,,2019-04-18T05:38:16,2019-04-18T18:26:05,0.46,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote",3759,0.66,3394,0,31.2,21.4,26.8,30.0,0.0,0.0,0.0,12.5,5.55
2019-04-19,2268,Bogra,38.4,24.4,31.1,37.9,24.4,31.3,16.6,45.2,0.3,100,12.5,rain,,,,13.7,269.7,1003.5,7.4,4.0,289.3,25.2,9,,2019-04-19T05:37:22,2019-04-19T18:26:32,0.5,Rain,Clear conditions throughout the day with afternoon rain.,rain,"42506099999,remote",3760,0.59,3395,51,32.9,21.5,27.3,30.5,0.2,0.2,1.0,11.0,5.65
2019-04-20,2269,Bogra,37.7,24.5,31.2,36.6,24.5,31.1,15.8,42.9,0.2,100,8.33,rain,,,,16.6,250.0,1002.9,21.1,4.0,300.5,25.9,10,,2019-04-20T05:36:29,2019-04-20T18:26:59,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42506099999,remote",3761,0.56,3396,53,32.3,21.6,26.8,30.2,0.8,0.8,2.0,10.1,5.52
2019-04-21,2270,Bogra,39.0,26.4,32.1,38.3,26.4,32.6,16.8,43.5,0.3,100,12.5,rain,,,,13.3,161.0,1002.4,36.9,4.0,294.6,25.4,10,,2019-04-21T05:35:37,2019-04-21T18:27:27,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42506099999,remote",3762,0.97,3397,65,31.8,21.9,26.1,30.7,18.7,18.7,6.0,11.8,5.16
2019-04-22,2271,Bogra,37.2,26.1,31.0,37.4,26.1,31.7,17.9,48.4,0.2,100,8.33,rain,,,,14.8,102.6,1003.0,8.9,4.0,291.4,25.2,9,,2019-04-22T05:34:45,2019-04-22T18:27:55,0.59,Rain,Clear conditions throughout the day with early morning rain.,rain,"42506099999,remote",3763,0.85,3398,51,29.8,21.9,25.7,30.2,0.3,0.3,2.0,9.2,4.51
2019-04-23,2272,Bogra,37.7,24.3,31.0,37.8,24.3,31.5,17.8,48.9,0.6,100,16.67,rain,,,,11.2,101.3,1002.1,5.5,4.0,296.4,25.7,9,,2019-04-23T05:33:53,2019-04-23T18:28:23,0.62,Rain,Clear conditions throughout the day with afternoon rain.,rain,"42506099999,remote",3764,0.69,3399,3,31.6,21.7,27.5,32.3,0.0,0.0,0.0,6.7,5.11
2019-04-24,2273,Bogra,38.9,25.4,32.0,40.1,25.4,33.3,18.9,48.9,1.2,100,12.5,rain,,,,11.2,141.4,1001.5,1.9,4.0,289.1,24.9,9,,2019-04-24T05:33:03,2019-04-24T18:28:51,0.65,Rain,Clear conditions throughout the day with morning rain.,rain,"42506099999,remote",3765,0.63,3400,3,32.6,22.5,28.4,34.3,0.0,0.0,0.0,5.2,5.18
2019-04-25,2274,Bogra,40.2,26.4,33.4,41.9,26.4,35.0,19.0,45.9,0.0,0,0.0,,,,,11.9,217.8,1002.3,0.5,4.0,301.6,25.9,10,,2019-04-25T05:32:13,2019-04-25T18:29:19,0.69,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote",3766,0.56,3401,53,33.3,23.7,29.0,34.9,0.5,0.5,1.0,7.6,5.21
2019-04-26,2275,Bogra,40.3,26.7,33.1,41.7,26.7,34.6,18.8,45.8,0.8,100,33.33,rain,,,,14.0,191.5,1001.4,14.8,4.0,274.8,23.7,9,,2019-04-26T05:31:24,2019-04-26T18:29:48,0.72,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"42506099999,remote",3767,0.59,3402,53,32.6,24.9,28.9,34.6,2.4,2.4,6.0,9.4,4.85
2019-04-27,2276,Bogra,40.9,27.6,33.7,45.3,30.8,37.3,21.6,52.1,1.5,100,50.0,rain,,,,16.9,200.4,1003.7,7.0,4.0,282.8,24.4,9,,2019-04-27T05:30:36,2019-04-27T18:30:17,0.75,Rain,Clear conditions throughout the day with rain.,rain,"42506099999,remote",3768,0.69,3403,53,31.5,24.4,27.6,33.5,6.0,6.0,13.0,10.0,2.79
2019-04-28,2277,Bogra,42.5,27.6,33.9,43.4,31.5,36.4,19.6,49.5,2.6,100,58.33,rain,,,,24.1,193.9,1002.7,2.2,4.0,301.5,26.0,10,,2019-04-28T05:29:49,2019-04-28T18:30:45,0.78,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"42506099999,remote",3769,0.63,3404,55,35.4,23.9,29.0,33.8,1.5,1.5,2.0,15.4,4.14
2019-04-29,2278,Bogra,41.9,26.5,33.1,40.8,26.5,34.7,19.2,52.4,3.8,100,37.5,rain,,,,22.0,192.9,1001.1,0.6,4.0,303.1,26.3,10,,2019-04-29T05:29:02,2019-04-29T18:31:14,0.82,Rain,Clear conditions throughout the day with rain clearing later.,rain,"42506099999,remote",3770,0.56,3405,51,35.6,26.2,30.4,35.8,0.4,0.4,3.0,17.5,5.26
2019-04-30,2279,Bogra,41.4,26.9,33.5,44.9,30.0,37.0,21.7,54.3,1.9,100,33.33,rain,,,,23.0,191.8,1003.0,0.8,4.0,297.8,25.7,9,,2019-04-30T05:28:17,2019-04-30T18:31:44,0.85,Rain,Clear conditions throughout the day with rain clearing later.,rain,"42506099999,remote",3771,0.53,3406,51,35.2,26.0,30.3,34.8,0.6,0.6,3.0,16.7,5.48
2019-05-01,2280,Bogra,40.3,27.4,33.3,44.2,30.9,37.1,21.9,54.2,2.7,100,37.5,rain,,,,25.6,199.0,1002.8,13.5,4.0,292.6,25.1,9,,2019-05-01T05:27:32,2019-05-01T18:32:13,0.88,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"42506099999,remote",3772,0.5,3407,51,34.9,26.3,30.3,34.6,0.1,0.1,1.0,18.9,5.8
2019-05-02,2281,Bogra,39.0,27.2,32.9,41.8,30.5,36.3,21.7,54.8,3.8,100,62.5,rain,,,,22.3,178.3,1002.7,61.8,4.0,265.3,22.9,9,,2019-05-02T05:26:48,2019-05-02T18:32:42,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42506099999,remote",3773,0.5,3408,51,33.6,26.3,29.6,35.0,1.7,1.7,8.0,12.4,4.48
2019-05-03,2282,Bogra,31.9,26.9,29.4,34.9,30.4,33.3,23.4,71.7,9.6,100,83.33,rain,,,,28.8,117.7,1001.9,72.2,4.0,122.0,10.3,4,,2019-05-03T05:26:05,2019-05-03T18:33:12,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42506099999,remote",3774,1.25,3409,63,28.7,24.0,26.0,30.1,36.5,36.5,21.0,26.1,1.51
2019-05-04,2283,Bogra,32.2,23.9,26.8,35.2,23.9,28.7,23.9,85.1,55.8,100,87.5,rain,,,,42.5,45.9,1002.7,74.7,4.0,117.9,10.0,4,,2019-05-04T05:25:23,2019-05-04T18:33:42,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42506099999,remote",3775,2.44,3410,65,25.4,21.8,24.1,26.0,45.1,45.1,12.0,32.9,1.22
2019-05-05,2284,Bogra,37.3,22.3,29.7,40.2,22.3,31.5,20.9,63.2,0.0,0,0.0,,,,,20.5,230.2,1001.8,16.7,4.0,309.3,26.5,10,,2019-05-05T05:24:42,2019-05-05T18:34:12,0.0,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote",3776,1.53,3411,51,32.4,22.0,28.6,32.8,0.1,0.1,1.0,16.9,5.49
2019-05-06,2285,Bogra,39.5,25.3,31.5,38.9,25.3,32.1,18.7,53.4,0.1,100,4.17,rain,,,,20.9,219.8,1001.6,7.6,4.0,314.6,27.2,10,,2019-05-06T05:24:02,2019-05-06T18:34:42,0.05,Rain,Clear conditions throughout the day with early morning rain.,rain,"42506099999,remote",3777,1.03,3412,3,35.4,25.6,29.8,33.5,0.0,0.0,0.0,18.1,6.63
2019-05-07,2286,Bogra,40.1,22.6,31.1,41.1,22.6,32.4,19.6,56.7,0.0,0,0.0,,,,,14.4,193.9,1002.9,9.8,4.0,310.3,26.9,10,,2019-05-07T05:23:23,2019-05-07T18:35:12,0.08,Clear,Clear conditions throughout the day.,clear-day,"42506099999,remote",3778,0.81,3413,3,35.0,25.2,29.7,35.3,0.0,0.0,0.0,14.1,5.79
2019-05-08,2287,Bogra,41.0,24.6,32.1,42.8,24.6,34.0,21.0,58.5,0.0,0,0.0,,,,,16.2,187.3,1002.1,24.9,4.0,300.3,25.9,9,,2019-05-08T05:22:45,2019-05-08T18:35:42,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42506099999,remote",3779,0.72,3414,3,35.3,25.8,30.2,36.5,0.0,0.0,0.0,13.9,5.46
2019-05-09,2288,Bogra,40.8,24.5,32.2,43.1,24.5,34.4,21.1,57.7,0.3,100,12.5,rain,,,,14.0,198.1,1001.8,29.1,4.0,291.5,25.2,9,,2019-05-09T05:22:08,2019-05-09T18:36:12,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42506099999,remote",3780,0.69,3415,3,36.6,26.4,31.0,37.3,0.0,0.0,0.0,14.4,5.84
2019-05-10,2289,Bogra,41.4,25.8,33.1,43.2,25.8,36.0,22.0,59.2,0.4,100,16.67,rain,,,,12.2,177.2,1002.9,15.7,4.0,289.1,24.9,9,,2019-05-10T05:21:32,2019-05-10T18:36:43,0.19,Rain,Clear conditions throughout the day with rain clearing later.,rain,"42506099999,remote",3781,0.66,3416,51,36.6,26.5,31.5,37.9,0.1,0.1,1.0,14.8,5.83
2019-05-11,2290,Bogra,40.5,27.1,33.1,45.0,31.3,38.7,24.0,63.3,1.9,100,37.5,rain,,,,16.2,171.0,,37.9,,269.3,23.4,9,,2019-05-11T05:20:57,2019-05-11T18:37:13,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,remote,3782,0.91,3417,63,35.7,26.1,30.2,35.8,8.7,8.7,6.0,17.9,4.8
2019-05-12,2291,Bogra,38.8,28.0,33.0,43.1,33.5,38.2,23.5,61.2,1.2,100,50.0,rain,,,,22.3,165.2,1001.6,29.8,4.0,248.9,21.4,8,,2019-05-12T05:20:23,2019-05-12T18:37:44,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42506099999,remote",3783,1.06,3418,63,34.8,25.0,29.6,35.0,9.6,9.6,4.0,19.1,5.04
2019-05-13,2292,Bogra,39.7,27.4,33.2,43.2,31.5,37.8,23.0,59.0,1.5,100,45.83,rain,,,,19.8,177.0,1001.2,25.5,4.0,258.9,22.3,9,,2019-05-13T05:19:51,2019-05-13T18:38:14,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42506099999,remote",3784,1.47,3419,65,34.0,24.4,28.2,33.4,23.6,23.6,9.0,15.9,3.74
2019-05-14,2293,Bogra,36.4,26.5,31.5,40.5,26.5,35.6,23.3,64.4,13.9,100,91.67,rain,,,,14.8,186.9,1001.7,34.8,4.0,273.9,23.6,9,,2019-05-14T05:19:19,2019-05-14T18:38:45,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42506099999,remote",3785,1.56,3420,63,32.3,23.3,27.3,32.5,17.8,17.8,10.0,11.5,3.81
2019-05-15,2294,Bogra,38.0,26.3,31.9,41.3,26.3,35.3,22.7,62.5,2.1,100,50.0,rain,,,,15.8,163.3,1001.1,19.3,4.0,274.9,23.8,9,,2019-05-15T05:18:49,2019-05-15T18:39:16,0.37,Rain,Clear conditions throughout the day with rain clearing later.,rain,"42506099999,remote",3786,1.65,3421,61,31.2,23.4,26.2,31.1,16.9,16.9,14.0,11.7,3.27
2019-05-16,2295,Bogra,37.5,26.3,31.9,41.8,26.3,35.5,22.6,60.7,0.6,100,20.83,rain,,,,11.9,113.2,1001.8,36.1,4.0,278.6,24.1,9,,2019-05-16T05:18:19,2019-05-16T18:39:46,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42506099999,remote",3787,1.31,3422,53,29.1,23.5,26.2,30.8,1.0,1.0,5.0,14.8,2.21
2019-05-17,2296,Bogra,39.1,26.5,32.6,43.0,26.5,36.4,22.8,60.1,3.7,100,79.17,rain,,,,16.2,198.7,1002.9,33.4,4.0,275.8,23.9,9,,2019-05-17T05:17:51,2019-05-17T18:40:17,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42506099999,remote",3788,1.03,3423,53,34.3,24.5,28.3,33.4,1.1,1.1,2.0,18.5,3.6
2019-05-18,2297,Bogra,40.8,26.8,33.2,41.6,30.1,36.6,21.6,56.8,3.9,100,54.17,rain,,,,16.9,201.2,1002.3,36.3,4.0,274.0,23.7,9,,2019-05-18T05:17:24,2019-05-18T18:40:47,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42506099999,remote",3789,0.87,3424,55,35.4,26.0,30.6,36.6,2.0,2.0,6.0,13.1,4.93
2019-05-19,2298,Bogra,36.6,27.2,31.5,40.4,31.7,36.3,23.6,66.8,14.8,100,50.0,rain,,,,18.7,148.2,1001.7,36.1,4.0,242.2,20.7,8,,2019-05-19T05:16:58,2019-05-19T18:41:18,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42506099999,remote",3790,0.81,3425,3,34.9,26.7,30.3,36.4,0.0,0.0,0.0,11.4,5.09
2019-05-20,2299,Bogra,37.4,27.6,32.1,42.4,32.4,37.2,23.8,64.5,2.5,100,50.0,rain,,,,20.2,173.5,1001.7,41.1,4.0,245.6,21.1,8,,2019-05-20T05:16:34,2019-05-20T18:41:48,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42506099999,remote",3791,0.87,3426,61,34.4,25.5,28.8,35.0,4.8,4.8,6.0,14.1,4.27
2019-05-21,2300,Bogra,37.0,27.1,31.6,43.5,31.2,37.0,24.2,67.3,3.5,100,79.17,rain,,,,18.4,159.1,1006.5,30.5,4.0,242.0,21.0,7,,2019-05-21T05:16:10,2019-05-21T18:42:18,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42506099999,remote",3792,0.94,3427,63,33.9,24.8,29.4,35.6,6.7,6.7,8.0,12.1,4.18
2019-05-22,2301,Bogra,37.7,26.2,31.1,44.0,26.2,36.7,24.3,69.4,6.8,100,100.0,rain,,,,17.6,148.4,1006.2,29.9,5.0,261.6,22.4,8,,2019-05-22T05:15:48,2019-05-22T18:42:48,0.61,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain,"42506099999,remote,41883099999",3793,1.84,3428,65,32.6,23.3,27.1,32.1,39.4,39.4,17.0,17.7,3.06
2019-05-23,2302,Bogra,32.8,24.6,29.1,40.9,24.6,34.5,25.2,80.1,36.8,100,100.0,rain,,,46.4,18.4,156.5,1006.1,46.6,4.6,210.3,18.2,6,,2019-05-23T05:15:27,2019-05-23T18:43:18,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42506099999,remote,41883099999",3794,2.53,3429,63,31.1,23.3,26.5,31.2,29.5,29.5,16.0,14.7,2.9
2019-05-24,2303,Bogra,34.3,25.6,29.1,45.0,25.6,35.2,26.1,85.0,37.0,100,100.0,rain,,,,15.8,157.3,1004.4,61.0,4.1,241.0,20.9,8,,2019-05-24T05:15:07,2019-05-24T18:43:48,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42506099999,remote,41883099999",3795,2.56,3430,63,26.2,23.0,24.5,27.9,29.9,29.9,14.0,18.9,1.62
2019-05-25,2304,Bogra,32.3,23.1,28.6,41.5,23.1,33.9,25.3,83.3,36.7,100,100.0,rain,,,,18.7,166.7,1002.8,85.2,3.7,180.3,15.4,6,,2019-05-25T05:14:48,2019-05-25T18:44:17,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42506099999,remote,41883099999",3796,1.88,3431,61,30.4,23.0,25.7,30.5,5.0,5.0,11.0,13.5,2.17
2019-05-26,2305,Bogra,35.1,26.1,30.0,43.0,26.1,34.8,25.2,77.2,7.2,100,50.0,rain,,,,20.2,157.2,1002.5,47.4,4.6,271.0,23.5,8,,2019-05-26T05:14:31,2019-05-26T18:44:47,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42506099999,remote,41883099999",3797,1.4,3432,51,34.2,23.6,28.8,34.6,0.9,0.9,5.0,11.5,3.53
2019-05-27,2306,Bogra,36.0,26.5,31.0,45.5,26.5,38.8,26.5,78.6,1.4,100,37.5,rain,,,,20.5,158.1,1002.5,53.2,4.6,273.5,23.5,8,,2019-05-27T05:14:14,2019-05-27T18:45:16,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42506099999,remote,41883099999",3798,1.28,3433,55,34.4,24.8,29.2,34.8,3.9,3.9,10.0,17.6,4.35
2019-05-28,2307,Bogra,34.7,24.1,30.0,43.9,24.1,36.2,25.1,76.1,5.1,100,70.83,rain,,,,16.9,132.9,1003.4,36.4,4.9,265.0,23.0,8,,2019-05-28T05:13:59,2019-05-28T18:45:45,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42506099999,remote,41883099999",3799,1.19,3434,61,33.1,24.2,28.5,33.9,3.0,3.0,5.0,17.1,3.98
2019-05-29,2308,Bogra,35.3,25.6,30.9,44.5,25.6,37.8,25.6,74.6,5.6,100,62.5,rain,,,,15.8,131.8,1002.4,45.8,4.8,292.5,25.1,9,,2019-05-29T05:13:46,2019-05-29T18:46:13,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42506099999,remote,41883099999",3800,1.12,3435,53,33.5,24.4,28.8,34.6,2.2,2.2,6.0,11.8,3.8
