datetime,Unnamed: 0_x,name,tempmax_x,tempmin_x,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed_x,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,Unnamed: 0_y,river_discharge,Unnamed: 0,weathercode,tempmax_y,tempmin_y,temperature_2m_mean,apparent_temperature_mean,precipitation_sum,rain_sum,precipitation_hours,windspeed_y,et0_fao_evapotranspiration
2015-01-14,712,Bogra,25.8,10.7,18.1,25.8,10.7,18.1,9.6,60.9,0.0,0,0.0,,,,,12.2,322.6,1013.5,3.4,1.8,175.9,15.3,7,,2015-01-14T06:49:12,2015-01-14T17:33:47,0.79,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999",2204,0.39,1839,3,24.7,11.2,17.9,18.5,0.0,0.0,0.0,7.1,2.86
2015-01-15,713,Bogra,27.0,12.1,19.0,26.5,12.1,18.9,10.3,60.7,0.0,0,0.0,,,,,10.8,320.6,1013.6,0.0,2.5,185.4,16.0,7,,2015-01-15T06:49:11,2015-01-15T17:34:32,0.83,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999",2205,0.39,1840,3,25.6,11.2,18.4,18.5,0.0,0.0,0.0,9.6,3.03
2015-01-16,714,Bogra,27.1,12.3,19.2,27.3,12.3,19.2,11.3,62.9,0.0,0,0.0,,,,,12.6,325.0,1012.9,0.0,3.7,188.4,16.2,7,,2015-01-16T06:49:08,2015-01-16T17:35:17,0.86,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999",2206,0.39,1841,1,26.1,12.6,19.3,19.4,0.0,0.0,0.0,10.7,3.18
2015-01-17,715,Bogra,26.0,11.9,17.2,26.0,11.9,17.2,10.9,69.2,1.2,100,29.17,rain,,,,16.6,304.5,1013.1,5.9,2.1,169.9,14.6,6,,2015-01-17T06:49:05,2015-01-17T17:36:02,0.89,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999",2207,0.39,1842,1,23.4,13.8,18.2,18.0,0.0,0.0,0.0,11.6,2.65
2015-01-18,716,Bogra,23.7,9.8,15.5,23.7,7.8,15.4,8.8,67.1,0.3,100,12.5,rain,,,,16.6,300.7,1013.7,20.0,3.0,181.3,15.6,7,,2015-01-18T06:48:59,2015-01-18T17:36:47,0.93,Rain,Partly cloudy throughout the day with early morning rain.,rain,"remote,41883099999",2208,0.39,1843,1,22.7,12.8,17.4,17.2,0.0,0.0,0.0,10.2,2.79
2015-01-19,717,Bogra,23.6,8.9,14.8,23.6,7.2,14.5,8.0,67.1,0.0,0,0.0,,,,,12.2,306.1,1015.2,7.5,1.5,182.2,15.8,7,,2015-01-19T06:48:52,2015-01-19T17:37:32,0.96,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999",2209,0.39,1844,51,22.5,11.8,17.1,17.1,0.1,0.1,1.0,8.2,2.56
2015-01-20,718,Bogra,24.2,8.1,14.8,24.2,6.4,14.6,7.0,63.7,0.0,0,0.0,,,,,12.6,314.8,1017.2,0.2,1.6,193.8,16.6,7,,2015-01-20T06:48:44,2015-01-20T17:38:17,0.0,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999",2210,0.39,1845,3,22.9,11.1,16.6,16.0,0.0,0.0,0.0,11.6,2.94
2015-01-21,719,Bogra,24.5,8.1,15.7,24.5,6.1,15.4,7.4,60.4,0.0,0,0.0,,,,,12.6,325.8,1018.4,7.2,2.3,185.8,15.9,7,,2015-01-21T06:48:34,2015-01-21T17:39:02,0.02,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999",2211,0.39,1846,1,24.3,10.6,17.6,17.5,0.0,0.0,0.0,10.7,3.03
2015-01-22,720,Bogra,26.1,9.7,18.0,26.1,8.3,17.9,9.0,59.2,0.0,0,0.0,,,,,12.6,315.0,1015.9,60.2,3.0,188.5,16.2,7,,2015-01-22T06:48:23,2015-01-22T17:39:48,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41883099999",2212,0.39,1847,1,24.8,11.6,18.4,18.8,0.0,0.0,0.0,8.6,2.94
2015-01-23,721,Bogra,27.7,11.7,18.8,27.0,11.7,18.8,8.9,55.6,0.0,0,0.0,,,,,11.5,287.7,1013.5,38.8,3.5,190.1,16.4,7,,2015-01-23T06:48:11,2015-01-23T17:40:33,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41883099999",2213,0.39,1848,1,24.8,12.6,18.3,17.9,0.0,0.0,0.0,9.7,3.31
2015-01-24,722,Bogra,27.3,13.1,19.2,27.0,13.1,19.2,12.1,66.0,0.0,0,0.0,,,,,14.0,294.2,1015.2,14.0,3.5,189.6,16.2,7,,2015-01-24T06:47:57,2015-01-24T17:41:18,0.13,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999",2214,0.39,1849,1,25.1,12.6,18.6,18.4,0.0,0.0,0.0,9.2,3.28
2015-01-25,723,Bogra,26.2,12.1,18.7,26.2,12.1,18.7,9.9,60.5,0.0,0,0.0,,,,,12.6,304.2,1016.0,44.2,3.4,204.8,17.6,8,,2015-01-25T06:47:41,2015-01-25T17:42:02,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41883099999",2215,0.39,1850,1,24.4,12.2,18.0,17.6,0.0,0.0,0.0,10.9,3.31
2015-01-26,724,Bogra,26.3,11.5,18.6,26.3,11.5,18.6,8.2,53.8,0.0,0,0.0,,,,,11.2,308.6,1014.8,59.2,3.0,198.7,17.2,7,,2015-01-26T06:47:24,2015-01-26T17:42:47,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41883099999",2216,0.39,1851,1,24.4,11.4,18.3,18.2,0.0,0.0,0.0,8.4,3.23
2015-01-27,725,Bogra,26.8,13.4,19.5,26.8,13.4,19.5,12.1,63.7,0.0,0,0.0,,,,,13.7,291.2,1013.5,42.5,2.8,169.1,14.5,7,,2015-01-27T06:47:06,2015-01-27T17:43:31,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41883099999",2217,0.37,1852,1,24.9,13.2,19.0,19.2,0.0,0.0,0.0,11.8,3.2
2015-01-28,726,Bogra,28.6,14.1,20.7,28.0,14.1,20.6,13.4,66.1,0.0,0,0.0,,,,,13.3,299.0,1012.6,35.3,2.8,188.0,16.4,7,,2015-01-28T06:46:46,2015-01-28T17:44:16,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41883099999",2218,0.37,1853,2,25.3,14.0,19.5,19.8,0.0,0.0,0.0,14.3,3.1
2015-01-29,727,Bogra,28.0,14.0,19.6,27.6,14.0,19.5,13.5,70.4,0.0,0,0.0,,,,,13.0,324.8,1014.2,19.7,3.2,183.6,15.7,7,,2015-01-29T06:46:25,2015-01-29T17:44:59,0.3,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999",2219,0.37,1854,51,23.5,15.0,19.2,19.7,0.5,0.5,2.0,12.2,2.24
2015-01-30,728,Bogra,26.0,13.8,18.9,26.0,13.8,18.9,11.8,66.4,0.1,100,4.17,rain,,,,17.3,294.6,1014.2,19.2,3.3,167.9,14.4,6,,2015-01-30T06:46:03,2015-01-30T17:45:43,0.34,Rain,Clear conditions throughout the day with morning rain.,rain,"remote,41883099999",2220,0.37,1855,2,22.6,11.7,17.0,16.0,0.0,0.0,0.0,14.0,3.19
2015-01-31,729,Bogra,24.1,9.1,16.2,24.1,7.8,16.1,5.7,53.1,0.0,0,0.0,,,,,14.0,305.4,1015.7,2.5,3.0,202.8,17.5,7,,2015-01-31T06:45:39,2015-01-31T17:46:27,0.37,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999",2221,0.37,1856,1,21.2,10.7,15.7,14.5,0.0,0.0,0.0,9.0,3.14
2015-02-01,730,Bogra,24.1,8.5,15.9,24.1,6.6,15.6,5.9,55.4,0.0,0,0.0,,,,,13.7,314.4,1015.2,0.0,3.2,195.0,16.9,7,,2015-02-01T06:45:14,2015-02-01T17:47:10,0.41,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999",2222,0.37,1857,0,22.5,10.1,16.4,15.5,0.0,0.0,0.0,9.7,3.24
2015-02-02,731,Bogra,26.7,9.3,17.5,26.7,7.8,17.4,8.3,57.4,0.0,0,0.0,,,,,11.2,320.7,1015.8,0.0,3.6,196.2,16.8,7,,2015-02-02T06:44:47,2015-02-02T17:47:52,0.44,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999",2223,0.37,1858,0,24.8,10.8,17.8,17.3,0.0,0.0,0.0,9.6,3.47
2015-02-03,732,Bogra,28.9,12.0,19.6,27.9,12.0,19.5,9.9,57.0,0.0,0,0.0,,,,,11.9,326.5,1017.7,23.5,3.7,211.5,18.4,8,,2015-02-03T06:44:19,2015-02-03T17:48:35,0.48,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"remote,41883099999",2224,0.37,1859,1,26.6,11.7,19.2,18.6,0.0,0.0,0.0,10.0,3.76
2015-02-04,733,Bogra,29.6,13.1,20.7,28.1,13.1,20.5,9.3,51.2,0.0,0,0.0,,,,,13.0,276.6,1016.9,65.2,3.0,197.0,16.8,7,,2015-02-04T06:43:50,2015-02-04T17:49:17,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41883099999",2225,0.37,1860,1,27.4,11.7,20.0,20.0,0.0,0.0,0.0,10.1,3.75
2015-02-05,734,Bogra,28.7,14.3,20.2,27.5,14.3,20.1,9.7,53.6,0.0,0,0.0,,,,,12.6,310.8,1015.0,76.6,4.3,192.1,16.5,7,,2015-02-05T06:43:20,2015-02-05T17:49:59,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41883099999",2226,0.37,1861,1,26.1,13.0,19.3,18.8,0.0,0.0,0.0,9.4,3.63
2015-02-06,735,Bogra,29.9,11.0,18.2,29.1,11.0,18.2,6.2,49.7,0.0,0,0.0,,,,,14.8,312.8,1014.9,87.5,2.8,209.3,18.0,8,,2015-02-06T06:42:48,2015-02-06T17:50:40,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41883099999",2227,0.37,1862,1,24.5,12.1,18.3,17.7,0.0,0.0,0.0,8.8,3.57
2015-02-07,736,Bogra,25.4,10.0,18.3,25.4,8.6,18.2,6.4,50.0,0.0,0,0.0,,,,,10.1,310.3,1013.6,67.3,3.8,191.5,16.4,7,,2015-02-07T06:42:15,2015-02-07T17:51:21,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41883099999",2228,0.37,1863,1,24.7,12.6,18.5,18.3,0.0,0.0,0.0,9.0,3.44
2015-02-08,737,Bogra,27.9,13.6,20.4,26.9,13.6,20.3,8.3,48.8,0.0,0,0.0,,,,,10.4,292.2,1013.8,56.5,3.3,200.9,17.4,8,,2015-02-08T06:41:41,2015-02-08T17:52:01,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41883099999",2229,0.37,1864,2,25.5,12.2,19.5,19.9,0.0,0.0,0.0,9.4,3.56
2015-02-09,738,Bogra,26.4,13.6,20.0,26.4,13.6,20.0,11.8,61.0,0.0,0,0.0,,,,,14.8,294.6,1014.8,62.6,3.2,146.6,12.6,6,,2015-02-09T06:41:06,2015-02-09T17:52:41,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41883099999",2230,0.37,1865,1,26.7,13.3,20.4,20.7,0.0,0.0,0.0,10.7,3.77
2015-02-10,739,Bogra,28.1,15.2,20.9,27.2,15.2,20.8,10.7,54.7,0.0,0,0.0,,,,,18.7,294.8,1015.7,85.0,3.8,181.2,15.6,7,,2015-02-10T06:40:29,2015-02-10T17:53:21,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41883099999",2231,0.37,1866,1,26.6,14.7,20.3,20.0,0.0,0.0,0.0,11.2,3.86
2015-02-11,740,Bogra,28.1,12.4,19.7,26.9,12.4,19.5,6.9,47.1,0.0,0,0.0,,,,,12.6,304.3,1013.9,52.0,3.4,205.9,17.6,7,,2015-02-11T06:39:52,2015-02-11T17:54:00,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41883099999",2232,0.37,1867,0,26.3,13.3,19.4,18.4,0.0,0.0,0.0,10.5,4.2
2015-02-12,741,Bogra,28.1,11.2,19.2,26.8,11.2,19.1,6.9,48.3,0.0,0,0.0,,,,,13.7,295.5,1011.7,20.4,4.0,228.4,19.8,8,,2015-02-12T06:39:13,2015-02-12T17:54:39,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41883099999",2233,0.37,1868,0,26.1,12.7,19.5,18.2,0.0,0.0,0.0,10.9,4.3
2015-02-13,742,Bogra,28.7,14.4,21.2,27.6,14.4,21.1,9.6,49.6,0.0,0,0.0,,,,,13.7,279.9,1010.8,14.1,4.0,207.4,18.0,8,,2015-02-13T06:38:33,2015-02-13T17:55:18,0.81,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999",2234,0.37,1869,1,25.8,12.8,19.6,18.6,0.0,0.0,0.0,13.1,3.76
2015-02-14,743,Bogra,28.0,13.9,21.0,27.0,13.9,20.9,9.6,51.4,0.0,0,0.0,,,,,8.3,282.2,1011.0,9.3,3.4,208.6,18.1,8,,2015-02-14T06:37:52,2015-02-14T17:55:55,0.84,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999",2235,0.37,1870,1,26.0,12.8,20.3,19.8,0.0,0.0,0.0,9.0,3.9
2015-02-15,744,Bogra,28.4,14.8,21.1,27.5,14.8,21.0,11.7,57.1,1.2,100,20.83,rain,,,,11.5,118.7,1011.6,9.8,4.0,190.3,16.4,7,,2015-02-15T06:37:10,2015-02-15T17:56:33,0.88,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"remote,41883099999",2236,0.37,1871,53,24.9,14.8,19.5,20.0,1.1,1.1,4.0,10.4,3.22
2015-02-16,745,Bogra,28.6,16.4,22.2,28.1,16.4,22.1,14.2,63.7,0.0,0,0.0,,,,,10.1,122.8,1013.1,37.4,3.2,184.0,16.0,7,,2015-02-16T06:36:27,2015-02-16T17:57:10,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41883099999",2237,0.41,1872,1,26.7,14.2,20.7,21.3,0.0,0.0,0.0,9.4,3.72
2015-02-17,746,Bogra,29.6,16.4,23.7,28.4,16.4,23.5,12.4,51.5,0.0,0,0.0,,,,,7.6,100.3,1011.0,0.4,3.8,197.8,17.3,8,,2015-02-17T06:35:43,2015-02-17T17:57:46,0.94,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999",2238,0.41,1873,1,27.0,14.2,21.4,22.2,0.0,0.0,0.0,11.5,3.52
2015-02-18,747,Bogra,29.8,17.4,23.0,29.2,17.4,23.0,14.9,62.3,2.3,100,20.83,rain,,,,11.5,169.3,1010.0,8.6,3.4,197.5,17.1,7,,2015-02-18T06:34:58,2015-02-18T17:58:23,0.98,Rain,Clear conditions throughout the day with rain clearing later.,rain,"remote,41883099999",2239,0.53,1874,63,26.6,16.6,21.0,23.1,7.1,7.1,7.0,8.2,3.21
2015-02-19,748,Bogra,28.1,17.4,22.5,28.5,17.4,22.6,17.2,73.4,16.5,100,50.0,rain,,,,17.3,170.2,1010.8,30.8,3.8,198.3,17.2,7,,2015-02-19T06:34:12,2015-02-19T17:58:58,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"remote,41883099999",2240,0.53,1875,63,23.3,17.0,19.9,21.5,5.1,5.1,6.0,10.5,2.15
2015-02-20,749,Bogra,29.7,16.9,23.2,29.2,16.9,23.2,15.9,66.1,0.0,0,0.0,,,,,11.9,158.3,1011.9,11.7,3.8,208.5,18.2,8,,2015-02-20T06:33:26,2015-02-20T17:59:34,0.04,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999",2241,0.47,1876,51,25.7,16.2,20.9,23.0,0.3,0.3,2.0,8.4,2.9
2015-02-21,750,Bogra,30.5,18.3,24.0,29.7,18.3,23.9,15.5,61.5,0.9,100,16.67,rain,,,,11.2,195.1,1010.8,15.8,4.0,206.0,17.9,8,,2015-02-21T06:32:38,2015-02-21T18:00:08,0.08,Rain,Clear conditions throughout the day with early morning rain.,rain,"remote,41883099999",2242,0.59,1877,63,26.7,16.1,21.4,23.4,7.3,7.3,9.0,10.6,3.28
2015-02-22,751,Bogra,31.7,18.6,24.5,30.3,18.6,24.3,14.9,59.1,0.0,0,0.0,,,,,11.2,192.7,1010.4,14.8,3.4,211.8,18.4,8,,2015-02-22T06:31:49,2015-02-22T18:00:43,0.11,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999",2243,0.56,1878,51,26.8,17.1,21.6,24.0,0.8,0.8,5.0,7.8,3.21
2015-02-23,752,Bogra,31.9,18.1,24.8,32.0,18.1,24.7,15.7,60.2,0.0,0,0.0,,,,,10.8,148.2,1011.7,4.6,3.4,213.1,18.5,8,,2015-02-23T06:31:00,2015-02-23T18:01:17,0.14,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999",2244,0.5,1879,51,28.3,17.0,23.4,26.1,0.4,0.4,2.0,6.9,3.47
2015-02-24,753,Bogra,32.7,19.0,25.6,31.9,19.0,25.4,16.3,60.0,0.0,0,0.0,,,,,11.5,185.7,1010.5,8.7,3.0,221.8,19.3,8,,2015-02-24T06:30:09,2015-02-24T18:01:50,0.18,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999",2245,0.47,1880,2,28.3,20.2,23.9,26.5,0.0,0.0,0.0,11.0,3.2
2015-02-25,754,Bogra,32.5,19.1,25.7,32.8,19.1,25.7,16.3,59.1,0.0,0,0.0,,,,,10.1,197.7,1008.2,26.5,3.0,206.7,17.8,7,,2015-02-25T06:29:18,2015-02-25T18:02:23,0.25,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"remote,41883099999",2246,0.47,1881,51,28.3,19.7,23.7,26.7,0.6,0.6,3.0,9.0,3.32
2015-02-26,755,Bogra,33.3,19.7,25.8,34.7,19.7,26.1,16.3,59.6,0.0,0,0.0,,,,,14.8,187.9,1006.7,18.5,2.7,219.7,19.2,8,,2015-02-26T06:28:27,2015-02-26T18:02:56,0.25,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999",2247,0.44,1882,51,30.0,19.3,24.5,27.4,0.1,0.1,1.0,9.0,3.8
2015-02-27,756,Bogra,33.5,19.0,26.2,32.7,19.0,26.0,16.4,59.0,0.0,0,0.0,,,,,15.8,233.0,1006.3,11.8,3.0,217.7,18.8,8,,2015-02-27T06:27:34,2015-02-27T18:03:28,0.28,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999",2248,0.44,1883,3,30.4,18.9,24.3,27.1,0.0,0.0,0.0,8.2,4.18
2015-02-28,757,Bogra,33.7,19.3,26.0,32.9,19.3,26.2,16.1,57.4,0.0,0,0.0,,,,,11.9,225.9,1009.3,21.4,3.3,213.4,18.4,8,,2015-02-28T06:26:41,2015-02-28T18:04:00,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41883099999",2249,0.44,1884,51,30.1,18.9,25.2,29.0,0.2,0.2,2.0,7.9,4.02
2015-03-01,758,Bogra,34.2,21.7,27.3,34.0,21.7,27.6,17.9,59.5,0.0,0,0.0,,,,,10.1,168.1,1010.6,72.0,3.3,203.4,17.6,8,,2015-03-01T06:25:47,2015-03-01T18:04:31,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41883099999",2250,0.44,1885,3,29.6,21.3,25.3,29.2,0.0,0.0,0.0,7.1,3.35
2015-03-02,759,Bogra,34.7,22.5,27.3,33.9,22.5,27.2,15.8,52.7,0.0,0,0.0,,,,,21.6,275.5,1011.3,36.2,3.0,234.3,20.2,8,,2015-03-02T06:24:52,2015-03-02T18:05:03,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41883099999",2251,0.44,1886,53,28.3,17.2,22.6,23.7,0.9,0.9,3.0,21.6,3.69
2015-03-03,760,Bogra,31.8,19.2,25.1,30.8,19.2,24.9,13.7,51.2,0.4,100,16.67,rain,,,,20.2,280.7,,20.0,,222.8,19.2,8,,2015-03-03T06:23:57,2015-03-03T18:05:33,0.42,Rain,Partly cloudy throughout the day with rain clearing later.,rain,remote,2252,0.41,1887,1,28.2,16.8,22.7,23.9,0.0,0.0,0.0,16.6,4.21
2015-03-04,761,Bogra,28.8,20.2,23.4,28.4,20.2,23.4,14.8,59.6,7.8,100,50.0,rain,,,,18.4,253.4,,36.8,,184.1,16.0,7,,2015-03-04T06:23:01,2015-03-04T18:06:04,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote,2253,0.41,1888,51,24.8,17.8,21.2,22.2,0.8,0.8,5.0,14.7,2.98
2015-03-05,762,Bogra,30.7,16.4,22.9,28.8,16.4,22.5,8.6,44.7,0.0,0,0.0,,,,,19.1,277.1,,5.5,,267.1,23.0,9,,2015-03-05T06:22:05,2015-03-05T18:06:34,0.48,Clear,Clear conditions throughout the day.,clear-day,remote,2254,0.41,1889,3,26.3,13.9,20.7,19.9,0.0,0.0,0.0,11.6,4.59
2015-03-06,763,Bogra,30.1,14.1,21.8,28.2,14.1,21.3,5.6,38.4,0.0,0,0.0,,,,,15.8,295.0,,0.0,,269.6,23.3,9,,2015-03-06T06:21:08,2015-03-06T18:07:03,0.5,Clear,Clear conditions throughout the day.,clear-day,remote,2255,0.41,1890,0,26.4,13.3,20.3,19.7,0.0,0.0,0.0,10.1,4.75
2015-03-07,764,Bogra,31.1,14.6,22.7,29.2,14.6,22.2,7.5,40.3,0.0,0,0.0,,,,,15.8,294.6,,0.0,,266.3,23.2,9,,2015-03-07T06:20:10,2015-03-07T18:07:33,0.55,Clear,Clear conditions throughout the day.,clear-day,remote,2256,0.41,1891,0,27.6,13.1,21.6,22.0,0.0,0.0,0.0,9.5,4.62
2015-03-08,765,Bogra,32.2,15.7,23.9,30.1,15.7,23.2,8.5,41.1,0.0,0,0.0,,,,,12.6,308.8,,0.0,,268.8,23.4,9,,2015-03-08T06:19:12,2015-03-08T18:08:02,0.59,Clear,Clear conditions throughout the day.,clear-day,remote,2257,0.41,1892,3,28.9,16.2,22.3,22.9,0.0,0.0,0.0,9.9,4.78
2015-03-09,766,Bogra,34.5,17.0,25.2,32.4,17.0,24.6,9.4,39.4,0.0,0,0.0,,,,,16.2,311.7,,2.7,,260.1,22.5,9,,2015-03-09T06:18:14,2015-03-09T18:08:30,0.62,Clear,Clear conditions throughout the day.,clear-day,remote,2258,0.41,1893,1,30.1,16.0,23.9,24.6,0.0,0.0,0.0,11.3,4.96
2015-03-10,767,Bogra,36.2,17.5,26.4,33.5,17.5,25.5,8.1,36.3,0.0,0,0.0,,,,,19.8,291.8,,7.7,,269.4,23.3,9,,2015-03-10T06:17:15,2015-03-10T18:08:59,0.65,Clear,Clear conditions throughout the day.,clear-day,remote,2259,0.41,1894,0,31.2,17.7,24.1,23.7,0.0,0.0,0.0,16.1,5.85
2015-03-11,768,Bogra,34.2,17.5,25.1,31.6,17.5,24.2,3.1,27.8,0.0,0,0.0,,,,,22.0,303.6,,1.6,,292.1,25.3,10,,2015-03-11T06:16:16,2015-03-11T18:09:27,0.69,Clear,Clear conditions throughout the day.,clear-day,remote,2260,0.41,1895,0,29.3,15.7,22.3,21.7,0.0,0.0,0.0,10.4,5.42
2015-03-12,769,Bogra,34.5,14.7,24.1,31.9,14.7,23.3,2.5,27.3,0.0,0,0.0,,,,,16.9,300.1,,0.0,,288.7,25.0,10,,2015-03-12T06:15:17,2015-03-12T18:09:55,0.72,Clear,Clear conditions throughout the day.,clear-day,remote,2261,0.41,1896,0,30.1,15.5,22.9,22.5,0.0,0.0,0.0,10.8,5.53
2015-03-13,770,Bogra,35.6,15.5,25.6,33.2,15.5,24.8,5.7,29.9,0.0,0,0.0,,,,,18.7,287.1,,10.6,,269.9,23.4,9,,2015-03-13T06:14:17,2015-03-13T18:10:23,0.75,Clear,Clear conditions throughout the day.,clear-day,remote,2262,0.41,1897,0,30.3,16.2,23.6,24.5,0.0,0.0,0.0,10.2,5.04
2015-03-14,771,Bogra,36.5,20.6,28.2,35.3,20.6,27.6,11.7,37.9,0.0,0,0.0,,,,,23.0,275.7,,0.0,,263.9,22.9,9,,2015-03-14T06:13:16,2015-03-14T18:10:50,0.79,Clear,Clear conditions throughout the day.,clear-day,remote,2263,0.41,1898,0,32.2,18.1,25.9,26.5,0.0,0.0,0.0,13.9,5.73
2015-03-15,772,Bogra,36.6,21.1,28.6,35.4,21.1,28.0,12.1,37.9,0.0,0,0.0,,,,,19.8,287.3,,15.8,,265.6,23.1,9,,2015-03-15T06:12:16,2015-03-15T18:11:17,0.82,Clear,Clear conditions throughout the day.,clear-day,remote,2264,0.41,1899,1,32.5,20.3,25.9,26.8,0.0,0.0,0.0,15.6,5.64
2015-03-16,773,Bogra,36.0,21.2,28.5,35.2,21.2,28.1,12.9,39.8,0.0,0,0.0,,,,,22.7,299.5,,20.3,,253.9,21.8,9,,2015-03-16T06:11:15,2015-03-16T18:11:44,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote,2265,0.41,1900,2,31.3,19.9,25.3,26.1,0.0,0.0,0.0,16.6,5.38
2015-03-17,774,Bogra,36.3,21.9,28.2,35.0,21.9,27.9,14.0,44.1,0.3,100,12.5,rain,,,,24.5,275.0,1008.3,4.9,5.3,268.4,23.1,9,,2015-03-17T06:10:14,2015-03-17T18:12:11,0.89,Rain,Clear conditions throughout the day with early morning rain.,rain,"remote,41883099999",2266,0.41,1901,1,31.7,20.2,26.0,27.5,0.0,0.0,0.0,18.1,5.3
2015-03-18,775,Bogra,36.2,21.8,27.7,34.9,21.8,27.3,14.0,46.5,0.0,0,0.0,,,,,16.9,274.9,1008.4,6.5,4.7,273.3,23.6,9,,2015-03-18T06:09:13,2015-03-18T18:12:38,0.93,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999",2267,0.41,1902,1,31.2,19.4,25.2,25.9,0.0,0.0,0.0,13.8,5.32
2015-03-19,776,Bogra,35.1,19.4,26.6,33.0,19.4,25.9,10.3,40.6,0.0,0,0.0,,,,,19.4,285.9,1010.2,10.3,4.3,279.1,24.1,9,,2015-03-19T06:08:12,2015-03-19T18:13:04,0.96,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999",2268,0.41,1903,1,30.2,18.3,24.1,23.5,0.0,0.0,0.0,13.7,5.92
2015-03-20,777,Bogra,34.8,17.4,25.9,32.2,17.4,25.1,7.2,36.4,0.0,0,0.0,,,,,9.4,314.2,1011.4,1.2,4.4,293.6,25.5,10,,2015-03-20T06:07:10,2015-03-20T18:13:30,0.0,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999",2269,0.41,1904,0,30.4,17.4,24.0,24.8,0.0,0.0,0.0,8.7,5.3
2015-03-21,778,Bogra,36.1,18.8,27.4,33.6,18.8,26.5,5.9,27.2,0.0,0,0.0,,,,,13.3,301.5,,0.0,,287.4,24.8,9,,2015-03-21T06:06:08,2015-03-21T18:13:57,0.03,Clear,Clear conditions throughout the day.,clear-day,remote,2270,0.41,1905,0,31.7,18.0,25.4,26.1,0.0,0.0,0.0,10.0,5.71
