datetime,Unnamed: 0_x,name,tempmax_x,tempmin_x,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed_x,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,Unnamed: 0.1,Unnamed: 0_y,river_discharge,Unnamed: 0,weathercode,tempmax_y,tempmin_y,temperature_2m_mean,apparent_temperature_mean,precipitation_sum,rain_sum,precipitation_hours,windspeed_y,et0_fao_evapotranspiration
16-04-2022,3971,"24.8990,91.8711",87.5,65.0,75.5,98.1,65.0,77.5,70.4,85.0,0.945,100,45.83,rain,0.0,0.0,33.6,31.5,84.7,1005.4,70.6,8.3,169.8,14.7,9,75.0,2022-04-16T05:29:49,2022-04-16T18:15:21,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",4853,4853,2.94,4488,63,28.7,22.0,25.1,29.9,28.7,28.7,24.0,10.9,2.72
16-04-2023,4336,"24.8990,91.8711",102.6,74.0,86.9,108.3,74.0,87.4,56.0,39.3,0.0,0,0.0,,0.0,0.0,13.2,10.7,131.0,1005.7,68.9,10.8,309.6,26.6,10,10.0,2023-04-16T05:30:03,2023-04-16T18:15:15,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",5218,5218,1.06,4853,1,35.2,22.0,28.5,33.3,0.0,0.0,0.0,11.2,5.42
16-05-2013,349,"24.8990,91.8711",81.7,72.8,77.8,89.5,72.8,79.2,75.6,93.1,1.917,100,100.0,rain,,,,17.1,79.2,1001.9,90.1,1.4,94.8,8.3,3,,2013-05-16T05:07:59,2013-05-16T18:30:03,0.21,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote",1596,1596,7.85,1231,63,24.7,21.2,23.1,26.5,60.9,60.9,24.0,11.6,0.94
16-05-2014,714,"24.8990,91.8711",97.4,72.3,84.1,107.3,72.3,89.1,73.8,73.8,0.06,100,41.67,rain,,,,7.8,178.5,1004.7,54.9,3.0,310.2,26.8,10,,2014-05-16T05:08:06,2014-05-16T18:29:56,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"41915099999,41891099999,remote",1961,1961,3.38,1596,53,31.1,22.8,26.4,31.7,3.2,3.2,6.0,6.6,3.84
16-05-2015,2052,"24.8990,91.8711",88.5,75.5,81.1,96.8,75.5,85.5,76.7,87.2,0.551,100,75.0,rain,,,,7.6,233.0,1007.0,80.7,2.7,110.3,9.7,4,,2015-05-16T05:08:14,2015-05-16T18:29:49,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote",2326,2326,5.87,1961,63,28.0,23.3,25.0,30.3,37.1,37.1,17.0,4.9,1.51
16-05-2016,2418,"24.8990,91.8711",90.8,70.1,81.0,109.6,70.1,87.1,76.7,87.4,0.59,100,8.33,rain,,,30.0,11.4,184.2,1005.8,42.6,2.5,274.5,23.9,9,,2016-05-16T05:07:52,2016-05-16T18:30:11,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",2692,2692,7.75,2327,63,28.5,23.3,24.6,29.7,60.1,60.1,24.0,8.6,1.62
16-05-2017,2783,"24.8990,91.8711",86.8,69.5,79.8,97.5,69.5,83.9,75.4,87.0,0.236,100,12.5,rain,,,,10.3,201.9,1003.3,53.1,2.3,240.0,20.7,8,,2017-05-16T05:07:58,2017-05-16T18:30:03,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",3057,3057,6.35,2692,63,28.8,22.6,24.7,29.0,26.0,26.0,8.0,7.6,2.13
16-05-2018,1201,"24.8990,91.8711",85.0,70.3,77.8,93.6,70.3,80.1,73.0,86.1,0.472,100,8.33,rain,,,,6.9,186.9,1006.8,45.3,2.5,219.4,19.0,7,,2018-05-16T05:08:05,2018-05-16T18:29:57,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",3422,3422,3.97,3057,61,26.6,21.9,23.8,28.0,12.6,12.6,17.0,5.9,2.19
16-05-2019,1566,"24.8990,91.8711",90.4,62.9,79.5,104.3,62.9,84.8,73.7,83.4,0.252,100,8.33,rain,,,,4.9,172.9,1009.1,63.4,1.3,252.5,22.1,8,,2019-05-16T05:08:13,2019-05-16T18:29:50,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42618099999,42515099999,remote,42516099999",3787,3787,2.78,3422,61,28.1,22.8,25.2,30.0,12.0,12.0,19.0,7.7,2.5
16-05-2020,2906,"24.8990,91.8711",91.7,71.7,81.9,108.1,71.7,88.7,76.4,84.4,0.099,100,8.33,rain,,,39.1,8.7,209.7,1005.3,35.1,2.3,290.1,25.2,9,,2020-05-16T05:07:52,2020-05-16T18:30:14,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",4153,4153,4.15,3788,65,29.3,22.4,25.4,30.2,34.7,34.7,18.0,8.0,2.7
16-05-2021,3271,"24.8990,91.8711",90.9,65.9,80.3,105.4,65.9,85.8,73.7,81.6,0.779,100,54.17,rain,,,,5.6,190.2,1008.0,18.2,2.0,293.5,25.3,9,,2021-05-16T05:07:59,2021-05-16T18:30:07,0.15,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"42618099999,42515099999,remote,42516099999",4518,4518,1.78,4153,53,30.3,22.8,26.7,31.9,3.4,3.4,12.0,5.7,3.61
16-05-2022,3636,"24.8990,91.8711",76.6,69.8,74.3,76.6,69.8,74.3,72.6,94.4,1.22,100,12.5,rain,0.0,0.0,15.2,7.4,75.2,1005.6,98.3,4.2,58.0,4.9,3,10.0,2022-05-16T05:08:07,2022-05-16T18:30:00,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"42618099999,42515099999,remote,42516099999",4883,4883,4.85,4518,63,28.5,22.9,24.9,29.9,32.8,32.8,24.0,7.2,1.53
16-05-2022,4001,"24.8990,91.8711",76.6,69.8,74.3,76.6,69.8,74.3,72.6,94.4,1.22,100,12.5,rain,0.0,0.0,15.2,7.4,75.2,1005.6,98.3,4.2,58.0,4.9,3,10.0,2022-05-16T05:08:07,2022-05-16T18:30:00,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"42618099999,42515099999,remote,42516099999",4883,4883,4.85,4518,63,28.5,22.9,24.9,29.9,32.8,32.8,24.0,7.2,1.53
16-05-2023,4366,"24.8990,91.8711",94.0,71.9,79.1,100.1,71.9,81.0,70.1,75.7,0.118,100,4.17,rain,0.0,0.0,24.2,18.6,98.3,1006.9,45.3,9.2,319.3,27.5,10,30.0,2023-05-16T05:08:14,2023-05-16T18:29:54,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",5248,5248,4.35,4883,63,30.7,22.3,24.4,28.9,53.8,53.8,21.0,11.5,2.88
16-06-2012,15,"24.8990,91.8711",85.4,75.3,80.0,97.5,75.3,83.9,77.1,91.1,1.64,100,100.0,rain,,,,10.7,138.5,999.3,91.9,1.7,181.5,15.6,6,,2012-06-16T05:02:55,2012-06-16T18:43:38,0.89,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote",1262,1262,11.36,897,65,27.3,24.3,25.7,31.7,134.1,134.1,24.0,6.9,0.76
16-06-2013,380,"24.8990,91.8711",91.7,79.2,85.2,110.2,79.2,97.0,79.7,84.5,0.088,100,50.0,rain,,,,9.1,237.8,1002.8,47.9,2.5,278.6,24.0,9,,2013-06-16T05:02:53,2013-06-16T18:43:33,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"41915099999,41891099999,remote",1627,1627,4.81,1262,63,32.1,24.9,28.3,34.9,10.1,10.1,10.0,10.2,3.65
16-06-2014,745,"24.8990,91.8711",91.5,77.3,83.6,118.5,77.3,95.2,80.0,89.5,1.068,100,91.67,rain,,,,8.1,188.0,999.3,81.1,2.9,142.6,12.2,4,,2014-06-16T05:02:52,2014-06-16T18:43:29,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote",1992,1992,3.35,1627,63,29.1,25.3,26.9,33.4,27.2,27.2,22.0,5.2,2.37
16-06-2015,2083,"24.8990,91.8711",85.8,76.7,80.6,99.1,76.7,85.9,77.8,91.3,0.4,100,79.17,rain,,,,8.9,169.9,1003.5,79.6,2.6,160.6,13.9,5,,2015-06-16T05:02:50,2015-06-16T18:43:25,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote",2357,2357,5.47,1992,63,28.5,24.2,25.8,31.5,25.6,25.6,24.0,7.3,1.71
16-06-2016,2449,"24.8990,91.8711",90.4,67.4,80.7,108.7,67.4,88.0,77.0,89.0,0.276,100,4.17,rain,,,,8.1,203.5,1002.3,70.5,1.3,235.3,20.3,8,,2016-06-16T05:02:56,2016-06-16T18:43:38,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,42515099999,remote,42516099999",2723,2723,6.5,2358,61,30.2,25.3,27.1,33.2,8.2,8.2,14.0,7.6,2.74
16-06-2017,2814,"24.8990,91.8711",85.6,65.9,77.3,102.2,65.9,80.5,75.2,93.4,1.098,100,12.5,rain,,,,9.4,143.4,1003.7,80.6,0.9,152.7,13.1,5,,2017-06-16T05:02:54,2017-06-16T18:43:33,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42618099999,42515099999,remote,42516099999",3088,3088,9.99,2723,63,26.5,24.3,25.5,30.3,84.7,84.7,24.0,16.1,0.77
16-06-2018,1232,"24.8990,91.8711",87.2,73.6,80.0,104.5,73.6,85.6,77.5,92.3,0.189,100,8.33,rain,,,,11.0,158.7,1001.9,63.9,2.2,202.9,17.5,7,,2018-06-16T05:02:52,2018-06-16T18:43:30,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"41915099999,42515099999,41891099999,remote,42516099999",3453,3453,6.82,3088,63,30.6,23.8,26.0,31.7,33.3,33.3,21.0,7.9,2.19
16-06-2019,1597,"24.8990,91.8711",89.5,79.1,83.5,110.5,79.1,94.6,80.4,90.7,0.39,100,62.5,rain,,,,9.6,181.5,1000.6,70.7,2.1,219.4,18.9,7,,2019-06-16T05:02:51,2019-06-16T18:43:26,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",3818,3818,4.22,3453,63,30.0,25.2,27.7,34.3,37.3,37.3,24.0,8.0,1.98
16-06-2020,2937,"24.8990,91.8711",88.4,76.5,82.6,100.8,76.5,91.5,78.6,88.1,0.118,100,8.33,rain,,,,10.7,167.9,1001.2,93.6,2.3,150.1,12.9,6,,2020-06-16T05:02:57,2020-06-16T18:43:40,0.84,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",4184,4184,6.62,3819,65,30.9,25.5,27.5,34.1,51.3,51.3,21.0,5.3,2.7
16-06-2021,3302,"24.8990,91.8711",91.1,68.1,80.7,107.0,68.1,86.4,75.7,85.9,0.157,100,4.17,rain,,,,8.7,167.3,1000.5,74.0,2.2,275.8,23.7,8,,2021-06-16T05:02:56,2021-06-16T18:43:37,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42618099999,42515099999,remote,42516099999",4549,4549,3.22,4184,53,30.7,25.2,28.1,33.6,2.6,2.6,7.0,10.1,4.0
16-06-2022,3667,"24.8990,91.8711",77.6,65.0,73.5,77.6,65.0,73.5,72.7,97.4,2.873,100,20.83,rain,0.0,0.0,12.8,7.2,70.1,1005.2,99.6,3.1,17.4,1.6,1,10.0,2022-06-16T05:02:55,2022-06-16T18:43:33,0.56,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42618099999,42515099999,remote,42516099999",4914,4914,8.73,4549,63,25.4,24.4,25.0,29.8,86.5,86.5,24.0,19.8,0.78
16-06-2022,4032,"24.8990,91.8711",77.6,65.0,73.5,77.6,65.0,73.5,72.7,97.4,2.873,100,20.83,rain,0.0,0.0,12.8,7.2,70.1,1005.2,99.6,3.1,17.4,1.6,1,10.0,2022-06-16T05:02:55,2022-06-16T18:43:33,0.56,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42618099999,42515099999,remote,42516099999",4914,4914,8.73,4549,63,25.4,24.4,25.0,29.8,86.5,86.5,24.0,19.8,0.78
16-06-2023,4397,"24.8990,91.8711",82.7,72.6,77.4,91.9,72.6,79.4,75.0,92.4,1.024,100,4.17,rain,0.0,0.0,14.1,11.6,102.5,1002.4,86.9,5.8,168.1,14.5,7,30.0,2023-06-16T05:02:54,2023-06-16T18:43:30,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",5279,5279,6.83,4914,63,26.5,24.7,25.3,30.8,87.7,87.7,24.0,10.3,1.12
16-07-2012,45,"24.8990,91.8711",87.0,77.1,81.9,102.8,77.1,89.8,78.6,90.2,0.144,100,91.67,rain,,,,11.9,194.4,1004.0,91.3,3.0,164.0,14.3,5,,2012-07-16T05:12:48,2012-07-16T18:44:11,0.9,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote",1292,1292,7.05,927,63,29.5,24.8,26.6,32.1,36.2,36.2,24.0,11.3,1.86
16-07-2013,410,"24.8990,91.8711",92.9,78.2,85.2,112.1,78.2,96.9,79.5,84.1,1.078,100,100.0,rain,,,,10.3,197.6,1001.4,93.5,3.0,284.2,24.4,9,,2013-07-16T05:12:42,2013-07-16T18:44:15,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote",1657,1657,4.66,1292,63,31.2,25.3,28.2,34.7,24.2,24.2,17.0,4.8,3.61
16-07-2014,775,"24.8990,91.8711",87.1,79.2,82.5,102.1,79.2,91.1,78.7,88.7,0.136,100,54.17,rain,,,,13.4,136.7,1002.4,96.0,2.8,95.8,8.3,3,,2014-07-16T05:12:36,2014-07-16T18:44:19,0.63,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"41915099999,41891099999,remote",2022,2022,6.91,1657,65,28.3,25.2,26.2,32.1,43.9,43.9,24.0,9.0,1.34
16-07-2015,2113,"24.8990,91.8711",84.1,78.0,81.2,97.3,78.0,89.1,79.3,94.1,2.794,100,100.0,rain,,,,11.2,197.3,998.8,96.1,2.1,92.2,7.8,3,,2015-07-16T05:12:29,2015-07-16T18:44:23,0.0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote",2387,2387,20.43,2022,65,26.4,24.5,25.3,30.7,212.4,212.4,24.0,10.6,0.78
16-07-2016,2479,"24.8990,91.8711",85.7,77.8,80.8,99.5,77.8,85.9,77.9,91.1,0.276,100,12.5,rain,,,,10.7,163.1,1004.5,95.0,1.9,161.4,14.0,6,,2016-07-16T05:12:50,2016-07-16T18:44:11,0.38,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",2753,2753,8.46,2388,63,27.5,24.7,25.8,31.2,74.9,74.9,24.0,10.4,1.21
16-07-2017,2844,"24.8990,91.8711",95.8,67.4,84.5,117.2,67.4,97.0,79.5,85.9,2.433,100,8.33,rain,,,,7.2,232.0,1000.4,68.6,3.1,217.0,18.8,8,,2017-07-16T05:12:43,2017-07-16T18:44:15,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",3118,3118,4.94,2753,61,33.7,25.4,29.5,36.6,5.2,5.2,8.0,8.4,4.71
16-07-2018,1262,"24.8990,91.8711",93.8,77.9,85.4,114.9,77.9,98.9,80.1,85.3,0.091,100,8.33,rain,,,,8.3,161.5,1000.0,86.2,2.9,290.6,24.9,9,,2018-07-16T05:12:37,2018-07-16T18:44:19,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",3483,3483,4.33,3118,51,31.5,26.0,28.6,34.4,3.0,3.0,16.0,7.9,3.88
16-07-2019,1627,"24.8990,91.8711",90.1,76.1,82.8,109.3,76.1,92.2,78.7,87.8,0.016,100,4.17,rain,,,,6.3,184.8,1002.7,62.7,2.4,217.9,18.8,7,,2019-07-16T05:12:31,2019-07-16T18:44:24,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",3848,3848,6.6,3483,55,31.7,24.0,27.4,33.9,7.4,7.4,15.0,5.2,3.55
16-07-2020,2967,"24.8990,91.8711",91.0,78.9,84.0,106.5,78.9,93.6,79.1,86.1,0.394,100,4.17,rain,,,,7.6,195.7,1003.0,70.6,2.6,267.8,23.2,9,,2020-07-16T05:12:52,2020-07-16T18:44:12,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",4214,4214,5.11,3849,63,30.9,25.4,28.0,34.3,8.2,8.2,20.0,6.6,3.28
16-07-2021,3332,"24.8990,91.8711",87.2,66.8,79.7,102.3,66.8,85.1,76.7,91.0,1.811,100,8.33,rain,,,,9.4,225.3,1006.9,92.6,1.6,191.0,16.4,6,,2021-07-16T05:12:46,2021-07-16T18:44:17,0.22,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42618099999,42515099999,remote,42516099999",4579,4579,5.01,4214,63,29.7,25.1,26.9,33.3,33.1,33.1,24.0,6.2,2.17
16-07-2022,3697,"24.8990,91.8711",96.7,70.4,86.2,109.8,70.4,94.9,75.4,71.8,0.276,100,4.17,rain,0.0,0.0,17.0,8.7,268.5,1002.2,59.5,9.9,315.1,27.3,10,30.0,2022-07-16T05:12:40,2022-07-16T18:44:22,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",4944,4944,4.9,4579,63,33.2,26.7,29.7,36.8,15.1,15.1,11.0,5.4,4.79
16-07-2022,4062,"24.8990,91.8711",96.7,70.4,86.2,109.8,70.4,94.9,75.4,71.8,0.276,100,4.17,rain,0.0,0.0,17.0,8.7,268.5,1002.2,59.5,9.9,315.1,27.3,10,30.0,2022-07-16T05:12:40,2022-07-16T18:44:22,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",4944,4944,4.9,4579,63,33.2,26.7,29.7,36.8,15.1,15.1,11.0,5.4,4.79
16-07-2023,4427,"24.8990,91.8711",90.1,73.7,82.1,101.2,73.7,88.0,74.7,79.3,0.146,100,37.5,rain,0.0,0.0,9.4,7.6,99.3,1003.6,93.4,9.3,226.4,19.7,7,30.0,2023-07-16T05:12:34,2023-07-16T18:44:27,0.95,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",5309,5309,3.52,4944,53,31.5,25.9,28.7,34.4,2.3,2.3,12.0,7.6,3.69
16-08-2012,76,"24.8990,91.8711",91.5,78.2,84.5,110.0,78.2,95.5,79.5,85.7,0.455,100,100.0,rain,,,,7.6,208.1,1001.3,90.9,3.3,232.4,20.1,9,,2012-08-16T05:26:59,2012-08-16T18:26:09,0.95,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote",1323,1323,5.27,958,61,32.0,25.4,28.2,34.8,11.0,11.0,15.0,8.7,3.43
16-08-2013,441,"24.8990,91.8711",85.4,78.0,81.2,97.9,78.0,86.2,77.8,90.1,0.292,100,87.5,rain,,,,7.4,207.2,1003.1,89.0,2.9,140.9,12.2,5,,2013-08-16T05:26:54,2013-08-16T18:26:22,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote",1688,1688,5.22,1323,63,26.8,24.5,25.5,31.1,25.0,25.0,22.0,5.4,1.15
16-08-2014,806,"24.8990,91.8711",87.5,77.6,81.5,102.6,77.6,87.4,78.3,90.5,1.204,100,100.0,rain,,,,16.1,176.6,1004.4,92.9,2.4,208.1,17.8,8,,2014-08-16T05:26:48,2014-08-16T18:26:35,0.69,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote",2053,2053,8.06,1688,65,26.1,24.6,25.2,30.8,52.7,52.7,21.0,9.7,0.73
16-08-2015,2144,"24.8990,91.8711",88.4,78.2,82.5,105.8,78.2,91.1,78.7,88.8,0.232,100,100.0,rain,,,,13.6,191.4,1006.5,89.3,2.4,224.2,19.4,7,,2015-08-16T05:26:41,2015-08-16T18:26:46,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote",2418,2418,7.83,2053,65,30.3,25.1,26.7,32.1,53.3,53.3,24.0,11.2,2.33
16-08-2016,2510,"24.8990,91.8711",90.9,75.2,83.3,108.8,75.2,92.0,78.0,85.3,0.433,100,4.17,rain,,,,6.9,116.9,996.3,84.6,2.7,162.0,13.9,6,,2016-08-16T05:27:01,2016-08-16T18:26:09,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",2784,2784,4.97,2419,61,33.9,25.8,29.4,35.7,6.9,6.9,11.0,13.6,4.63
16-08-2017,2875,"24.8990,91.8711",86.3,78.7,81.9,101.0,78.7,89.1,78.9,91.0,0.028,100,4.17,rain,,,,8.5,178.7,1002.5,94.0,2.7,173.7,15.0,7,,2017-08-16T05:26:54,2017-08-16T18:26:21,0.8,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",3149,3149,7.05,2784,61,27.8,24.8,26.0,31.5,12.3,12.3,19.0,10.0,1.58
16-08-2018,1293,"24.8990,91.8711",91.3,79.0,85.0,107.5,79.0,95.6,78.8,82.8,0.819,100,8.33,rain,,,,6.3,232.2,1002.7,75.7,2.5,249.9,21.5,9,,2018-08-16T05:26:49,2018-08-16T18:26:34,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",3514,3514,4.75,3149,61,31.8,25.6,28.7,35.3,6.9,6.9,9.0,8.1,4.1
16-08-2019,1658,"24.8990,91.8711",85.6,77.8,81.3,100.9,77.8,87.7,79.2,93.5,1.154,100,12.5,rain,,,,8.7,182.6,1004.3,88.6,2.2,115.2,10.0,4,,2019-08-16T05:26:43,2019-08-16T18:26:46,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",3879,3879,6.71,3514,65,30.3,25.1,26.7,33.0,53.4,53.4,23.0,7.0,2.12
16-08-2020,2998,"24.8990,91.8711",87.2,77.9,81.5,104.2,77.9,88.2,78.6,91.0,0.004,100,4.17,rain,,,,10.1,150.9,1001.3,94.3,2.0,163.9,14.1,6,,2020-08-16T05:27:03,2020-08-16T18:26:09,0.91,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",4245,4245,5.07,3880,63,29.1,25.2,26.8,32.5,33.0,33.0,24.0,9.2,1.67
16-08-2021,3363,"24.8990,91.8711",87.3,68.1,79.9,101.5,68.1,85.6,76.8,90.8,1.063,100,8.33,rain,,,,5.4,220.1,1006.3,86.7,1.3,164.3,14.2,5,,2021-08-16T05:26:58,2021-08-16T18:26:22,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42618099999,42515099999,remote,42516099999",4610,4610,5.47,4245,63,27.3,25.0,25.9,32.2,24.5,24.5,24.0,4.7,1.12
16-08-2022,3728,"24.8990,91.8711",91.5,71.3,82.4,101.6,71.3,87.8,74.6,78.5,0.709,100,8.33,rain,0.0,0.0,5.4,4.3,222.6,1005.7,71.1,9.3,228.2,19.6,9,30.0,2022-08-16T05:26:52,2022-08-16T18:26:35,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",4975,4975,3.72,4610,53,31.2,25.5,28.2,34.6,1.7,1.7,12.0,6.8,3.81
16-08-2022,4093,"24.8990,91.8711",91.5,71.3,82.4,101.6,71.3,87.8,74.6,78.5,0.709,100,8.33,rain,0.0,0.0,5.4,4.3,222.6,1005.7,71.1,9.3,228.2,19.6,9,30.0,2022-08-16T05:26:52,2022-08-16T18:26:35,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",4975,4975,3.72,4610,53,31.2,25.5,28.2,34.6,1.7,1.7,12.0,6.8,3.81
16-08-2023,4458,"24.8990,91.8711",90.4,77.3,83.8,109.2,77.3,93.5,78.5,84.8,0.032,100,8.33,rain,0.0,0.0,9.2,5.4,111.1,1003.8,91.8,8.8,209.3,18.0,7,30.0,2023-08-16T05:26:47,2023-08-16T18:26:48,0.0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",5340,5340,7.65,4975,61,29.9,25.3,27.2,33.6,10.1,10.1,21.0,6.2,2.29
16-09-2012,107,"24.8990,91.8711",85.4,76.6,80.7,98.2,76.6,86.1,77.6,90.7,0.652,100,87.5,rain,,,,10.1,190.8,1004.4,94.5,2.2,173.5,15.0,6,,2012-09-16T05:38:52,2012-09-16T17:55:24,0.0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote",1354,1354,5.56,989,61,27.3,24.0,25.5,30.7,19.9,19.9,21.0,8.3,1.26
16-09-2013,472,"24.8990,91.8711",89.9,75.8,81.0,103.1,75.8,87.4,78.6,92.8,0.573,100,95.83,rain,,,,9.8,198.0,1001.9,86.2,2.5,76.3,6.5,3,,2013-09-16T05:38:47,2013-09-16T17:55:40,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote",1719,1719,4.4,1354,61,31.0,24.5,27.3,33.6,5.2,5.2,9.0,5.0,3.41
16-09-2014,837,"24.8990,91.8711",90.2,76.7,82.8,103.6,76.7,90.8,77.6,85.4,0.39,100,50.0,rain,,,,6.5,251.4,1002.4,67.9,2.7,216.9,18.7,8,,2014-09-16T05:38:42,2014-09-16T17:55:57,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"41915099999,41891099999,remote",2084,2084,4.6,1719,53,31.1,24.5,27.7,34.0,2.0,2.0,7.0,7.0,3.88
