datetime,Unnamed: 0_x,name,tempmax_x,tempmin_x,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed_x,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,Unnamed: 0.1,Unnamed: 0_y,river_discharge,Unnamed: 0,weathercode,tempmax_y,tempmin_y,temperature_2m_mean,apparent_temperature_mean,precipitation_sum,rain_sum,precipitation_hours,windspeed_y,et0_fao_evapotranspiration
01-05-2018,1186,"24.8990,91.8711",85.6,67.3,76.9,93.6,67.3,79.1,72.1,86.0,0.709,100,4.17,rain,,,,10.9,105.3,1009.2,49.6,2.3,204.9,17.7,7,,2018-05-01T05:17:15,2018-05-01T18:22:22,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",3407,3407,2.85,3042,63,27.8,20.8,24.6,28.4,8.7,8.7,8.0,9.7,3.63
01-05-2019,1551,"24.8990,91.8711",95.3,66.5,81.2,107.2,66.5,85.5,73.4,78.8,0.165,100,41.67,rain,,,,13.2,205.3,1007.2,36.1,1.4,265.6,22.9,9,,2019-05-01T05:17:27,2019-05-01T18:22:15,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42618099999,42515099999,remote,42516099999",3772,3772,2.91,3407,63,29.6,22.1,25.4,30.6,19.7,19.7,20.0,8.7,3.07
01-05-2020,2891,"24.8990,91.8711",90.0,72.4,80.7,92.8,72.4,84.0,72.1,76.3,0.512,100,8.33,rain,,,,3.4,172.2,1009.7,43.0,2.8,233.0,20.3,7,,2020-05-01T05:16:54,2020-05-01T18:22:38,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",4138,4138,1.65,3773,51,29.6,21.5,25.5,29.8,0.3,0.3,3.0,6.6,4.32
01-05-2021,3256,"24.8990,91.8711",93.8,62.9,80.6,99.7,62.9,83.1,67.8,66.7,1.811,100,8.33,rain,,,,5.4,120.9,1008.5,27.9,1.7,220.0,18.8,7,,2021-05-01T05:17:05,2021-05-01T18:22:32,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,42515099999,remote,42516099999",4503,4503,1.22,4138,55,32.0,22.3,27.4,32.3,1.7,1.7,5.0,8.0,4.77
01-05-2022,3621,"24.8990,91.8711",90.4,59.6,76.8,95.6,59.6,78.2,67.8,75.7,0.866,100,12.5,rain,0.0,0.0,11.9,7.2,71.7,1005.4,32.2,11.6,319.7,27.5,10,30.0,2022-05-01T05:17:16,2022-05-01T18:22:25,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42618099999,42515099999,remote,42516099999",4868,4868,2.31,4503,63,29.3,21.7,25.8,30.1,12.7,12.7,10.0,8.5,3.93
01-05-2022,3986,"24.8990,91.8711",90.4,59.6,76.8,95.6,59.6,78.2,67.8,75.7,0.866,100,12.5,rain,0.0,0.0,11.9,7.2,71.7,1005.4,32.2,11.6,319.7,27.5,10,30.0,2022-05-01T05:17:16,2022-05-01T18:22:25,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42618099999,42515099999,remote,42516099999",4868,4868,2.31,4503,63,29.3,21.7,25.8,30.1,12.7,12.7,10.0,8.5,3.93
01-05-2023,4351,"24.8990,91.8711",93.6,75.8,84.0,100.8,75.8,86.7,67.4,59.5,0.008,100,4.17,rain,0.0,0.0,25.5,13.9,250.5,1007.8,94.0,10.8,248.7,21.5,9,10.0,2023-05-01T05:17:27,2023-05-01T18:22:19,0.36,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",5233,5233,1.38,4868,61,31.7,23.8,26.9,31.1,3.3,3.3,5.0,13.4,4.41
01-06-2012,0,"24.8990,91.8711",85.4,78.2,81.8,103.1,78.2,89.4,79.4,92.5,1.285,100,100.0,rain,,,,9.2,183.0,999.5,87.5,1.9,116.0,10.2,3,,2012-06-01T05:02:56,2012-06-01T18:37:59,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote",1247,1247,18.45,882,65,27.9,24.5,26.1,31.9,194.5,194.5,22.0,9.5,1.43
01-06-2013,365,"24.8990,91.8711",88.6,75.5,82.5,104.1,75.5,91.2,78.2,87.6,0.185,100,58.33,rain,,,,8.1,207.7,1006.3,76.7,3.0,252.9,21.9,8,,2013-06-01T05:02:58,2013-06-01T18:37:52,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"41915099999,41891099999,remote",1612,1612,4.87,1247,53,30.3,22.9,26.6,32.2,1.9,1.9,5.0,9.4,3.91
01-06-2014,730,"24.8990,91.8711",90.8,76.2,82.9,103.6,76.2,89.9,76.9,83.3,0.374,100,91.67,rain,,,,18.2,179.5,1005.3,47.2,2.7,254.4,21.9,9,,2014-06-01T05:03:01,2014-06-01T18:37:46,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote",1977,1977,2.5,1612,53,31.0,24.5,27.1,32.3,1.5,1.5,5.0,9.7,3.4
01-06-2015,2068,"24.8990,91.8711",86.6,75.5,81.2,102.6,75.5,88.2,77.9,89.8,0.61,100,100.0,rain,,,,9.2,174.1,1004.7,83.8,2.7,125.7,10.9,4,,2015-06-01T05:03:04,2015-06-01T18:37:40,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote",2342,2342,5.1,1977,63,30.2,24.9,26.9,33.0,39.2,39.2,24.0,9.7,2.35
01-06-2016,2434,"24.8990,91.8711",90.8,77.1,83.5,107.6,77.1,91.6,77.7,83.7,0.551,100,4.17,rain,,,,6.8,194.4,1005.4,22.0,2.9,297.3,25.7,9,,2016-06-01T05:02:56,2016-06-01T18:38:00,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",2708,2708,5.44,2343,55,31.3,23.8,26.7,32.5,3.9,3.9,9.0,7.9,3.55
01-06-2017,2799,"24.8990,91.8711",86.4,69.8,80.1,105.1,69.8,86.9,78.2,94.1,0.389,100,12.5,rain,,,,14.1,184.2,1004.2,82.8,1.7,151.9,13.1,5,,2017-06-01T05:02:58,2017-06-01T18:37:53,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",3073,3073,9.02,2708,63,25.3,23.8,24.4,30.0,70.8,70.8,24.0,6.5,0.92
01-06-2018,1217,"24.8990,91.8711",91.3,76.9,81.9,100.4,76.9,87.4,77.1,86.4,1.811,100,4.17,rain,,,,5.4,193.2,1007.2,82.0,2.7,150.3,12.9,5,,2018-06-01T05:03:01,2018-06-01T18:37:47,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",3438,3438,4.87,3073,63,30.8,24.1,26.8,32.8,23.2,23.2,19.0,6.0,3.28
01-06-2019,1582,"24.8990,91.8711",89.1,75.7,82.9,105.2,75.7,92.0,78.1,85.9,0.008,100,4.17,rain,,,,6.5,179.5,1005.5,45.0,2.2,225.9,19.6,7,,2019-06-01T05:03:04,2019-06-01T18:37:41,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",3803,3803,4.43,3438,63,27.5,23.1,24.9,30.0,29.6,29.6,22.0,9.7,1.42
01-06-2020,2922,"24.8990,91.8711",85.7,76.2,80.5,99.8,76.2,85.8,77.5,91.0,0.354,100,4.17,rain,,,,9.4,187.8,1008.8,74.7,2.4,185.7,16.0,6,,2020-06-01T05:02:57,2020-06-01T18:38:02,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",4169,4169,3.97,3804,61,28.5,23.1,25.1,30.5,18.5,18.5,21.0,5.4,2.32
01-06-2021,3287,"24.8990,91.8711",87.0,65.6,79.3,101.9,65.6,84.5,76.4,91.3,0.157,100,4.17,rain,,,,8.9,201.1,1004.8,79.6,0.8,157.8,13.6,5,,2021-06-01T05:03:00,2021-06-01T18:37:57,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,42515099999,remote,42516099999",4534,4534,5.12,4169,63,26.3,24.7,25.2,31.3,44.6,44.6,24.0,7.2,1.01
01-06-2022,3652,"24.8990,91.8711",91.8,65.0,80.1,101.0,65.0,83.5,73.4,81.5,2.126,100,12.5,rain,0.0,0.0,7.4,5.4,110.1,1002.1,74.5,9.5,247.4,21.4,9,30.0,2022-06-01T05:03:03,2022-06-01T18:37:51,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42618099999,42515099999,remote,42516099999",4899,4899,4.43,4534,63,29.4,24.8,26.7,32.1,24.5,24.5,16.0,6.0,2.65
01-06-2022,4017,"24.8990,91.8711",91.8,65.0,80.1,101.0,65.0,83.5,73.4,81.5,2.126,100,12.5,rain,0.0,0.0,7.4,5.4,110.1,1002.1,74.5,9.5,247.4,21.4,9,30.0,2022-06-01T05:03:03,2022-06-01T18:37:51,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42618099999,42515099999,remote,42516099999",4899,4899,4.43,4534,63,29.4,24.8,26.7,32.1,24.5,24.5,16.0,6.0,2.65
01-06-2023,4382,"24.8990,91.8711",101.9,80.3,89.6,112.1,82.3,95.9,70.7,56.1,1.418,100,8.33,rain,0.0,0.0,8.3,7.2,205.6,1003.3,82.6,11.3,320.8,27.9,10,30.0,2023-06-01T05:03:06,2023-06-01T18:37:45,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",5264,5264,1.56,4899,55,33.2,25.8,29.2,36.1,3.2,3.2,13.0,10.1,4.71
01-07-2012,30,"24.8990,91.8711",92.4,79.4,85.0,109.0,79.4,95.8,79.0,83.5,0.737,100,62.5,rain,,,,7.2,212.5,,65.2,,257.0,22.1,8,,2012-07-01T05:06:39,2012-07-01T18:46:03,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote,1277,1277,6.36,912,63,32.6,25.5,28.9,35.6,19.4,19.4,11.0,8.9,4.09
01-07-2013,395,"24.8990,91.8711",91.7,78.2,84.6,111.5,78.2,96.4,79.7,85.9,0.112,100,62.5,rain,,,,10.3,186.6,999.1,92.3,2.7,285.3,24.6,9,,2013-07-01T05:06:35,2013-07-01T18:46:03,0.76,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote",1642,1642,5.17,1277,61,27.3,24.6,26.1,31.9,16.9,16.9,23.0,6.5,1.54
01-07-2014,760,"24.8990,91.8711",94.2,79.1,85.1,111.9,79.1,96.4,79.7,85.1,0.508,100,100.0,rain,,,,9.8,167.5,1001.8,79.6,3.0,290.8,25.2,9,,2014-07-01T05:06:30,2014-07-01T18:46:03,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote",2007,2007,5.87,1642,61,32.9,26.1,28.6,35.3,9.9,9.9,14.0,4.9,3.51
01-07-2015,2098,"24.8990,91.8711",90.1,76.6,83.4,107.2,76.6,92.6,78.3,85.5,0.08,100,50.0,rain,,,,8.3,190.9,1005.4,83.6,3.2,286.7,24.6,10,,2015-07-01T05:06:25,2015-07-01T18:46:02,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"41915099999,41891099999,remote",2372,2372,5.56,2007,63,31.6,25.0,27.4,33.4,20.2,20.2,23.0,8.0,3.7
01-07-2016,2464,"24.8990,91.8711",93.0,74.8,84.3,112.1,74.8,95.2,79.2,85.7,0.004,100,4.17,rain,,,,7.4,173.5,1001.3,89.4,2.9,265.6,22.9,8,,2016-07-01T05:06:41,2016-07-01T18:46:04,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",2738,2738,6.45,2373,63,31.8,25.7,27.8,34.5,40.7,40.7,21.0,5.5,3.21
01-07-2017,2829,"24.8990,91.8711",86.4,73.8,81.7,103.2,73.8,89.8,78.8,90.9,1.299,100,4.17,rain,,,,9.2,155.4,1000.3,94.3,2.4,152.7,13.1,4,,2017-07-01T05:06:36,2017-07-01T18:46:03,0.25,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",3103,3103,7.43,2738,63,28.7,25.2,26.4,32.4,43.8,43.8,24.0,6.8,1.56
01-07-2018,1247,"24.8990,91.8711",89.4,66.5,80.6,104.4,66.5,87.6,77.2,89.9,0.354,100,12.5,rain,,,,9.6,190.8,1003.4,92.1,1.9,175.7,15.0,6,,2018-07-01T05:06:31,2018-07-01T18:46:03,0.6,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",3468,3468,5.59,3103,63,31.7,25.2,27.5,33.4,33.6,33.6,24.0,9.8,3.43
01-07-2019,1612,"24.8990,91.8711",94.0,80.8,86.5,114.6,88.5,102.0,80.5,83.4,0.008,100,4.17,rain,,,,5.8,167.6,999.4,78.2,3.2,254.9,22.1,8,,2019-07-01T05:06:27,2019-07-01T18:46:04,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",3833,3833,4.0,3468,61,33.5,26.1,28.7,35.3,9.8,9.8,18.0,9.9,4.09
01-07-2020,2952,"24.8990,91.8711",87.7,78.7,82.5,103.7,78.7,91.4,79.4,90.9,0.004,100,4.17,rain,,,,11.6,202.9,1002.8,90.8,2.0,239.7,20.8,8,,2020-07-01T05:06:43,2020-07-01T18:46:06,0.36,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",4199,4199,5.4,3834,61,30.3,25.3,27.0,33.3,17.8,17.8,19.0,5.2,2.02
01-07-2021,3317,"24.8990,91.8711",88.2,66.8,78.7,103.0,66.8,82.9,75.1,89.1,1.529,100,70.83,rain,,,,12.1,197.1,1002.1,92.5,0.8,256.3,22.3,8,,2021-07-01T05:06:39,2021-07-01T18:46:06,0.71,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42618099999,42515099999,remote,42516099999",4564,4564,8.73,4199,65,26.0,24.2,25.0,31.0,72.4,72.4,24.0,6.2,0.83
01-07-2022,3682,"24.8990,91.8711",91.8,66.3,79.8,102.3,66.3,83.8,73.0,81.3,0.039,100,4.17,rain,0.0,0.0,6.7,5.6,112.2,1001.4,63.3,11.4,280.8,24.2,10,30.0,2022-07-01T05:06:34,2022-07-01T18:46:07,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,42515099999,remote,42516099999",4929,4929,5.35,4564,61,29.6,24.8,27.0,33.3,12.2,12.2,24.0,5.3,2.38
01-07-2022,4047,"24.8990,91.8711",91.8,66.3,79.8,102.3,66.3,83.8,73.0,81.3,0.039,100,4.17,rain,0.0,0.0,6.7,5.6,112.2,1001.4,63.3,11.4,280.8,24.2,10,30.0,2022-07-01T05:06:34,2022-07-01T18:46:07,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,42515099999,remote,42516099999",4929,4929,5.35,4564,61,29.6,24.8,27.0,33.3,12.2,12.2,24.0,5.3,2.38
01-07-2023,4412,"24.8990,91.8711",82.5,76.3,78.6,90.8,76.3,80.5,76.2,92.3,0.354,100,8.33,rain,0.0,0.0,6.9,7.6,63.5,1005.0,90.7,7.6,69.0,6.0,3,10.0,2023-07-01T05:06:30,2023-07-01T18:46:07,0.43,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",5294,5294,5.65,4929,63,28.2,24.9,25.9,32.2,26.9,26.9,24.0,7.1,1.21
01-08-2012,61,"24.8990,91.8711",90.8,77.4,82.9,108.4,77.4,91.6,78.6,87.4,0.16,100,58.33,rain,,,,8.5,179.5,999.5,91.9,2.9,225.6,19.6,8,,2012-08-01T05:20:17,2012-08-01T18:37:04,0.47,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"41915099999,41891099999,remote",1308,1308,5.81,943,63,29.9,24.7,26.7,32.4,25.6,25.6,23.0,7.4,2.45
01-08-2013,426,"24.8990,91.8711",89.7,78.0,83.0,104.9,78.0,90.8,78.2,86.4,0.174,100,54.17,rain,,,,7.4,194.5,1001.7,87.9,3.3,190.3,16.2,6,,2013-08-01T05:20:10,2013-08-01T18:37:14,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote",1673,1673,4.56,1308,63,30.4,24.9,26.5,32.1,13.0,13.0,20.0,9.1,2.57
01-08-2014,791,"24.8990,91.8711",92.4,79.2,84.7,112.5,79.2,96.4,79.5,85.3,0.258,100,83.33,rain,,,,8.7,193.5,1001.4,87.9,3.1,237.1,20.5,8,,2014-08-01T05:20:04,2014-08-01T18:37:23,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote",2038,2038,4.79,1673,61,30.0,25.4,27.4,34.0,12.3,12.3,19.0,4.7,2.51
01-08-2015,2129,"24.8990,91.8711",85.7,76.2,80.3,98.9,76.2,84.7,77.3,90.8,1.443,100,100.0,rain,,,,10.7,122.2,1002.9,91.0,2.1,123.5,10.7,4,,2015-08-01T05:19:57,2015-08-01T18:37:31,0.53,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote",2403,2403,9.52,2038,63,28.3,24.4,25.7,30.7,38.9,38.9,24.0,17.2,1.13
01-08-2016,2495,"24.8990,91.8711",93.7,78.2,84.6,107.5,78.2,93.3,77.6,81.3,0.358,100,4.17,rain,,,,5.5,175.4,999.8,86.3,3.2,144.1,12.3,5,,2016-08-01T05:20:18,2016-08-01T18:37:04,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",2769,2769,4.96,2404,61,32.7,25.7,28.9,34.4,6.4,6.4,10.0,13.2,3.75
01-08-2017,2860,"24.8990,91.8711",87.4,77.9,82.3,103.9,77.9,92.1,79.9,92.6,0.245,100,54.17,rain,,,,9.8,202.3,1003.0,89.1,2.0,142.7,12.2,4,,2017-08-01T05:20:11,2017-08-01T18:37:13,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",3134,3134,6.73,2769,63,30.9,25.1,27.2,33.7,24.5,24.5,24.0,5.8,2.35
01-08-2018,1278,"24.8990,91.8711",90.9,77.1,82.7,109.9,77.1,90.3,78.1,86.9,0.079,100,4.17,rain,,,,12.5,160.7,999.5,86.2,2.7,217.4,18.9,9,,2018-08-01T05:20:05,2018-08-01T18:37:22,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",3499,3499,8.25,3134,65,29.6,24.6,26.4,31.4,66.0,66.0,22.0,11.9,1.91
01-08-2019,1643,"24.8990,91.8711",91.3,77.4,84.0,107.7,77.4,93.5,78.7,85.1,0.044,100,8.33,rain,,,,6.3,168.6,1002.1,77.8,3.1,273.8,23.8,9,,2019-08-01T05:19:59,2019-08-01T18:37:31,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",3864,3864,4.61,3499,53,31.2,25.0,27.9,34.1,6.3,6.3,14.0,5.9,3.37
01-08-2020,2983,"24.8990,91.8711",92.4,78.2,85.5,111.5,78.2,97.5,79.6,83.2,0.197,100,4.17,rain,,,,5.6,231.7,1002.2,77.3,2.9,294.7,25.3,9,,2020-08-01T05:20:21,2020-08-01T18:37:05,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",4230,4230,4.5,3865,51,32.3,25.4,29.0,36.1,1.2,1.2,8.0,8.0,4.44
01-08-2021,3348,"24.8990,91.8711",88.1,68.1,79.9,104.2,68.1,86.4,77.0,91.1,1.575,100,8.33,rain,,,,7.2,181.9,1000.8,82.4,0.9,190.5,16.4,6,,2021-08-01T05:20:15,2021-08-01T18:37:15,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42618099999,42515099999,remote,42516099999",4595,4595,6.74,4230,65,30.3,25.1,26.6,32.4,57.1,57.1,24.0,8.4,1.85
01-08-2022,3713,"24.8990,91.8711",86.4,67.4,77.3,97.1,67.4,79.3,73.8,89.3,0.357,100,58.33,rain,0.0,0.0,9.4,6.7,56.0,1003.6,97.8,7.9,161.4,13.8,7,10.0,2022-08-01T05:20:09,2022-08-01T18:37:24,0.12,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42618099999,42515099999,remote,42516099999",4960,4960,4.26,4595,61,29.3,24.5,26.4,32.5,11.4,11.4,18.0,4.7,2.0
01-08-2022,4078,"24.8990,91.8711",86.4,67.4,77.3,97.1,67.4,79.3,73.8,89.3,0.357,100,58.33,rain,0.0,0.0,9.4,6.7,56.0,1003.6,97.8,7.9,161.4,13.8,7,10.0,2022-08-01T05:20:09,2022-08-01T18:37:24,0.12,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42618099999,42515099999,remote,42516099999",4960,4960,4.26,4595,61,29.3,24.5,26.4,32.5,11.4,11.4,18.0,4.7,2.0
01-08-2023,4443,"24.8990,91.8711",97.7,80.3,87.0,116.3,87.0,99.2,78.1,76.7,0.764,100,8.33,rain,0.0,0.0,19.9,10.3,103.5,996.4,83.8,10.3,281.3,24.4,9,60.0,2023-08-01T05:20:03,2023-08-01T18:37:33,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",5325,5325,3.43,4960,61,35.7,27.5,31.5,37.1,7.1,7.1,5.0,18.8,5.7
01-09-2012,92,"24.8990,91.8711",89.0,78.9,83.8,106.7,78.9,94.2,79.3,86.8,0.096,100,50.0,rain,,,,7.8,211.9,1003.0,88.3,2.8,169.5,14.6,5,,2012-09-01T05:33:22,2012-09-01T18:11:11,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"41915099999,41891099999,remote",1339,1339,5.24,974,61,31.0,24.8,27.5,34.0,7.9,7.9,16.0,4.5,2.78
01-09-2013,457,"24.8990,91.8711",90.6,77.8,83.3,109.2,77.8,92.7,79.3,88.2,0.144,100,100.0,rain,,,,11.4,192.5,1004.4,90.1,3.0,262.8,22.7,9,,2013-09-01T05:33:17,2013-09-01T18:11:26,0.86,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote",1704,1704,4.78,1339,63,29.2,25.1,26.5,32.8,24.1,24.1,23.0,4.7,1.62
01-09-2014,822,"24.8990,91.8711",90.7,74.9,82.5,102.7,74.9,88.5,76.1,82.3,0.247,100,37.5,rain,,,,5.8,305.9,1005.3,78.8,3.0,259.7,22.4,9,,2014-09-01T05:33:12,2014-09-01T18:11:41,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"41915099999,41891099999,remote",2069,2069,6.43,1704,63,31.6,24.8,27.3,33.2,25.9,25.9,19.0,7.2,3.03
01-09-2015,2160,"24.8990,91.8711",85.4,76.4,80.1,101.1,76.4,84.6,78.5,95.0,1.054,100,100.0,rain,,,,7.6,183.3,1002.5,93.4,1.8,110.5,9.7,4,,2015-09-01T05:33:06,2015-09-01T18:11:55,0.59,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote",2434,2434,9.26,2069,63,25.0,23.9,24.4,29.5,56.1,56.1,24.0,10.7,0.45
01-09-2016,2526,"24.8990,91.8711",84.5,66.5,80.1,99.2,66.5,85.5,78.2,94.4,0.157,100,8.33,rain,,,,10.1,198.0,1004.4,96.0,1.9,106.2,9.1,3,,2016-09-01T05:33:24,2016-09-01T18:11:10,0.0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",2800,2800,5.47,2435,63,28.9,24.7,26.3,31.9,39.5,39.5,24.0,13.4,1.89
01-09-2017,944,"24.8990,91.8711",87.5,73.7,81.5,105.4,73.7,89.8,78.7,91.6,0.866,100,8.33,rain,,,,9.4,201.0,1005.5,85.1,2.3,191.9,16.6,6,,2017-09-01T05:33:18,2017-09-01T18:11:24,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",3165,3165,8.02,2800,63,28.3,24.9,26.0,31.9,51.2,51.2,24.0,6.5,1.39
01-09-2018,1309,"24.8990,91.8711",87.9,77.9,81.3,100.1,77.9,88.4,78.9,92.7,0.669,100,8.33,rain,,,,8.7,192.4,1004.2,92.5,2.2,75.8,6.4,3,,2018-09-01T05:33:13,2018-09-01T18:11:40,0.7,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",3530,3530,4.86,3165,63,30.8,24.8,26.8,32.9,34.8,34.8,22.0,7.6,2.44
01-09-2019,1674,"24.8990,91.8711",98.5,78.7,85.6,117.6,78.7,97.6,79.3,82.7,0.236,100,8.33,rain,,,,6.9,77.0,1000.5,72.3,3.2,165.3,14.3,6,,2019-09-01T05:33:08,2019-09-01T18:11:55,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",3895,3895,3.81,3530,61,34.7,26.1,29.8,37.0,6.2,6.2,9.0,8.9,4.74
01-09-2020,3014,"24.8990,91.8711",87.2,77.0,82.1,101.5,77.0,89.2,78.4,89.1,0.473,100,8.33,rain,,,,6.0,198.0,1005.6,88.4,2.4,152.5,13.2,6,,2020-09-01T05:33:26,2020-09-01T18:11:10,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",4261,4261,5.22,3896,63,29.6,24.9,26.7,32.9,30.8,30.8,18.0,9.9,1.78
01-09-2021,3379,"24.8990,91.8711",85.0,65.9,78.4,98.9,65.9,82.7,76.5,94.0,0.031,100,4.17,rain,,,,8.7,211.3,1008.4,89.8,1.6,112.0,9.6,4,,2021-09-01T05:33:21,2021-09-01T18:11:25,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,42515099999,remote,42516099999",4626,4626,5.08,4261,63,29.7,24.9,27.0,33.4,14.8,14.8,21.0,4.1,2.8
